#Sample	OTU	Abundance
blast_100.0	6	7.525799381e-05
blast_100.0	8	5.64434953575e-05
blast_100.0	14	1.88144984525e-05
blast_100.0	15	5.64434953575e-05
blast_100.0	22	3.7628996905e-05
blast_100.0	23	0.0160393599308
blast_100.0	26	0.000178737735299
blast_100.0	27	0.000423326215181
blast_100.0	29	0.0122764602403
blast_100.0	32	0.006735590446
blast_100.0	34	0.0615610389366
blast_100.0	35	3.7628996905e-05
blast_100.0	36	3.7628996905e-05
blast_100.0	42	3.7628996905e-05
blast_100.0	45	2.82217476788e-05
blast_100.0	49	5.64434953575e-05
blast_100.0	50	0.000329253722919
blast_100.0	52	0.0175727415546
blast_100.0	54	3.7628996905e-05
blast_100.0	59	3.7628996905e-05
blast_100.0	64	0.000103479741489
blast_100.0	67	0.000329253722919
blast_100.0	70	4.70362461313e-05
blast_100.0	75	1.88144984525e-05
blast_100.0	78	3.7628996905e-05
blast_100.0	87	1.88144984525e-05
blast_100.0	88	2.82217476788e-05
blast_100.0	100	0.0379112143818
blast_100.0	102	1.88144984525e-05
blast_100.0	103	1.88144984525e-05
blast_100.0	105	0.000460955212086
blast_100.0	108	0.0139321361041
blast_100.0	124	1.88144984525e-05
blast_100.0	130	2.82217476788e-05
blast_100.0	131	2.82217476788e-05
blast_100.0	133	0.0458885617257
blast_100.0	136	1.88144984525e-05
blast_100.0	138	0.000188144984525
blast_100.0	142	0.208050723888
blast_100.0	145	2.82217476788e-05
blast_100.0	146	1.88144984525e-05
blast_100.0	147	1.88144984525e-05
blast_100.0	151	8.46652430363e-05
blast_100.0	155	6.58507445838e-05
blast_100.0	166	3.7628996905e-05
blast_100.0	168	0.284287071617
blast_100.0	169	1.88144984525e-05
blast_100.0	170	1.88144984525e-05
blast_100.0	171	0.000620878448933
blast_100.0	177	3.7628996905e-05
blast_100.0	179	5.64434953575e-05
blast_100.0	182	1.88144984525e-05
blast_100.0	185	0.0165755731367
blast_100.0	191	0.000169330486073
blast_100.0	195	1.88144984525e-05
blast_100.0	206	3.7628996905e-05
blast_100.0	208	0.000865466928815
blast_100.0	213	1.88144984525e-05
blast_100.0	217	0.00218248182049
blast_100.0	222	0.0187674622064
blast_100.0	228	1.88144984525e-05
blast_100.0	233	4.70362461313e-05
blast_100.0	235	0.253045596937
blast_100.0	237	8.46652430363e-05
blast_100.0	238	7.525799381e-05
blast_0.0001	6	7.525799381e-05
blast_0.0001	8	5.64434953575e-05
blast_0.0001	14	1.88144984525e-05
blast_0.0001	15	5.64434953575e-05
blast_0.0001	22	3.7628996905e-05
blast_0.0001	23	0.0160393599308
blast_0.0001	26	0.000178737735299
blast_0.0001	27	0.000423326215181
blast_0.0001	29	0.0122764602403
blast_0.0001	32	0.006735590446
blast_0.0001	34	0.0615610389366
blast_0.0001	35	3.7628996905e-05
blast_0.0001	36	3.7628996905e-05
blast_0.0001	42	3.7628996905e-05
blast_0.0001	45	2.82217476788e-05
blast_0.0001	49	5.64434953575e-05
blast_0.0001	50	0.000329253722919
blast_0.0001	52	0.0175727415546
blast_0.0001	54	3.7628996905e-05
blast_0.0001	59	3.7628996905e-05
blast_0.0001	64	0.000103479741489
blast_0.0001	67	0.000329253722919
blast_0.0001	70	4.70362461313e-05
blast_0.0001	75	1.88144984525e-05
blast_0.0001	78	3.7628996905e-05
blast_0.0001	87	1.88144984525e-05
blast_0.0001	88	2.82217476788e-05
blast_0.0001	100	0.0379112143818
blast_0.0001	102	1.88144984525e-05
blast_0.0001	103	1.88144984525e-05
blast_0.0001	105	0.000460955212086
blast_0.0001	108	0.0139321361041
blast_0.0001	124	1.88144984525e-05
blast_0.0001	130	2.82217476788e-05
blast_0.0001	131	2.82217476788e-05
blast_0.0001	133	0.0458885617257
blast_0.0001	136	1.88144984525e-05
blast_0.0001	138	0.000188144984525
blast_0.0001	142	0.208050723888
blast_0.0001	145	2.82217476788e-05
blast_0.0001	146	1.88144984525e-05
blast_0.0001	147	1.88144984525e-05
blast_0.0001	151	8.46652430363e-05
blast_0.0001	155	6.58507445838e-05
blast_0.0001	166	3.7628996905e-05
blast_0.0001	168	0.284287071617
blast_0.0001	169	1.88144984525e-05
blast_0.0001	170	1.88144984525e-05
