Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
g__Cronobacter	0	0	0	0	0	0	0.00047583154721	0.000446355256675	0.000160014148619	0	0	0	0	0	0	0	0	0.00047583154721	0.000467409749915	0.000126326959436	0	0	0	0	0	0	0	0	0	0	0	
g__Clostridium	0.0335861276155	0.0335861276155	0.0335861276155	0.0335861276155	0.0335861276155	0.0335861276155	0.0333418954939	0.0333418954939	0.0333418954939	0.0333418954939	0.0333334736966	0.0333250518993	0.0331818813453	0.0330218671967	0.00019791223645	1.68435945915e-05	0	0.0333418954939	0.0333418954939	0.0333418954939	0.0333418954939	0.0333418954939	0.0332955756088	0.0331818813453	0.0328197440616	0.000168435945915	5.47416824224e-05	0	0.0334050589736	0.033544018629	0.020833333	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42179729576e-06	8.42179729576e-06	0.000294762905352	0.00232441605363	0	0	0	0	0	0	2.10544932394e-05	8.42179729576e-06	4.63198851267e-05	0.000311606499943	0.00383612866822	0	0	0	
g__Bifidobacterium	0.0486021921938	0.0486021921938	0.0486021921938	0.0486021921938	0.0486021921938	0.0485853485992	0.0485769268019	0.0485769268019	0.0485769268019	0.0485769268019	0.0485769268019	0.0485769268019	0.0485769268019	0.0485179742209	0.0484421780452	0.0481010952547	0.0468841455455	0.0485769268019	0.0485769268019	0.0485769268019	0.0485685050047	0.0485516614101	0.0485306069168	0.0484337562479	0.0483705927682	0.0481895241263	0.0476463182008	0.0460714421065	0.0485937703965	0.0486190357884	0.0416666	
Other	0	0	0	0	0	0	0	0	0	0	4.21089864788e-05	4.21089864788e-05	4.21089864788e-05	4.21089864788e-05	0	0	0	0	0	0	4.21089864788e-05	4.21089864788e-05	4.21089864788e-05	4.21089864788e-05	4.21089864788e-05	0	0	0	0	0	0	
g__Edwardsiella	0.0184984777601	0.0184984777601	0.0184984777601	0.0184984777601	0.0184984777601	0.0184984777601	0.0188479823479	0.0186037502263	0.018595328429	0.0185405867466	0.0184774232669	0.018464790571	0.0184016270912	0.018308987321	0.0181995039561	0.0180268571116	2.52653918873e-05	0.0188479823479	0.0186037502263	0.0185700630372	0.0185153213547	0.0184774232669	0.0184184706858	0.0183847834966	0.0182710892332	0.0181237077805	0.018010013517	2.52653918873e-05	0.018607961125	0.0186163829223	0.020833333	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42179729576e-06	0	
g__	8.42179729576e-06	8.42179729576e-06	8.42179729576e-06	8.42179729576e-06	8.42179729576e-06	8.42179729576e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42179729576e-06	0	
g__Buttiauxella	1.68435945915e-05	1.68435945915e-05	1.68435945915e-05	1.68435945915e-05	1.68435945915e-05	1.68435945915e-05	6.73743783661e-05	6.73743783661e-05	6.73743783661e-05	4.63198851267e-05	4.63198851267e-05	1.68435945915e-05	8.42179729576e-06	8.42179729576e-06	8.42179729576e-06	0	0	6.73743783661e-05	6.73743783661e-05	6.73743783661e-05	4.63198851267e-05	1.68435945915e-05	1.68435945915e-05	8.42179729576e-06	8.42179729576e-06	8.42179729576e-06	0	0	1.68435945915e-05	0	0	
g__Clostridium	0.0438607203163	0.0438607203163	0.0438607203163	0.0438607203163	0.0438607203163	0.0438396658231	0.0635508823938	0.0635508823938	0.0634961407114	0.0633824464479	0.0625907975021	0.0623676198738	0.0620433806779	0.0572976979017	0.034752546541	0.000160014148619	0	0.0635508823938	0.0635508823938	0.0634666644209	0.0628518732183	0.062616062894	0.0623212999886	0.0620433806779	0.0569439824153	0.000400035371549	0.000147381452676	0	0.0439070402014	0.0417889581816	0	
