pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
blast_100.0	-0.0324157068531	0.162898770435	0.0138281723327	0.0804616277291	-0.0149800599226	-0.0134099288195	0.00209481506448	0.00116274512374	-0.00596745751249	-0.00201983531639	0.000161910495487	0.00138699393675	-0.00105363053088	-0.000295052743175	0.000273087028855	-5.10610501144e-05	-0.000290663164559	0.000104718479334	-0.000258034379142	0.000353806882596	-0.000222112201802	-8.47917551115e-06	-1.5483033396e-06	3.59026732534e-05	1.7503734641e-05	-3.73169986149e-05	7.12443477095e-06	5.37337722025e-07	3.83923057014e-09	-0	5.20534813558e-09
blast_0.0001	0.586596819604	0.274980000129	0.0877344669346	-0.145076697697	-0.0401393692998	-0.00947306313222	-0.00156429717121	0.00694703186183	-0.000882482319345	0.000149102049935	-0.000970379406873	-0.00121252264553	0.00163768341612	0.000245811871925	-4.62092853587e-05	6.11573556595e-05	1.15274252376e-05	-1.04676640918e-06	5.13490342606e-06	3.89697797198e-07	-2.71971887322e-06	-2.11628990837e-06	9.37715972677e-08	-1.28172468862e-07	1.42812550172e-08	-2.93391145469e-08	1.02296472534e-08	5.18678642834e-10	3.18559901907e-09	-2.4434726665e-10	-4.16098117214e-11
blast_1e-06	-0.0324157068531	0.162898770435	0.0138281723327	0.0804616277291	-0.0149800599226	-0.0134099288195	0.00209481506448	0.00116274512374	-0.00596745751249	-0.00201983531639	0.000161910495486	0.00138699393675	-0.00105363053088	-0.000295052743176	0.000273087028855	-5.10610501147e-05	-0.000290663164557	0.000104718479336	-0.00025803437914	0.000353806882616	-0.000222112201795	-8.47917550909e-06	-1.54830334684e-06	3.59026732806e-05	1.75037347256e-05	-3.73169984101e-05	7.12443475553e-06	5.37337459688e-07	5.20928852344e-09	4.71549173701e-09	-2.88530707924e-09
blast_1.0	-0.0324157068531	0.162898770435	0.0138281723327	0.0804616277291	-0.0149800599226	-0.0134099288195	0.00209481506448	0.00116274512374	-0.00596745751249	-0.00201983531639	0.000161910495487	0.00138699393675	-0.00105363053088	-0.000295052743175	0.000273087028855	-5.10610501146e-05	-0.000290663164558	0.000104718479339	-0.000258034379144	0.000353806882601	-0.000222112201802	-8.47917552228e-06	-1.54830335103e-06	3.59026732205e-05	1.75037346347e-05	-3.73169984842e-05	7.12443476291e-06	5.37337920682e-07	5.08277938758e-10	-5.44853352823e-09	-2.44487049537e-09
blast_1e-10	-0.0324149881832	0.162900489498	0.0138302374818	0.0804574866399	-0.0149905210321	-0.013398183221	0.00208180401462	0.00116925267023	-0.00597123732795	-0.00203176319143	0.000137532213549	0.0013969947225	-0.00108447202225	-0.000279091273584	0.000198353288135	9.49122245145e-06	-0.000166104993122	2.59562383825e-05	-0.000185299247107	0.000203884707797	-9.7985588848e-05	1.76326788585e-05	9.07131428415e-05	-0.00013887612305	-5.78951075103e-05	0.000113024514092	-2.13817067203e-05	-1.70445282079e-06	3.18559904475e-09	-2.44347275696e-10	-4.16098078136e-11
blast_1e-30	-0.0324470072647	0.162889048143	0.0138333244041	0.0803560075029	-0.0150747414463	-0.0132297885734	0.00195358360715	0.00121411231487	-0.0060133009904	-0.0021088612294	-9.58276980682e-05	0.0015194849024	-0.00137237393126	-0.000381712741609	-0.000803559319778	-1.32469120563e-05	0.000955393506779	-0.000332681237435	0.000951421829387	-0.00126935017261	0.000768846862914	1.43666993318e-05	-8.607325513e-05	3.13381608934e-05	5.31880906452e-06	-1.04758076255e-06	-2.79711582691e-09	9.16138935696e-08	3.18559901832e-09	-2.44347266352e-10	-4.16098117585e-11
mothur_0.0	-0.0756327254888	0.00608480984254	-0.0500901224702	-0.0321334677637	0.025419932815	-0.0159350095347	0.0137612157466	0.00181822094657	0.0113569783632	-0.00191497960388	-0.00147652201405	-0.00295224985465	-0.00336910293967	-0.00185299391936	-0.00247912288668	-0.00151706634592	0.00155462502828	0.000489580906739	0.000212974474451	0.00046859806756	0.0002155738408	2.75793531995e-05	-0.00011320951532	-6.6465507997e-05	-9.57305482272e-06	-8.53883586486e-06	-1.95095781731e-05	1.73427662189e-05	3.18559888054e-09	-2.4434718923e-10	-4.1609817121e-11
mothur_0.1	-0.0757131762026	0.00515146359901	-0.0495546547155	-0.0327509440949	0.0254790363349	-0.0153893739946	0.0134680440821	0.00139868767449	0.0104477657553	-0.00200649582157	-0.000877826229788	-0.00140805561859	-0.00286720617492	0.000122877264594	-0.000431520458506	-0.000494075805736	0.000406099838974	9.51524855736e-05	-8.02886031878e-05	-6.54861429937e-05	2.71362339079e-06	6.27031906024e-05	0.000172635697127	0.000109818760381	9.20573349313e-05	1.35213121909e-05	-7.74572065817e-05	-3.87665520614e-06	3.18559908305e-09	-2.44347287987e-10	-4.16098098207e-11
mothur_0.2	-0.0758743592989	0.00420057100765	-0.0488560836311	-0.0333561526345	0.0256832711926	-0.0149067217361	0.0130475720212	0.00108864939274	0.00954606061384	-0.00203124150491	-0.00010848476221	0.000231879806849	-0.00222980825483	0.00244306196454	0.00257089637327	0.00110220565842	-0.00139563164286	-0.000502182004462	-0.000349901735287	-0.000124520055845	-4.01849166524e-05	0.000396081300678	-0.000150405332948	-7.02868960545e-05	0.000125189783497	3.78953993717e-05	3.45553223811e-05	1.13185517668e-06	3.18559899422e-09	-2.44347261801e-10	-4.16098101566e-11
mothur_0.3	-0.0754439688083	0.00154818179772	-0.0465496563117	-0.0347110464409	0.0260738379031	-0.0124132800067	0.0126707724095	-0.00104705486	0.00608757777351	-0.00126976400723	2.03913055299e-05	0.000159120600849	-0.00183772612089	0.00149369766494	0.0018703507408	0.00131882008853	-0.000819662252022	-0.000310307968086	-6.20391878504e-05	-0.000474194423661	-1.29562601511e-05	0.000220984113799	0.000188353676672	-0.000171723787533	-5.2894362566e-05	-8.36247277988e-05	-1.20861738925e-05	-4.62816048795e-07	3.18559902256e-09	-2.44347266707e-10	-4.16098145742e-11
