Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
Unknown;Other;Other;Other;Other;Other	0.0019604967286	0.00171589753412	0.001117220678	0.00100250418632
k__Archaea;Other;Other;Other;Other;Other	1.47536274397e-05	9.12105001528e-06	0.0	1.38276439492e-06
k__Archaea;p__Euryarchaeota;Other;Other;Other;Other	5.120376582e-05	5.81466938474e-05	5.38419603858e-06	4.14829318477e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;Other;Other	5.20716262576e-06	1.48217062748e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;Other	0.0455270906975	0.044168684699	0.00377835957007	0.00333661048495
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	2.43000922536e-05	2.85032812977e-05	8.07629405787e-06	2.76552878985e-06
k__Bacteria;Other;Other;Other;Other;Other	0.0104117216702	0.00917919670913	0.0114091114057	0.0100236590988
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	8.67860437627e-07	1.14013125191e-06	8.07629405787e-06	6.91382197462e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other	0.0	3.42039375573e-06	0.000119798361858	0.000102324565224
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;Other	8.67860437627e-07	2.28026250382e-06	0.000126528606907	9.26452144598e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	4.77323240695e-05	7.6388793878e-05	0.0135829805563	0.0120978056912
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	0.0	1.14013125191e-06	0.0	4.14829318477e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	7.81074393865e-06	3.42039375573e-06	0.000106337871762	0.000123066031148
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	2.60358131288e-06	2.28026250382e-06	0.00030420707618	0.000259959706246
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	1.73572087525e-06	1.14013125191e-06	0.000261133507871	0.000225390596372
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;Other	0.0	1.14013125191e-06	4.57656663279e-05	3.73346386629e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.00032544766411	0.000324937406794	0.0428756991042	0.041774695135
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];Other;Other	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	0.0901611530047	0.0862896936695	0.0157568497069	0.0152131738729
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	0.0296903734317	0.0297015592435	0.0544086470188	0.0527953273626
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.0202298268011	0.0205143816156	0.0138952639266	0.0136575639287
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	3.7317998818e-05	4.56052500764e-05	2.96130782122e-05	4.01001674528e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.611134302271	0.628351415815	0.438303170618	0.437225953381
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.000386197894744	0.000392205150657	0.00983827221149	0.00950235692191
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	8.67860437627e-07	0.0	1.74986371254e-05	2.62725235035e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other	0.0	0.0	5.38419603858e-06	4.14829318477e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.000197004319341	0.000149357194	0.00371509526662	0.0026410799943
