Taxon	Even1	Even3	Even4
None;Other;Other	0.145652463748	0.1650272224	0.156176549744
k__Bacteria;p__Acidobacteria;c__RB25	7.84258366076e-06	1.14379832548e-05	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	0.0	1.79420471876e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.127151808892	0.131410989614	0.128375347627
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	0.0	1.14379832548e-05	8.97102359379e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.151769679003	0.147424166171	0.161137525792
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	7.84258366076e-06	1.14379832548e-05	0.0
k__Bacteria;p__Cyanobacteria;c__S15B-MN24	7.84258366076e-06	0.0	8.97102359379e-06
k__Bacteria;p__Firmicutes;c__Bacilli	0.000227434926162	0.000183007732077	0.000340898896564
k__Bacteria;p__Firmicutes;c__Clostridia	0.373401093256	0.336974424669	0.38267695344
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.106682665537	0.118977901816	0.0698932448192
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	2.35277509823e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	6.27406692861e-05	4.57519330192e-05	2.69130707814e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0950050584665	0.0999107837306	0.101327711492
k__Bacteria;p__Spirochaetes;c__GN05	0.0	1.14379832548e-05	8.97102359379e-06
