Taxon	Even1	Even3	Even4
None;Other;Other;Other;Other	0.145652463748	0.1650272224	0.156176549744
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	7.84258366076e-06	1.14379832548e-05	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__koll13	0.0	0.0	1.79420471876e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.127151808892	0.131410989614	0.128375347627
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.0	1.14379832548e-05	8.97102359379e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11	2.35277509823e-05	0.0	8.97102359379e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.118454383612	0.116518735417	0.122553153315
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	7.84258366076e-06	1.14379832548e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0107757099499	0.0111062817404	0.0154301605813
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0103678955995	0.0108546461088	0.0142639275141
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.011905041997	0.00863567735737	0.0085314434377
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.00020390717518	0.000217321681841	0.000242217637032
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	3.1370334643e-05	8.00658827835e-05	0.000107652283126
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae	7.84258366076e-06	1.14379832548e-05	0.0
k__Bacteria;p__Cyanobacteria;c__S15B-MN24;o__;f__	7.84258366076e-06	0.0	8.97102359379e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	7.84258366076e-06	1.14379832548e-05	8.97102359379e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	2.35277509823e-05	1.14379832548e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.000196064591519	0.000160131765567	0.00033192787297
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	3.1370334643e-05	1.14379832548e-05	5.38261415628e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae	3.92129183038e-05	6.86278995288e-05	2.69130707814e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.130265314605	0.110845495722	0.113160491612
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.006634825777	0.00539872809626	0.00109446487844
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.15504003639	0.141339159079	0.143572261595
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.00585056741093	0.005970627259	0.00548129541581
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.026123646174	0.0254723887084	0.0215214856015
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.0310566312966	0.0291096673834	0.0299183636853
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.00583488224361	0.00643958457245	0.0057773391944
k__Bacteria;p__Firmicutes;c__Clostridia;o__Coriobacteriales;f__	3.1370334643e-05	5.7189916274e-05	3.58840943752e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Coriobacteriales;f__Coriobacteriaceae	0.0124932357716	0.0122500800659	0.0620256571275
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08;f__	0.0	1.14379832548e-05	8.97102359379e-06
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.0	0.0	1.79420471876e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__[Coprobacillaceae]	0.106682665537	0.118977901816	0.069875302772
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__	2.35277509823e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	7.84258366076e-06	1.14379832548e-05	0.0
