#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29
HMPMockV1.2.Staggered1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	-0.0197944674059	0.00464608918983	-0.00177479723978	6.77534718234e-05	1.56933003374e-05	-3.06004182554e-05	-1.03145542512e-05	8.38668870131e-06	5.82900588629e-06	5.38361122268e-06	9.3704938427e-06	-1.02504663206e-05	4.9642186808e-07	-4.14988125007e-08	-1.14979407259e-07	2.08830630754e-08	7.88776949619e-08	-1.5774587262e-08	-1.60146432898e-08	-1.92416326475e-09	-6.06439261836e-10	-7.27003332183e-11	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.860874775e-13	1.68407047292e-13
HMPMockV1.2.Staggered2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	-0.019729488626	0.00408404856769	-0.00177781282395	6.14204603655e-05	1.24268368329e-05	-4.31951200386e-05	-1.4898581711e-05	8.66765569256e-06	8.91490386158e-06	8.17701063397e-06	9.17816288748e-06	-8.92794022904e-06	4.01160561229e-07	-3.92612008859e-08	-3.99216052253e-08	-7.63721969584e-09	5.22377617563e-08	-1.33832020813e-08	-1.35256770903e-09	1.22370099694e-09	-9.06787093582e-10	-1.1566173764e-10	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477498e-13	1.6840704729e-13
HMPMockV1.1.Even2;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	-0.0193486836454	0.00429989251714	-0.0017158537787	6.6922324261e-05	1.26919216669e-05	-4.04970886554e-05	-1.54279506628e-05	8.4463701016e-06	7.79255448675e-06	7.849857679e-06	8.83954640206e-06	-9.20849826792e-06	4.77595813402e-07	-6.63777427404e-08	-1.03604759367e-07	3.39733403471e-08	9.55885279777e-08	-1.3151738951e-08	-1.53255606353e-08	1.71925528357e-09	-1.15106342025e-09	-9.94171795928e-11	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477501e-13	1.68407047292e-13
HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	-0.0191653597899	0.00434817137238	-0.00169034876299	6.62096498498e-05	5.49586485484e-06	-4.17425477885e-05	-1.54989308152e-05	8.36863687003e-06	8.23535057103e-06	7.75106540439e-06	8.18303634992e-06	-7.56728629761e-06	2.87147030136e-07	1.94152528696e-08	6.27966534863e-08	-3.13288589663e-08	1.55628268265e-08	-1.73887869686e-08	-1.74582355585e-08	-5.66419054348e-09	1.11631122701e-09	-8.41765901735e-11	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477495e-13	1.68407047288e-13
HMPMockV1.2.Staggered2;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	-0.0150877967164	0.0106394569933	-0.00233977969313	0.000297709911364	-0.00025553136483	-0.000380215315152	-0.000405002910988	-0.000130312040023	-0.000117592321007	4.17831628315e-05	-0.00018612504441	0.000147331635822	-1.21116323537e-06	2.52396384148e-06	-5.05235135218e-07	5.55496113119e-07	2.98124021537e-07	-9.1188104034e-08	-1.03408914308e-07	-5.45471772049e-09	1.29732058026e-09	2.93435258136e-10	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477525e-13	1.68407047308e-13
HMPMockV1.1.Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.00515897720236	-0.0225482382175	-0.0156782617363	-0.000787274677789	0.000239161220062	-0.000909597599797	-0.000253701634042	-2.0984791763e-05	2.86338395141e-05	1.70273608662e-05	-3.12124201721e-06	-6.70618730545e-06	1.20500510361e-06	2.95340557738e-07	-7.4617558247e-08	-6.60453525742e-08	7.47275821016e-09	-2.87356315876e-08	2.4888636686e-08	-1.47751680119e-08	-1.22419632638e-09	1.13737994432e-10	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294219e-11	1.83900356088e-12	-1.6575121623e-12	-2.86087477495e-13	1.68407047296e-13
HMPMockV1.2.Staggered2;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.0163235085319	0.000326936330946	-0.000909890892931	-3.99151254568e-05	-2.50061065268e-05	3.46426454167e-05	-2.30835447787e-06	2.70574363598e-06	3.27338868774e-06	2.46146116106e-06	1.52540108771e-06	-6.62665402672e-08	-1.38030478089e-08	-1.09973506441e-08	1.33474355096e-08	-2.33884754125e-08	-1.03975043938e-09	-6.15972345965e-09	4.46615234577e-09	1.3461413387e-09	-1.28082200282e-10	-8.64188999612e-11	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477496e-13	1.68407047289e-13
HMPMockV1.2.Staggered1;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	-0.0145024004825	0.0106376574981	-0.00230892608002	0.000299611564203	-0.000253357987343	-0.000381494661869	-0.000404022232005	-0.000129969349396	-0.000117251025187	4.17150057315e-05	-0.000185562332978	0.000146819843889	-1.20085899937e-06	2.51620597969e-06	-5.06098459e-07	5.55675339141e-07	2.98606600302e-07	-9.07602974282e-08	-1.03603367754e-07	-5.49089478846e-09	1.29512968291e-09	2.95529915545e-10	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477525e-13	1.68407047308e-13
HMPMockV1.1.Even2;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.00605624375275	-0.0225369007935	-0.0156294846959	-0.000809089085982	0.00024538506886	-0.000915837541156	-0.000253547070923	-2.13487283863e-05	2.84936630234e-05	1.66179797505e-05	-3.25390608342e-06	-6.57836288669e-06	1.18668490031e-06	3.02439408255e-07	-6.78836005204e-08	-7.25259085804e-08	6.28239406396e-10	-2.85117336959e-08	2.62469533903e-08	-1.48309053892e-08	-1.21662941012e-09	1.17484666794e-10	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294219e-11	1.83900356088e-12	-1.6575121623e-12	-2.86087477494e-13	1.68407047296e-13
HMPMockV1.1.Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.00492376200526	9.86158509407e-05	-0.000274456082695	-1.20398490162e-05	-7.54274836243e-06	1.04494778738e-05	-6.96283403308e-07	8.1615038013e-07	9.87372709929e-07	7.42465929463e-07	4.60116273953e-07	-1.9988391531e-08	-4.16349941022e-09	-3.3171999479e-09	4.02607115623e-09	-7.05481219746e-09	-3.13626712373e-10	-1.85799468869e-09	1.34715288299e-09	4.06050834919e-10	-3.86408032413e-11	-2.60901678735e-11	2.13705421077e-09	2.9139314492e-10	5.18681248586e-11	1.14147294222e-11	1.83900356079e-12	-1.65751216228e-12	-2.86087477497e-13	1.68407047289e-13
