Taxon	Mock.1	Mock.3	Mock.2
NOHIT;Other;Other;Other;Other	0.0632215129703	0.0583802909186	0.0728690508201
k__Fungi;Other;Other;Other;Other	0.1013173978	0.133141134845	0.0881957515461
k__Fungi;p__;c__;o__;f__	0.306227081353	0.294849954134	0.309760688357
k__Fungi;p__Ascomycota;c__;o__;f__	0.000203721309249	0.00026208884812	0.000235278300618
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.0715740866495	0.06584982309	0.0649368109707
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__	0.263615374168	0.290722054777	0.261663081474
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae	0.0193874779302	0.02194994103	0.0206708792686
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	0.159819367106	0.123574891888	0.169904544232
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.000407442618498	0.000524177696239	0.000235278300618
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae	0.0142265380959	0.0107456427729	0.0115286367303
