Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.308952879089
Root;k__Eukaryota;p__Fungi;Other;Other	0.0187016114618
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	0.00030103197524
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0134429591443
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.412846539543
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0177044430438
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000122294239941
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.0117120252867
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.0156536627125
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.190684941816
Root;k__Eukaryota;p__Metazoa;Other;Other	4.70362461313e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00308557774621
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00579486552337
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
