Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
No blast hit;Other;Other;Other	8.67860437627e-07	1.14013125191e-06	2.69209801929e-06	2.76552878985e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0458082774793	0.0444012714744	0.00379989635423	0.00335596918648
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Acidobacteria;c__EC1113;o__	0.0	1.14013125191e-06	1.34604900964e-06	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.90145097587e-05	9.12105001528e-05	0.0141106317681	0.012520931596
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	8.67860437627e-07	1.14013125191e-06	1.34604900964e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.00035842636074	0.000356861081848	0.0450643747939	0.0438322485547
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales	8.67860437627e-07	0.0	0.0	1.38276439492e-06
k__Bacteria;p__Chloroflexi;c__SAR202;o__	0.0	1.14013125191e-06	0.0	1.38276439492e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.666553266236	0.683533768408	0.508795757254	0.50547782115
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	1.90929296278e-05	1.48217062748e-05	1.07683920772e-05	8.29658636954e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.106951648891	0.102202505552	0.086250782391	0.087327102597
k__Bacteria;p__Firmicutes;c__Clostridia;o__	8.67860437627e-07	0.0	1.34604900964e-06	2.76552878985e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0183075159317	0.0182363993743	0.0272938357686	0.0241472146285
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20	0.0	0.0	2.69209801929e-06	0.0
k__Bacteria;p__NKB19;c__;o__	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Planctomycetes;c__BD7-11;o__	0.0	0.0	0.0	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__;o__	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	1.14013125191e-06	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	4.16573010061e-05	3.53440688092e-05	6.73024504822e-06	5.53105757969e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0750603813899	0.0716709307575	0.0102622776495	0.0111755018398
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	1.3885767002e-05	1.14013125191e-06	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	2.95072548793e-05	1.36815750229e-05	2.69209801929e-05	2.62725235035e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00132782646957	0.00138867986483	0.0210629749029	0.0194665571517
