Taxon	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
NOHIT;Other;Other;Other;Other;Other	1.530117689e-06	5.91640708431e-06	1.56200170519e-05	8.75518744856e-07
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0650001644877	0.00504299748849	0.0646323763903	0.00470416221611
k__Bacteria;Other;Other;Other;Other;Other	1.530117689e-06	2.95820354215e-06	0.0	2.62655623457e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	5.12589425816e-05	0.0120790846135	5.72733958568e-05	0.0112364075715
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	7.65058844501e-07	0.0	2.60333617531e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	0.0	0.0	1.30166808765e-06	8.75518744856e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	7.65058844501e-07	0.0	6.50834043827e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	3.060235378e-06	0.000127202752313	5.85750639444e-06	0.000103311211893
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.000265475419042	0.0396421461175	0.000250571106873	0.0371465093068
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	0.0	0.0	0.0	1.75103748971e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	0.0	0.0	1.95250213148e-06	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other;Other	6.12047075601e-06	8.13505974092e-06	4.55583830679e-06	3.50207497943e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other;Other	2.1421647646e-05	0.000132379608511	1.82233532272e-05	0.000101560174403
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.00139546733237	0.000839390255086	0.0013706564963	0.000849253182511
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__	2.06565888015e-05	2.44051792228e-05	1.75725191833e-05	1.31327811728e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;Other	5.35541191151e-06	5.91640708431e-06	1.30166808765e-06	6.12863121399e-06
