#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29
s__Galactomyces_geotrichum	-0.144490347812	0.039439029898	-0.0215041663447	0.00978732219667	0.00328768065164	0.00152630025027	0.00265064294084	-0.00238947808469	-0.000137121984263	-0.00191587111286	-0.000821818979801	0.00107828375002	0.000266086021446	0.000587287724271	-0.000156491715431	-0.000752319165184	7.89404623074e-06	-8.40635212373e-05	4.81409465923e-05	-0.000184830569499	-1.39465288871e-05	5.48457979605e-07	-8.13973934376e-06	-4.65940419902e-08	-3.70134054222e-10	-5.6575396532e-09	3.33121486282e-10	1.26430665089e-11	5.64636848051e-11	1.68807842318e-11
s__Galactomyces_geotrichum	-0.143417515791	0.040159322203	-0.0222344969468	0.00903805140178	0.00285659477169	0.00152787617365	0.00262915563129	-0.00227348846283	-0.000114619326504	-0.00188181296864	-0.000790985114728	0.00102256864612	0.000286060897218	0.000598183428456	-0.000165198256901	-0.000713021655493	1.58171298912e-05	-0.000103165256232	3.73366724156e-05	-0.000183171001283	-1.41258055527e-05	7.10075489689e-07	-7.78329838673e-06	-4.41778722443e-08	-9.02869415411e-10	-5.6575396532e-09	3.33121486282e-10	1.26430665089e-11	5.64636848051e-11	1.68807842318e-11
s__Galactomyces_geotrichum	-0.140103084409	0.0374820885269	-0.0258448165222	0.00939207711651	0.00357200522364	0.0016933625637	0.00270048612428	-0.00230754116766	-0.000302998800367	-0.00224440530069	-0.000940487006185	0.00107561640231	0.000555616250741	0.000754670975403	-0.000180584240063	-0.000772871241544	2.86640318878e-05	-1.20818960461e-06	7.95078235398e-05	-0.000191121478101	-2.15029614089e-05	1.70164083733e-06	-1.0160406554e-05	-5.54732140956e-08	-2.90125096975e-09	-5.6575396532e-09	3.33121486282e-10	1.26430665088e-11	5.64636848051e-11	1.68807842318e-11
s__Candida_catenulata	-0.0551053178602	-0.0304040749408	0.00935063370272	-0.0135189372675	0.00258646713719	0.000260319875924	-0.00177378505401	-0.000955164000337	-0.000912197642728	-0.000104563391223	-0.000449544825367	0.000319451970244	4.60175710842e-05	-0.000265578916532	6.41082449002e-05	6.43320568401e-05	3.35476225665e-05	-5.95908302951e-05	1.01747906665e-05	-1.94347310434e-05	-2.77499050633e-06	3.21276594439e-07	-6.07239693502e-07	-2.35316365137e-09	-4.82275509925e-09	-5.6575396532e-09	3.33121486281e-10	1.26430665087e-11	5.64636848052e-11	1.68807842318e-11
s__Candida_catenulata	-0.0545213011636	-0.0296439179929	0.00801684336502	-0.0137059127037	0.00256740789167	0.000271313072307	-0.00178631455049	-0.000971939622178	-0.000921724562994	-0.000119734493463	-0.000457531059833	0.00032686424105	5.11729988681e-05	-0.000263186961651	6.36509835501e-05	6.30185924045e-05	3.35692483552e-05	-6.08063154717e-05	1.04663097328e-05	-2.05386659233e-05	-2.92190381473e-06	3.34544416512e-07	-6.58988382707e-07	-2.62233652961e-09	-4.88605562422e-09	-5.6575396532e-09	3.33121486281e-10	1.26430665087e-11	5.64636848052e-11	1.68807842318e-11
s__Candida_catenulata	-0.05361849262	-0.0284517046478	0.0059148295281	-0.0139952765071	0.00253414165973	0.000287569051759	-0.00180486508233	-0.000995772615053	-0.000936027400366	-0.000144227075378	-0.00047031872343	0.000338177791954	5.91213632851e-05	-0.000259344708251	6.29597801762e-05	6.08595332983e-05	3.34394576703e-05	-6.26143586587e-05	1.09512370764e-05	-2.22353915471e-05	-3.14469858929e-06	3.54306988885e-07	-7.3868100043e-07	-3.03975872116e-09	-4.97905900957e-09	-5.6575396532e-09	3.33121486281e-10	1.26430665087e-11	5.64636848052e-11	1.68807842318e-11
s__Galactomyces_sp_3S_28C	-0.0384843914174	-0.179026945645	-0.0196564357455	0.0171237255509	-0.00488170583475	-0.000476722351747	0.00073141145457	0.00146915257428	9.99944626078e-05	-0.00127570347903	-0.000650338481788	0.000326528815255	0.000137909780734	0.000383783502024	1.38113101144e-05	-0.000329936280435	-0.000243549160648	2.86073680485e-05	4.04827030024e-06	-9.63028583343e-06	6.48885660882e-06	-1.08540096337e-06	1.4120270929e-07	-4.13828931794e-09	7.53569785111e-09	-5.6575396532e-09	3.33121486282e-10	1.26430665083e-11	5.64636848053e-11	1.68807842318e-11
Other	0.576759375241	0.192886753711	0.10140325726	0.0975793644589	0.00549594171989	-0.00721765231986	0.00905386322492	-0.00729948273085	0.00131824567439	0.0102899815676	0.00286259681254	-0.00242657906445	0.000474354802529	-0.000396292756013	-0.000349127292923	0.000369422870869	0.000828227224492	-7.5464890723e-05	-2.53069718837e-05	-6.41255120994e-05	3.6012414486e-06	-4.57668769448e-07	3.049469161e-06	1.82771693525e-08	1.81889235472e-09	-5.6575396532e-09	3.33121486282e-10	1.26430665083e-11	5.64636848052e-11	1.68807842318e-11
Other	0.570919870866	0.186462675368	0.0964537316213	0.103423456725	0.00146009701342	-0.00872042678584	0.0102476704601	-0.00216261898445	0.00219623646331	0.0101514484791	0.00192642838475	-0.00229694391438	0.000574350399432	-0.000598406824053	-0.000110832487851	0.00029844299036	0.000325053329362	-9.71101309418e-05	4.17655472566e-05	-1.61123018856e-05	2.56610267924e-05	-3.63111151473e-06	7.84414462719e-06	3.53870491351e-08	1.10233555251e-08	-5.6575396532e-09	3.33121486282e-10	1.26430665083e-11	5.64636848052e-11	1.68807842318e-11
Other	0.57548055228	0.191501210907	0.0966870430962	0.107144838867	0.000702860365589	-0.00914955225022	0.0109454613128	-0.00219658759124	0.00217109396142	0.010457229406	0.00182138383112	-0.00258966621341	0.000762448718953	-0.000619106880812	-0.00017933629047	0.000235611314068	0.000417201392626	-0.000112934145363	2.87829044096e-05	-1.33380609078e-05	2.55167771689e-05	-3.49019436582e-06	7.96043200927e-06	3.65316043971e-08	1.2703765901e-08	-5.6575396532e-09	3.33121486282e-10	1.26430665083e-11	5.64636848052e-11	1.68807842318e-11
