dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	2	0	rdp	0.9	4476741	k__Bacteria	k__Bacteria; p__Chloroflexi; c__Thermobacula	underclassification	1
B1-REF	2	0	rdp	0.9	97840	k__Bacteria;p__Cyanobacteria	k__Bacteria; p__Cyanobacteria; c__Gloeobacterophycideae	match	2
B1-REF	2	0	rdp	0.9	2621281	k__Bacteria;p__Bacteroidetes	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia	match	2
B1-REF	2	0	rdp	0.9	2884179	k__Bacteria;p__Cyanobacteria	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae	match	2
B1-REF	2	0	rdp	0.9	4445049	k__Archaea	k__Archaea; p__Euryarchaeota; c__Thermoplasmata	underclassification	1
B1-REF	2	0	rdp	0.9	1145893	k__Bacteria	k__Bacteria; p__Bacteroidetes; c__Cytophagia	underclassification	1
B1-REF	2	0	rdp	0.9	347913	Unclassified	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota	underclassification	0
B1-REF	2	0	rdp	0.9	1131014	k__Bacteria	k__Bacteria; p__Actinobacteria; c__Nitriliruptoria	underclassification	1
B1-REF	2	0	rdp	0.9	38566	k__Bacteria	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	underclassification	1
B1-REF	2	0	rdp	0.9	89370	k__Bacteria	k__Bacteria; p__Firmicutes; c__Bacilli	underclassification	1
B1-REF	2	0	rdp	0.9	295454	k__Bacteria	k__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae	underclassification	1
B1-REF	2	0	rdp	0.9	312765	k__Bacteria	k__Bacteria; p__Planctomycetes; c__Brocadiae	underclassification	1
B1-REF	2	0	rdp	0.9	545968	k__Bacteria	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	underclassification	1
B1-REF	2	0	rdp	0.9	439	k__Archaea	k__Archaea; p__Euryarchaeota; c__Methanomicrobia	underclassification	1
B1-REF	2	0	rdp	0.9	273661	k__Bacteria	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria	underclassification	1
B1-REF	2	0	rdp	0.9	4321924	k__Bacteria	k__Bacteria; p__Actinobacteria; c__Actinobacteria	underclassification	1
B1-REF	2	0	rdp	0.9	239922	k__Archaea;p__Euryarchaeota	k__Archaea; p__Euryarchaeota; c__Methanopyri	match	2
B1-REF	2	0	rdp	0.9	672322	k__Bacteria	k__Bacteria; p__Spirochaetes; c__Brevinematae	underclassification	1
