dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__ramosus	underclassification	4	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	Unassigned	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomicrobium;s__buryatense	underclassification	0	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera;s__SCA1170	underclassification	6	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	Unassigned	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__aureus	underclassification	0	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	Unassigned	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__acidilactici	underclassification	0	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	Unassigned	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Cystobacter;s__fuscus	underclassification	0	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	k__Bacteria;p__Cyanobacteria	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Spirulinaceae;g__Spirulina;s__subsalsa	underclassification	2	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	Unassigned	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia;s__broomeae	underclassification	0	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia endosymbiont of Deronectes platynotus	underclassification	5	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
B1-REF	6	0	naive-bayes	0.001:[10,10]:1.0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Tetrathiobacter;s__kashmirensis	underclassification	3	[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0, 0.468586387434555, 0.42146596858638741, 0.25654450261780104, 0.17539267015706805, 0.10732984293193717, 0.062827225130890049]	[0, 0.6381461675579323, 0.59300184162062608, 0.40833333333333333, 0.29844097995545654, 0.19385342789598109, 0.11822660098522166]
