Taxon	MockHiSeq.even
k__Bacteria;Other;Other	0.00125790629613
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class)	0.0412268644149
k__Bacteria;p__Bacteroidetes;Other	0.000332229283856
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.343976505557
k__Bacteria;p__Bacteroidetes;c__Flavobacteria	1.52166084209e-05
k__Bacteria;p__Firmicutes;Other	0.00041592063017
k__Bacteria;p__Firmicutes;c__Bacilli	0.0909547407344
k__Bacteria;p__Firmicutes;c__Clostridia	0.375038675546
k__Bacteria;p__Fusobacteria;c__Fusobacteria_(class)	5.07220280696e-06
k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_(class)	0.000172454895437
k__Bacteria;p__Proteobacteria;Other	0.000235857430524
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	2.53610140348e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.123525891059
k__Bacteria;p__Tenericutes;c__Erysipelotrichi	0.00387009074171
k__Bacteria;p__Verrucomicrobia;Other	7.60830421044e-06
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0189396052812
