Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.294917263243
Root;k__Eukaryota;p__Fungi;Other;Other	0.00325490823228
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;Other	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0160017309339
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.148973198747
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.000856059679589
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0186451679664
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.0335462507408
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.000319846473693
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000112886990715
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.253346628912
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0119660210158
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.0110535178408
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizomucor	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.197053649542
Root;k__Eukaryota;p__Metazoa;Other;Other	2.82217476788e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;Other	0.00303854150008
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00588893801563
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;Other	0.000884281427268
