Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other;Other	0.0144965710577
Root;k__Eukaryota;p__Alveolata;Other;Other	1.88144984525e-05
Root;k__Eukaryota;p__Euglenozoa;Other;Other	6.58507445838e-05
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida;Other	0.000188144984525
Root;k__Eukaryota;p__Fungi;Other;Other	0.000159923236846
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0161522469215
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Hyaloraphidium	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;Other	0.0218060037065
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Aspergillus	0.000197552233751
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.0499148643945
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.0187674622064
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.035343035343
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Epichloe	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.0589740453994
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Kuraishia	5.64434953575e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.00269047327871
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Pichia	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Pilidium	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.264343703258
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Schizosaccharomyces	0.01118521933
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.000517398707444
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.0164720933952
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.00217307457126
Root;k__Eukaryota;p__Fungi;c__Fungal_endophyte_sp._sx01;g__Fungi	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;Other	0.000216366732204
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Harpellomyces	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizomucor	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.208182425377
Root;k__Eukaryota;p__Metazoa;Other;Other	0.266159302358
Root;k__Eukaryota;p__Metazoa;c__Arthropoda;Other	0.00176856285454
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Equus	0.00218248182049
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00669796144909
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Pan	3.7628996905e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000865466928815
