,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
0,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.8141993957703928,0.6901408450704225,0.7470547470547471,0.1569609916688116,2.1143494685709664e-06,0.15204421188973233,4.39338672368714e-06,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
136,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.9013716525146963,0.8745247148288974,0.8877452557092314,0.08418244840860886,0.00045815178468296147,0.27637413814083506,1.0993982912618343e-31,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
272,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.8967320261437909,0.876117496807152,0.8863049095607235,0.08604488007195639,0.0003479325962489654,0.26024932885763763,4.371157561540812e-28,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
408,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.7787481804949054,0.6806615776081425,0.7264086897488119,0.15602235837406117,1.5746166995540706e-06,0.112347606489802,0.000566477859869837,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
544,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.8756684491978609,0.8365261813537676,0.8556499020248203,0.09516324927342881,6.622605354286204e-05,0.26503051175374737,1.5061332849176152e-29,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
680,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.8991541964866623,0.8719242902208202,0.8853299167200512,0.0819318686013926,0.0006240376701308826,0.2550828591288065,3.018521685452186e-27,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
816,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.7869318181818182,0.675609756097561,0.7270341207349081,0.15440288780416225,1.354046168668886e-06,0.11356636079569855,0.0003942330318830858,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
952,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.8985035783994795,0.87571337983513,0.8869621066152857,0.08231288599835868,0.0006036291876395071,0.2546323723806206,4.742258195522396e-27,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1088,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.77046783625731,0.6696315120711563,0.716519374575119,0.14862896746187698,4.518038799721237e-06,0.10891280502606525,0.0008027576612349923,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1224,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.8:1.0:partial-ref,0.7341772151898734,0.6726804123711341,0.7020847343644923,0.14360276010033626,7.520836813673419e-06,0.07480817329645574,0.020119068769121735,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
