dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria;p__Actinobacteria;c__Thermoleophilia	overclassification	2	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria	k__Bacteria;p__Spirochaetes;c__Brachyspirae	underclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus	k__Archaea;p__Euryarchaeota;c__Archaeoglobi	overclassification	2	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae	k__Bacteria;p__Cyanobacteria;c__Nostocophycideae	overclassification	2	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__glathei	k__Bacteria;p__Acidobacteria;c__Holophagae	misclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria	k__Bacteria;p__Actinobacteria;c__Coriobacteriia	underclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	underclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Proteobacteria	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	match	2	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria	k__Bacteria;p__Firmicutes;c__Clostridia	underclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Archaea;p__Crenarchaeota;c__Thermoprotei	k__Archaea;p__Crenarchaeota;c__Aigarchaeota	overclassification	2	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	k__Bacteria;p__Planctomycetes;c__Planctomycetia	misclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__aminophilus	k__Bacteria;p__Chloroflexi;c__Chloroflexi	misclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes	misclassification	1	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria;p__Bacteroidetes	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	match	2	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	Unassigned	k__Archaea;p__Euryarchaeota;c__Halobacteria	underclassification	0	0.2	0.125	0.153846153846
B1-REF	2	1	blast+	0.001:10:0.99:0.8	k__Bacteria	k__Bacteria;p__Cyanobacteria;c__Chloroplast	underclassification	1	0.2	0.125	0.153846153846
