pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
blast_100.0	-0.0997160025875	0.0279291628961	0.0918153684622	-0.0101031238661	0.00573924670928	-0.0132386646666	0.00600260568346	-0.00452357913247	0.000917739510109	-0.00147212946742	7.55719939545e-05	7.08991642881e-05	-2.43508081576e-06	-7.53072858262e-06	-2.68100503672e-05	2.36109331198e-06	-2.15360955918e-05	1.94002233635e-05	-2.02954434022e-05	2.43098957915e-06	-7.1753967958e-06	3.68373402179e-06	-9.64870772423e-06	2.43704270949e-05	3.18879744746e-06	-3.65001548097e-15	-3.65454892509e-17	-3.44786685192e-16	3.68497115096e-09	-5.54500828936e-17	0.0
blast_0.0001	-0.0997160025875	0.0279291628961	0.0918153684622	-0.0101031238661	0.00573924670928	-0.0132386646666	0.00600260568346	-0.00452357913247	0.000917739510109	-0.00147212946742	7.55719939544e-05	7.08991642878e-05	-2.43508081584e-06	-7.53072858195e-06	-2.68100503643e-05	2.36109331238e-06	-2.15360955881e-05	1.94002233621e-05	-2.02954433962e-05	2.4309895795e-06	-7.17539680181e-06	3.68373403005e-06	-9.64870770162e-06	2.43704272345e-05	3.18879744496e-06	-2.78980551157e-09	-3.42589638871e-10	-3.42162270825e-09	-7.42707906585e-10	-9.43692244613e-10	3.93750268212e-12
blast_1e-06	-0.0997160025875	0.0279291628961	0.0918153684622	-0.0101031238661	0.00573924670928	-0.0132386646666	0.00600260568346	-0.00452357913247	0.000917739510109	-0.00147212946742	7.55719939542e-05	7.08991642882e-05	-2.43508081589e-06	-7.53072858253e-06	-2.68100503656e-05	2.36109331177e-06	-2.15360955914e-05	1.94002233633e-05	-2.02954433987e-05	2.43098958121e-06	-7.17539678963e-06	3.6837340286e-06	-9.64870771808e-06	2.43704271272e-05	3.18879748842e-06	-2.72973952872e-09	-3.59810394502e-09	1.04149058805e-10	-7.42707549514e-10	1.0939635385e-09	-4.82165793037e-12
blast_1.0	-0.0997160025875	0.0279291628961	0.0918153684622	-0.0101031238661	0.00573924670928	-0.0132386646666	0.00600260568346	-0.00452357913247	0.000917739510109	-0.00147212946742	7.55719939544e-05	7.0899164288e-05	-2.43508081578e-06	-7.5307285823e-06	-2.68100503664e-05	2.36109331239e-06	-2.15360955896e-05	1.94002233622e-05	-2.02954434002e-05	2.43098958079e-06	-7.17539679557e-06	3.68373401847e-06	-9.64870770467e-06	2.4370427156e-05	3.18879744492e-06	-3.05465735741e-09	4.00743936554e-09	-8.10967322615e-11	-7.4270756345e-10	8.65744522014e-10	-3.71374831345e-12
blast_1e-10	-0.0997160025875	0.0279291628961	0.0918153684622	-0.0101031238661	0.00573924670928	-0.0132386646666	0.00600260568346	-0.00452357913247	0.000917739510109	-0.00147212946742	7.55719939545e-05	7.08991642881e-05	-2.43508081579e-06	-7.5307285824e-06	-2.68100503666e-05	2.36109331221e-06	-2.15360955909e-05	1.94002233629e-05	-2.02954434001e-05	2.43098957793e-06	-7.17539679445e-06	3.68373402114e-06	-9.64870771147e-06	2.43704271187e-05	3.18879745196e-06	-3.29404125046e-09	-1.46289324147e-10	3.29075275723e-09	-7.42707498776e-10	-9.93754478646e-10	4.10465192583e-12
blast_1e-30	-0.0997381519432	0.0279228585168	0.0918612351889	-0.0100732185981	0.00572490799813	-0.0131489708594	0.00603337742376	-0.00457891120429	0.000789533607051	-0.0014380403717	7.2770761217e-05	6.9331300511e-05	-4.66417287844e-05	-7.20704569365e-06	0.000163922818091	1.09281797024e-05	0.000127735907285	-0.000102798080491	9.8821150921e-05	-1.23256301336e-05	3.58256853178e-05	-1.84021768027e-05	4.83147519875e-05	-0.000121824433905	-1.59490937466e-05	-2.37364950091e-09	-1.59087157064e-11	-2.1563597141e-11	1.42828127237e-10	4.45225598449e-12	-9.8650280702e-14
mothur_0.0	-0.0334657322647	0.0421032793842	-0.0616762614378	-0.0177447152367	0.00366737270387	-0.00307092928743	-0.0108583740916	0.00836326620981	0.00405300509974	0.00169212479234	0.00106975101826	0.000858656344248	-0.000571249741421	-0.000283328628222	-0.000337537572125	-9.54026810579e-05	-0.000672951025312	-0.000294791377221	0.000492904934305	6.0754231238e-05	7.53920566211e-05	-2.36454062613e-05	-0.00010210327191	-5.31078245848e-06	-1.36396058206e-05	-2.38447377505e-09	-1.69000190606e-11	-2.13663569897e-11	1.42828127441e-10	3.3423769047e-11	2.81144893623e-10
mothur_0.1	-0.0332796641842	0.0420289496557	-0.0616592615867	-0.0177114298508	0.00363660571631	-0.0029774145927	-0.0107916717593	0.00829077663177	0.00399678036727	0.00162063389538	0.00107527618384	0.0008788248659	-0.00058249395731	-0.000241121867082	-0.000202700349774	-2.70145415349e-05	-0.000626149163697	-2.57009926877e-05	0.000253230418534	6.06990341959e-05	4.63338023756e-05	8.04169935166e-06	0.000112354240301	-2.85853142562e-06	9.48036639567e-05	-2.37364946666e-09	-1.59087148774e-11	-2.15635945826e-11	1.42828126943e-10	4.45225605199e-12	-9.8650324362e-14
mothur_0.2	-0.0303687303201	0.0414111264128	-0.0606628936018	-0.0165016097656	0.00290823860488	-2.59459489999e-05	-0.00946404906457	0.00541398950833	0.00285137607077	0.00111047316484	0.000793387261315	0.0012513517882	-0.000566480117037	-0.000483848180454	0.000241156510368	0.000146285812075	0.000308976218026	1.07520601648e-05	-0.000114443388092	5.38990609667e-05	-0.000252194945965	0.0002577093407	-2.03651353961e-05	-1.34225780694e-05	-6.57509178852e-06	-2.37364947006e-09	-1.59087157379e-11	-2.15635946099e-11	1.42828126685e-10	4.45225628776e-12	-9.86503200143e-14
mothur_0.3	-0.0277663011248	0.0405188909476	-0.0605786184784	-0.015585982756	0.00231253644293	0.0022554496524	-0.00831488587974	0.00333130896145	0.00222889659613	1.8050027148e-05	0.000539724209538	0.00154058945834	-0.00060643485779	-0.000639763815671	0.000743186289785	-0.00019186164638	0.00141930448594	-0.000231275701852	-0.000172538246666	-0.000359540390934	0.000266368286742	5.8472721959e-05	2.75424095251e-06	1.03856730235e-05	5.49465151703e-08	-2.37364946319e-09	-1.59087157756e-11	-2.1563594171e-11	1.4282812658e-10	4.4522563222e-12	-9.86503196445e-14
