	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
blast_100.0	0.0	0.0	0.0	0.0	0.0	0.000155823590832	0.166870220006	0.166941814629	0.167674606651	0.169018058691	0.170361510731	0.172256662511	0.206988477477	0.212080118594	0.21485967454	0.288370506385	0.402639735858	0.166870220006	0.166920757387	0.167320844985	0.169220208214	0.170492065631	0.17249671507	0.209544826657	0.211738991274	0.214927057714	0.266273036623	0.36185606954	0.0776380512787	0.116699235201	0.487355008469
blast_0.0001	0.0	0.0	0.0	0.0	0.0	0.000155823590832	0.166870220006	0.166941814629	0.167674606651	0.169018058691	0.170361510731	0.172256662511	0.206988477477	0.212080118594	0.21485967454	0.288370506385	0.402639735858	0.166870220006	0.166920757387	0.167320844985	0.169220208214	0.170492065631	0.17249671507	0.209544826657	0.211738991274	0.214927057714	0.266273036623	0.36185606954	0.0776380512787	0.116699235201	0.487355008469
blast_1e-06	0.0	0.0	0.0	0.0	0.0	0.000155823590832	0.166870220006	0.166941814629	0.167674606651	0.169018058691	0.170361510731	0.172256662511	0.206988477477	0.212080118594	0.21485967454	0.288370506385	0.402639735858	0.166870220006	0.166920757387	0.167320844985	0.169220208214	0.170492065631	0.17249671507	0.209544826657	0.211738991274	0.214927057714	0.266273036623	0.36185606954	0.0776380512787	0.116699235201	0.487355008469
blast_1.0	0.0	0.0	0.0	0.0	0.0	0.000155823590832	0.166870220006	0.166941814629	0.167674606651	0.169018058691	0.170361510731	0.172256662511	0.206988477477	0.212080118594	0.21485967454	0.288370506385	0.402639735858	0.166870220006	0.166920757387	0.167320844985	0.169220208214	0.170492065631	0.17249671507	0.209544826657	0.211738991274	0.214927057714	0.266273036623	0.36185606954	0.0776380512787	0.116699235201	0.487355008469
blast_1e-10	0.0	0.0	0.0	0.0	0.0	0.000155823590832	0.166870220006	0.166941814629	0.167674606651	0.169018058691	0.170361510731	0.172256662511	0.206988477477	0.212080118594	0.21485967454	0.288370506385	0.402639735858	0.166870220006	0.166920757387	0.167320844985	0.169220208214	0.170492065631	0.17249671507	0.209544826657	0.211738991274	0.214927057714	0.266273036623	0.36185606954	0.0776380512787	0.116699235201	0.487355008469
blast_1e-30	0.000155823590832	0.000155823590832	0.000155823590832	0.000155823590832	0.000155823590832	0.0	0.166908123042	0.166979717665	0.167712509687	0.169055961726	0.170399413766	0.172294565547	0.207026380513	0.21211802163	0.214897577575	0.288399986523	0.402652370203	0.166908123042	0.166958660423	0.167358748021	0.16925811125	0.170529968667	0.172534618106	0.209582729692	0.21177689431	0.21496496075	0.266302516761	0.361868703885	0.0776127825883	0.116593948991	0.487355008469
mothur_0.0	0.166870220006	0.166870220006	0.166870220006	0.166870220006	0.166870220006	0.166908123042	0.0	0.000181092281251	0.00301118560697	0.00541592264394	0.037831440989	0.0129754725243	0.0941890434958	0.106739159732	0.155566692497	0.234148108217	0.376503487079	0.0	0.000324281526888	0.00287641925812	0.00546224857647	0.013640881372	0.0418786429028	0.0936710353425	0.109918803275	0.155764630572	0.211924295003	0.333584616421	0.170016171962	0.192101007378	0.496699064945
mothur_0.1	0.166941814629	0.166941814629	0.166941814629	0.166941814629	0.166941814629	0.166979717665	0.000181092281251	0.0	0.00283009332572	0.00524325325949	0.0376587716045	0.0128112260367	0.0940290084566	0.106566490347	0.155385600216	0.233967015936	0.376322394798	0.000181092281251	0.000231629662063	0.00269532697687	0.00528115629522	0.013472423436	0.0416975506216	0.093498365958	0.109746133891	0.155583538291	0.211743202722	0.33340352414	0.169961423133	0.192046258549	0.496708253561
mothur_0.2	0.167674606651	0.167674606651	0.167674606651	0.167674606651	0.167674606651	0.167712509687	0.00301118560697	0.00283009332572	0.0	0.00241315993377	0.0348286782788	0.00998113271094	0.0911989151308	0.103736397022	0.15255550689	0.23113692261	0.373492301472	0.00301118560697	0.00270374987369	0.000640140156992	0.0024594858663	0.0106423301103	0.0388674572958	0.0906682726323	0.106916040565	0.152753444965	0.208913109396	0.330573430814	0.167822007345	0.189915265658	0.497356050995
mothur_0.3	0.169018058691	0.169018058691	0.169018058691	0.169018058691	0.169018058691	0.169055961726	0.00541592264394	0.00524325325949	0.00241315993377	0.0	0.0324492099322	0.00758481857077	0.0887941780939	0.101340082881	0.15015919275	0.22874060847	0.371117044574	0.00541592264394	0.00511690980746	0.00256898352464	0.0008928270609	0.00827970755731	0.0364795660525	0.0882719584921	0.104536572218	0.150357130825	0.206516795256	0.328177116674	0.166773356693	0.188866615006	0.497622520861
mothur_0.4	0.170361510731	0.170361510731	0.170361510731	0.170361510731	0.170361510731	0.170399413766	0.037831440989	0.0376587716045	0.0348286782788	0.0324492099322	0.0	0.0287262895455	0.0563786597488	0.0689245645365	0.117739462957	0.196316667228	0.338688891884	0.037831440989	0.0375324281525	0.0349718675245	0.0323986725513	0.030705670294	0.00410195074304	0.0558732859407	0.0721042080797	0.117937401031	0.174092854014	0.295753175432	0.137204777467	0.158493649136	0.497856830571
mothur_0.5	0.172256662511	0.172256662511	0.172256662511	0.172256662511	0.172256662511	0.172294565547	0.0129754725243	0.0128112260367	0.00998113271094	0.00758481857077	0.0287262895455	0.0	0.0812809541459	0.0937889558979	0.142620700112	0.221176847141	0.363570129039	0.0129754725243	0.0126764596878	0.0101158990598	0.00754270408664	0.00972002290994	0.0294632930158	0.0807081971634	0.0969938681316	0.142902867155	0.198948822479	0.320609143897	0.16269667464	0.185851217951	0.4983300443
mothur_0.6	0.206988477477	0.206988477477	0.206988477477	0.206988477477	0.206988477477	0.207026380513	0.0941890434958	0.0940290084566	0.0911989151308	0.0887941780939	0.0563786597488	0.0812809541459	0.0	0.0126132879621	0.0616640274927	0.139992756309	0.314809979448	0.0941890434958	0.0939026650045	0.0913421043765	0.0887689094033	0.0805650079174	0.0524198982514	0.00886088743629	0.016020349719	0.0620009433647	0.117752097301	0.240212593915	0.16301253327	0.185556416563	0.520409522667
mothur_0.7	0.212080118594	0.212080118594	0.212080118594	0.212080118594	0.212080118594	0.21211802163	0.106739159732	0.106566490347	0.103736397022	0.101340082881	0.0689245645365	0.0937889558979	0.0126132879621	0.0	0.049054950979	0.127699538425	0.302773659917	0.106739159732	0.106431723999	0.103871163371	0.101297968397	0.0931151241534	0.0649279000034	0.0131860449446	0.00543276843735	0.0493918668511	0.105223038307	0.228176274384	0.16317256831	0.185526936424	0.522003747558
mothur_0.8	0.21485967454	0.21485967454	0.21485967454	0.21485967454	0.21485967454	0.214897577575	0.155566692497	0.155385600216	0.15255550689	0.15015919275	0.117739462957	0.142620700112	0.0616640274927	0.049054950979	0.0	0.0790025605604	0.254144065226	0.155566692497	0.155250833867	0.152690273239	0.150117078266	0.141925811125	0.113730164078	0.062203092888	0.0456900037061	0.0012465887268	0.0565218489939	0.218216198915	0.165493076379	0.184044506587	0.534595979819
mothur_0.9	0.288370506385	0.288370506385	0.288370506385	0.288370506385	0.288370506385	0.288399986523	0.234148108217	0.233967015936	0.23113692261	0.22874060847	0.196316667228	0.221176847141	0.139992756309	0.127699538425	0.0790025605604	0.0	0.175899565378	0.234148108217	0.233832249587	0.231271688959	0.228698493986	0.220507226845	0.192286311108	0.140561301843	0.12431353391	0.0787414507595	0.0239968329908	0.162515582359	0.237951046124	0.257782756646	0.535859414531
mothur_1.0	0.402639735858	0.402639735858	0.402639735858	0.402639735858	0.402639735858	0.402652370203	0.376503487079	0.376322394798	0.373492301472	0.371117044574	0.338688891884	0.363570129039	0.314809979448	0.302773659917	0.254144065226	0.175899565378	0.0	0.376503487079	0.376179205552	0.373635490718	0.371062295745	0.362879451501	0.334713284593	0.315466965399	0.299429769886	0.253853475287	0.198321316667	0.16817576901	0.340866210707	0.381750951787	0.600674308222
rdp_0.0	0.166870220006	0.166870220006	0.166870220006	0.166870220006	0.166870220006	0.166908123042	0.0	0.000181092281251	0.00301118560697	0.00541592264394	0.037831440989	0.0129754725243	0.0941890434958	0.106739159732	0.155566692497	0.234148108217	0.376503487079	0.0	0.000324281526888	0.00287641925812	0.00546224857647	0.013640881372	0.0418786429028	0.0936710353425	0.109918803275	0.155764630572	0.211924295003	0.333584616421	0.170016171962	0.192101007378	0.496699064945
rdp_0.1	0.166920757387	0.166920757387	0.166920757387	0.166920757387	0.166920757387	0.166958660423	0.000324281526888	0.000231629662063	0.00270374987369	0.00511690980746	0.0375324281525	0.0126764596878	0.0939026650045	0.106431723999	0.155250833867	0.233832249587	0.376179205552	0.000324281526888	0.0	0.00256056062803	0.00514638994638	0.013346079984	0.0415627842727	0.0933551767124	0.109611367542	0.155448771942	0.211608436373	0.333260334894	0.169805599542	0.191890434958	0.496836894186
