dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Erysiphe	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Pannariaceae	misclassification	2	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Pilatoporus;s__Pilatoporus_primaevus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Bankeraceae	misclassification	3	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Rhizoscyphus;s__Rhizoscyphus_sp	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_stromaticum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreomycetidae_ord_Incertae_sedis;f__Plectosphaerellaceae	misclassification	3	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_koskei	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Bondarzewiaceae;g__Wrightoporia;s__Wrightoporia_cylindrospora	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Hericiaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae	match	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Microdochium;s__Microdochium_neoqueenslandicum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Ceratocystidaceae	misclassification	3	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Eremotheciaceae;g__Eremothecium	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Mycena;s__Mycena_pelianthina	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae	misclassification	3	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Perenniporia;s__Perenniporia_nanlingensis	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Sordariomycetes	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae	misclassification	2	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Coprinus;s__Coprinus_cordisporus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Gigasporaceae;g__Gigaspora	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae	misclassification	3	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniales_fam_Incertae_sedis;g__Uredo;s__Uredo_rolliniae	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Phakopsoraceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Microbotryaceae;g__Microbotryum;s__Microbotryum_cordae	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis	misclassification	3	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmotrema	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Megalariaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_tassiana	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_coronati-calamagrostidis	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae	misclassification	1	0.0322580645161	0.0288461538462	0.0304568527919
F1-REF	4	2	rdp	0.1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_pinyonensis	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae	overclassification	4	0.0322580645161	0.0288461538462	0.0304568527919
