Taxon	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1
k__Archaea;Other;Other;Other	0.0	2.95820354215e-06	7.81000852593e-06	0.0
k__Archaea;p__Euryarchaeota;Other;Other	0.0	7.39550885538e-07	6.50834043827e-07	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0650001644877	0.0050422579376	0.0646245663818	0.00470416221611
k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales	0.0	0.0	5.85750639444e-06	0.0
k__Bacteria;Other;Other;Other	3.82529422251e-06	1.10932632831e-05	1.30166808765e-06	4.37759372428e-06
k__Bacteria;p__Actinobacteria;Other;Other	0.0	2.29260774517e-05	8.52592597414e-05	1.40082999177e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.58492956486e-05	0.0122144224255	6.7686740558e-05	0.0113467229333
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__	0.0	0.0	6.50834043827e-07	8.75518744856e-07
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000265475419042	0.0396377088122	0.000250571106873	0.0371447582693
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0	0.0	0.0	1.75103748971e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	0.0	1.95250213148e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	3.44276480025e-05	1.9228323024e-05	4.68600511556e-05	9.63070619342e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.674919611442	0.514972947229	0.691080970263	0.506185539932
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.00116594967902	0.00132897294131	0.000825908401617	0.00121171794288
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0909654966112	0.0615750067299	0.0870607683747	0.0628193454622
k__Bacteria;p__Firmicutes;c__Clostridia;Other	7.65058844501e-07	0.0	1.30166808765e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0175221427156	0.0253695535775	0.0169620368502	0.0236591430423
k__Bacteria;p__Proteobacteria;Other;Other	4.59035306701e-06	5.91640708431e-06	2.60333617531e-06	6.12863121399e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	0.0	7.39550885538e-07	6.50834043827e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.3662589158e-05	5.91640708431e-06	3.57958724105e-05	1.13817436831e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0697940232073	0.0089951574208	0.0663766116278	0.00995727468525
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	1.530117689e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	7.65058844501e-07	2.21865265661e-06	6.50834043827e-07	4.37759372428e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00124398568116	0.0199804462746	0.0012281238407	0.0183062214362
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	0.0	0.0	2.60333617531e-06	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.00140617815619	0.0246107743689	0.00140970653893	0.0239778318654
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	1.530117689e-05	1.47910177108e-05	1.43183489642e-05	9.63070619342e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	1.530117689e-06	3.69775442769e-06	6.50834043827e-07	1.75103748971e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales	8.41564728951e-06	8.87461062646e-06	5.20667235062e-06	2.62655623457e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	9.94576497851e-06	1.10932632831e-05	7.1591744821e-06	3.50207497943e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	4.59035306701e-06	5.17685619877e-06	6.50834043827e-07	3.50207497943e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0489859527546	0.00778747082472	0.0431815371398	0.00705055245233
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	6.12047075601e-06	7.39550885538e-07	4.55583830679e-06	1.75103748971e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	0.0	3.90500426296e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0279475995896	0.206666755413	0.0261003976596	0.233814284964
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	1.530117689e-06	0.0	6.50834043827e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	3.2132471469e-05	1.18328141686e-05	3.97008766735e-05	4.37759372428e-06
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.000568438721464	0.0716905837423	0.000560368111735	0.0597427725928
