Taxon	EUK.Mock.1
No blast hit;Other;Other;Other;Other	0.310467446214
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples	0.0117214325359
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium	0.0158700294447
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Buellia	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida	0.000620878448933
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Capnobotryella	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora	0.018711018711
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides	0.0379112143818
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex	0.0615610389366
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Paecilomyces	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema	0.000329253722919
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria	0.042784169481
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Preussia	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces	0.252377682242
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella	0.00037628996905
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton	0.016547351389
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_capnodiales	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Ustilaginoidea	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma	0.0133018504059
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus	0.207279329451
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo	0.00667914695064
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus	0.00218248182049
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea	0.000865466928815
