Taxon	Even1	Even2	Even3
No blast hit;Other	0.00741974772858	0.0141141480638	0.0144322658657
k__Archaea;p__Crenarchaeota	3.49988100405e-05	0.0	3.12048991692e-05
k__Archaea;p__Euryarchaeota	6.99976200809e-06	8.69633275648e-06	0.0
k__Bacteria;p__Acidobacteria	0.000594979770688	0.00017392665513	0.000124819596677
k__Bacteria;p__Actinobacteria	0.0884699920203	0.0817020462471	0.0848539220658
k__Bacteria;p__Armatimonadetes	6.99976200809e-06	8.69633275648e-06	1.56024495846e-05
k__Bacteria;p__Bacteroidetes	0.25805322619	0.258063674548	0.244482583766
k__Bacteria;p__Caldithrix	1.39995240162e-05	0.0	7.80122479229e-06
k__Bacteria;p__Chloroflexi	0.000125995716146	2.60889982694e-05	1.56024495846e-05
k__Bacteria;p__Cyanobacteria	0.00165194383391	0.000347853310259	0.000865935951944
k__Bacteria;p__Firmicutes	0.45119765928	0.454444260855	0.463252330616
k__Bacteria;p__Fusobacteria	2.09992860243e-05	8.69633275648e-06	1.56024495846e-05
k__Bacteria;p__Gemmatimonadetes	1.39995240162e-05	0.0	1.56024495846e-05
k__Bacteria;p__Nitrospirae	0.000195993336227	3.47853310259e-05	0.0
k__Bacteria;p__Planctomycetes	0.000118995954138	4.34816637824e-05	7.02110231306e-05
k__Bacteria;p__Proteobacteria	0.19171648164	0.190588828691	0.191676093147
k__Bacteria;p__SAR406	6.99976200809e-06	0.0	7.80122479229e-06
k__Bacteria;p__Tenericutes	3.49988100405e-05	0.0	4.68073487538e-05
k__Bacteria;p__Verrucomicrobia	0.000286990242332	0.000434816637824	8.58134727152e-05
k__Bacteria;p__WPS-2	1.39995240162e-05	0.0	0.0
k__Bacteria;p__[Caldithrix]	1.39995240162e-05	0.0	0.0
