Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
k__Bacteria;p__Actinobacteria;c__Actinobacteria_(class);o__Actinomycetales	0.0025974025974	0.00422892585283	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.000519480519481	0.000563856780378	0.0	0.000734214390602
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.700779220779	0.722018607274	0.73964131107	0.771659324523
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0280519480519	0.0256554835072	0.0445269016698	0.0477239353891
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0680519480519	0.0645616013533	0.0760667903525	0.0506607929515
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0103896103896	0.00817592331548	0.0828695114409	0.0778267254038
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.027012987013	0.0225542712151	0.00309214594929	0.0014684287812
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000519480519481	0.000563856780378	0.00989486703772	0.00881057268722
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0493506493506	0.0428531153087	0.0401978973408	0.0286343612335
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.101298701299	0.0964195094446	0.00309214594929	0.0124816446402
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales	0.0114285714286	0.0124048491683	0.000618429189858	0.0
