#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	4.0	blast	4.0	blast_1.0
rtax_single	sample	4.0	rtax	4.0	rtax_single
rdp_0.6	sample	4.0	rdp	4.0	rdp_0.6
rdp_0.7	sample	4.0	rdp	4.0	rdp_0.7
rdp_0.4	sample	4.0	rdp	4.0	rdp_0.4
rdp_0.5	sample	4.0	rdp	4.0	rdp_0.5
rdp_0.2	sample	4.0	rdp	4.0	rdp_0.2
rdp_0.3	sample	4.0	rdp	4.0	rdp_0.3
rdp_0.0	sample	4.0	rdp	4.0	rdp_0.0
rdp_0.1	sample	4.0	rdp	4.0	rdp_0.1
Expected	sample	3.53251613	Expected	3.53251613	Expected
blast_1e-06	sample	4.0	blast	4.0	blast_1e-06
rdp_0.8	sample	4.0	rdp	4.0	rdp_0.8
rdp_0.9	sample	4.0	rdp	4.0	rdp_0.9
mothur_1.0	sample	4.0	mothur	4.0	mothur_1.0
blast_1e-30	sample	4.0	blast	4.0	blast_1e-30
blast_100.0	sample	4.0	blast	4.0	blast_100.0
blast_1e-10	sample	4.0	blast	4.0	blast_1e-10
blast_0.0001	sample	4.0	blast	4.0	blast_0.0001
rdp_1.0	sample	4.0	rdp	4.0	rdp_1.0
mothur_0.8	sample	4.0	mothur	4.0	mothur_0.8
mothur_0.9	sample	4.0	mothur	4.0	mothur_0.9
mothur_0.4	sample	4.0	mothur	4.0	mothur_0.4
mothur_0.5	sample	4.0	mothur	4.0	mothur_0.5
mothur_0.6	sample	4.0	mothur	4.0	mothur_0.6
mothur_0.7	sample	4.0	mothur	4.0	mothur_0.7
mothur_0.0	sample	4.0	mothur	4.0	mothur_0.0
mothur_0.1	sample	4.0	mothur	4.0	mothur_0.1
mothur_0.2	sample	4.0	mothur	4.0	mothur_0.2
mothur_0.3	sample	4.0	mothur	4.0	mothur_0.3
133	otu	0.002143163	p__Actinobacteria	0.002143163	f__Propionibacteriaceae_g__Propionibacterium
132	otu	0.00309789343247	p__Firmicutes	0.00309789343247	f__Enterococcaceae_Other
131	otu	0.223048327138	p__Proteobacteria	0.223048327138	f__Enterobacteriaceae_g__
130	otu	0.0873605947955	p__Firmicutes	0.0873605947955	Other_Other
137	otu	0.0	p__Firmicutes	0.0	f__Enterococcaceae_g__
136	otu	0.0	p__Firmicutes	0.0	f__Lactobacillaceae_Other
135	otu	0.00123915737299	p__Proteobacteria	0.00123915737299	Other_Other
134	otu	0.0690576611412	p__Firmicutes	0.0690576611412	f__Listeriaceae_g__
139	otu	0.00621293419938	p__Firmicutes	0.00621293419938	f__Carnobacteriaceae_g__Granulicatella
138	otu	0.214316331	p__Proteobacteria	0.214316331	f__Enterobacteriaceae_g__Escherichia
93	otu	0.0	p__Firmicutes	0.0	f__Carnobacteriaceae_g__Granulicatella
24	otu	0.338805312465	p__Proteobacteria	0.338805312465	f__Rhodobacteraceae_g__Rhodobacter
25	otu	0.331773270931	p__[Thermi]	0.331773270931	f__Deinococcaceae_g__Deinococcus
26	otu	0.228289131565	p__Firmicutes	0.228289131565	Other_Other
27	otu	17.9677822318	p__Firmicutes	17.9677822318	f__Staphylococcaceae_g__Staphylococcus
20	otu	0.09127541127	p__Firmicutes	0.09127541127	f__Lactobacillaceae_g__Lactobacillus
21	otu	0.0743629745189	p__Firmicutes	0.0743629745189	f__Planococcaceae_Other
22	otu	0.047593664	p__Euryarchaeota	0.047593664	f__Methanobacteriaceae_g__Methanobrevibacter
23	otu	0.302132085283	p__Proteobacteria	0.302132085283	f__Pseudomonadaceae_Other
95	otu	2.23146880772	p__Firmicutes	2.23146880772	f__Clostridiaceae_g__Clostridium
28	otu	0.00260010400416	p__Proteobacteria	0.00260010400416	f__Enterobacteriaceae_Other
29	otu	0.305772230889	p__Proteobacteria	0.305772230889	f__Pseudomonadaceae_g__
94	otu	0.0842627013631	p__Firmicutes	0.0842627013631	f__Planococcaceae_g__
4	otu	0.0998439937596	p__Firmicutes	0.0998439937596	f___g__
8	otu	0.340885395669	p__Firmicutes	0.340885395669	f__Enterococcaceae_g__Enterococcus
96	otu	0.00371747211896	p__Firmicutes	0.00371747211896	f___g__
68	otu	0.214316331	p__Euryarchaeota	0.214316331	f__Methanobacteriaceae_g__Methanobrevibacter
120	otu	0.046468401487	p__Proteobacteria	0.046468401487	f__Enterobacteriaceae_Other
121	otu	0.241635687733	p__Proteobacteria	0.241635687733	f__Pseudomonadaceae_g__
122	otu	0.0702968185143	p__Proteobacteria	0.0702968185143	f__Moraxellaceae_g__Acinetobacter
123	otu	0.335192069392	p__Firmicutes	0.335192069392	Other_Other
124	otu	0.000214316	p__Actinobacteria	0.000214316	f__Actinomycetaceae_g__Actinomyces
125	otu	0.000214316	p__Thermi	0.000214316	f__Deinococcaceae_g__Deinococcus
