Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
g__Cronobacter	0	0	0	0	0	0	2.52673070525e-05	1.68448713684e-05	8.42243568418e-06	0	0	0	0	0	0	0	0	2.52673070525e-05	2.52673070525e-05	8.42243568418e-06	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	1.26336535263e-05	3.36897427367e-05	0.000555880755156	0.00084645478626	0.00128442144184	0	0	0	0	0	0	0	8.00131389997e-05	0	0	0.00123809804557	0	0	0	
g__Clostridium	0.0335886735085	0	0.0335886735085	0.0335886735085	0.0335886735085	0.0335886735085	0.0326116709691	0.0326116709691	0.0326116709691	0.0326116709691	0.0326032485334	0.0325948260978	0.0325400802658	0.00020213845642	7.58019211576e-05	1.68448713684e-05	0	0.0326116709691	0.0326116709691	0.0326116709691	0.0326116709691	0.0326032485334	0.0325948260978	0.0332896770417	0.000210560892104	0.0330538488425	0.0320684238675	0	0.0333991687056	0.0335423501122	0.020833333	
Other	0	0	0	0	0	0	0	0	1.26336535263e-05	8.42243568418e-06	8.42243568418e-06	0	0	1.26336535263e-05	0	0.000147392624473	0.00464918449766	0	0	1.26336535263e-05	0	0	2.10560892104e-05	0.00411435983172	0	0.00924362316338	0.0114587237483	0.00272044672599	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	1.68448713684e-05	4.21121784209e-05	2.52673070525e-05	0.000269517941894	0.000134758970947	0.000168448713684	0.000939101578786	0	0	0	0	8.42243568418e-06	5.89570497892e-05	0	0.000261095506209	0	0	0.00096858010368	0	0	0	
g__	0	0.000130547753105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000269517941894	0	0	0	0	0	0	0	
g__Bifidobacterium	0	0.0479741936571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486395660761	0	0.0484795397981	0.0480499955782	0	0	0	0.0416666	
Other	0	0	0	0	0	0	0	0	0	0	4.6323396263e-05	4.6323396263e-05	4.6323396263e-05	4.6323396263e-05	0	0	0	0	0	0	0	4.6323396263e-05	4.6323396263e-05	0	4.6323396263e-05	0	0	0	0	0	0	
g__Edwardsiella	0.0184872463268	0.0184872463268	0.0184872463268	0.0184872463268	0.0184872463268	0.0184872463268	0.0185925267728	0.0185925267728	0.0185462033766	0.0185251472873	0.0184493453662	0.018428289277	0.0183819658807	0.0182514181276	0.0181756162065	0.0180071674928	0	0.0185925267728	0.0185925267728	0.0185588370301	0.0185167248517	0.0184661902376	0.018428289277	0.0184367117127	0.0182640517811	0.0182261508206	0.0180871806318	2.52673070525e-05	0.0185967379907	0.0186093716442	0.020833333	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10560892104e-05	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79009605788e-05	0	
g__Clostridium	0.0669878422141	0	0.0669878422141	0.0669878422141	0.0669878422141	0.0669667861249	0.0648485435503	0.0648485435503	0.0648148538076	0.0647348406686	0.0639220756251	0.0636146567226	0.0628229477683	0.0615427375443	0.0553690921878	0.0218351645112	0	0.0648485435503	0.0648401211146	0.0648232762433	0.0646843060545	0.0645242797765	0.0631935349384	0	0.0621280968243	0	0	0	0.0665035521622	0.0645832368263	0	
g__	0.0100100648106	0.0723276664379	0.0100100648106	0.0100100648106	0.0100100648106	0.00996795263222	0.00456917135867	0.00416068322798	0.00382378580062	0.00354584542304	0.000770652865102	0.000471656398314	0.000218983327789	5.89570497892e-05	0	0	0	0.00456917135867	0.00421542905993	0.00381957458277	0.00353742298735	0.0030320768463	0.000496923705366	0.0287499842079	1.68448713684e-05	0.00446810213046	2.52673070525e-05	0	0.00985424975049	0.00804763729623	0	
g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	
g__Subdoligranulum	6.31682676313e-05	0	6.31682676313e-05	6.31682676313e-05	6.31682676313e-05	6.31682676313e-05	0.0438472001718	0.0438472001718	0.0438472001718	0.0438472001718	0.0438472001718	0.0438472001718	0.0436113719727	0.0435861046656	0.0435439924872	0.000808553825681	0	0.0438472001718	0.0438472001718	0.0438472001718	0.0438472001718	0.0438472001718	0.0438472001718	0	0.0436113719727	0	0	0.000231616981315	0	8.42243568418e-06	0.020833333	
g__Ruminococcus	0.114267184927	0	0.114267184927	0.114267184927	0.114267184927	0.114267184927	0.115875870143	0.115875870143	0.115867447707	0.115867447707	0.115749533608	0.115454748359	0.114772531068	0.114199805442	0.113412307705	0.109563254598	0.0945839527333	0.115875870143	0.115875870143	0.115867447707	0.115867447707	0.115762167261	0.115298933299	0	0.114321930759	0	0	0.0358206189648	0.114128214738	0.116886562425	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94785248946e-05	0	
g__Paucibacter	0	0	0	0	0	0	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	0	8.42243568418e-06	0	0	0	0	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	8.42243568418e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Prosthecobacter	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	8.42243568418e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.00576515722582	0	0.00576515722582	0.00576515722582	0.00576515722582	0.00576515722582	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0.00579042453287	0.00579042453287	0.00578200209719	0.00563039825487	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0.00579884696855	0	0.00579042453287	0	0	0.00567672165113	0.00576515722582	0.00576515722582	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42243568418e-06	8.42243568418e-06	3.36897427367e-05	6.73794854734e-05	0	0	0	0	0	0	0	2.10560892104e-05	0	0	8.42243568418e-06	0	0	0	
g__Kangiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244250634841	8.42243568418e-06	0	
