#Sample	OTU	Abundance
blast_100.0	6	0.056860570622
blast_100.0	11	0.000134422152771
blast_100.0	17	0.017273246631
blast_100.0	20	0.0646906610209
blast_100.0	26	3.36055381927e-05
blast_100.0	35	0.080048391975
blast_100.0	37	0.0206674059885
blast_100.0	40	6.72110763854e-05
blast_100.0	41	0.000168027690963
blast_100.0	43	0.000772927378432
blast_100.0	45	0.0656988271667
blast_100.0	47	0.0913398528077
blast_100.0	49	0.000168027690963
blast_100.0	54	0.15804684612
blast_100.0	57	0.00685552979131
blast_100.0	58	0.233928151359
blast_100.0	61	0.0114594885237
blast_100.0	71	0.00147864368048
blast_100.0	76	0.0867022885372
blast_100.0	80	0.103605874248
blast_100.0	87	0.0623875021226
blast_100.0	92	0.000339616233656
blast_100.0	98	0.0160298862286
blast_100.0	101	0.0712175241977
blast_100.0	107	0.000101884870097
blast_100.0	116	0.0716590253014
blast_100.0	118	0.0193581253184
blast_100.0	121	0.000101884870097
blast_100.0	122	0.000169808116828
blast_100.0	124	0.00112073357106
blast_100.0	126	0.065579894719
blast_100.0	128	0.0847682119205
blast_100.0	130	0.000237731363559
blast_100.0	135	0.158057395143
blast_100.0	138	0.00658855493293
blast_100.0	139	0.221158091357
blast_100.0	142	0.0142299201902
blast_100.0	152	0.00152827305145
blast_100.0	157	0.0997452878248
blast_100.0	161	0.105620648667
blast_100.0	168	0.0572664133141
blast_100.0	173	0.00026208884812
blast_100.0	179	0.0114008648932
blast_100.0	182	0.0653911676058
blast_100.0	188	0.00013104442406
blast_100.0	197	0.0603459572795
blast_100.0	199	0.02194994103
blast_100.0	202	6.55222120299e-05
blast_100.0	203	0.00026208884812
blast_100.0	205	0.00111387760451
blast_100.0	207	0.0473725592976
blast_100.0	209	0.0778403878915
blast_100.0	211	0.00026208884812
blast_100.0	216	0.168064473857
blast_100.0	219	0.00445551041803
blast_100.0	220	0.217140610667
blast_100.0	223	0.0107456427729
blast_100.0	233	0.00170357751278
blast_100.0	238	0.131568601756
blast_100.0	242	0.12265758092
blast_0.0001	6	0.056860570622
blast_0.0001	11	0.000134422152771
blast_0.0001	17	0.017273246631
blast_0.0001	20	0.0646906610209
blast_0.0001	26	3.36055381927e-05
blast_0.0001	35	0.080048391975
blast_0.0001	37	0.0206674059885
blast_0.0001	40	6.72110763854e-05
blast_0.0001	41	0.000168027690963
blast_0.0001	43	0.000772927378432
blast_0.0001	45	0.0656988271667
blast_0.0001	47	0.0913398528077
blast_0.0001	49	0.000168027690963
blast_0.0001	54	0.15804684612
blast_0.0001	57	0.00685552979131
blast_0.0001	58	0.233928151359
blast_0.0001	61	0.0114594885237
blast_0.0001	71	0.00147864368048
blast_0.0001	76	0.0867022885372
blast_0.0001	80	0.103605874248
blast_0.0001	87	0.0623875021226
blast_0.0001	92	0.000339616233656
blast_0.0001	98	0.0160298862286
blast_0.0001	101	0.0712175241977
blast_0.0001	107	0.000101884870097
blast_0.0001	116	0.0716590253014
blast_0.0001	118	0.0193581253184
blast_0.0001	121	0.000101884870097
blast_0.0001	122	0.000169808116828
blast_0.0001	124	0.00112073357106
blast_0.0001	126	0.065579894719
blast_0.0001	128	0.0847682119205
blast_0.0001	130	0.000237731363559
blast_0.0001	135	0.158057395143
blast_0.0001	138	0.00658855493293
blast_0.0001	139	0.221158091357
blast_0.0001	142	0.0142299201902
blast_0.0001	152	0.00152827305145
blast_0.0001	157	0.0997452878248
blast_0.0001	161	0.105620648667
blast_0.0001	168	0.0572664133141
blast_0.0001	173	0.00026208884812
blast_0.0001	179	0.0114008648932
blast_0.0001	182	0.0653911676058
blast_0.0001	188	0.00013104442406
blast_0.0001	197	0.0603459572795
blast_0.0001	199	0.02194994103
blast_0.0001	202	6.55222120299e-05
blast_0.0001	203	0.00026208884812
blast_0.0001	205	0.00111387760451
blast_0.0001	207	0.0473725592976
blast_0.0001	209	0.0778403878915
blast_0.0001	211	0.00026208884812
blast_0.0001	216	0.168064473857
blast_0.0001	219	0.00445551041803
blast_0.0001	220	0.217140610667
blast_0.0001	223	0.0107456427729
blast_0.0001	233	0.00170357751278
blast_0.0001	238	0.131568601756
blast_0.0001	242	0.12265758092
blast_1e-06	6	0.056860570622
blast_1e-06	11	0.000134422152771
blast_1e-06	17	0.017273246631
blast_1e-06	20	0.0646906610209
blast_1e-06	26	3.36055381927e-05
blast_1e-06	35	0.080048391975
blast_1e-06	37	0.0206674059885
blast_1e-06	40	6.72110763854e-05
blast_1e-06	41	0.000168027690963
blast_1e-06	43	0.000772927378432
blast_1e-06	45	0.0656988271667
blast_1e-06	47	0.0913398528077
blast_1e-06	49	0.000168027690963
blast_1e-06	54	0.15804684612
blast_1e-06	57	0.00685552979131
blast_1e-06	58	0.233928151359
blast_1e-06	61	0.0114594885237
blast_1e-06	71	0.00147864368048
blast_1e-06	76	0.0867022885372
blast_1e-06	80	0.103605874248
blast_1e-06	87	0.0623875021226
blast_1e-06	92	0.000339616233656
blast_1e-06	98	0.0160298862286
blast_1e-06	101	0.0712175241977
blast_1e-06	107	0.000101884870097
blast_1e-06	116	0.0716590253014
blast_1e-06	118	0.0193581253184
blast_1e-06	121	0.000101884870097
blast_1e-06	122	0.000169808116828
blast_1e-06	124	0.00112073357106
blast_1e-06	126	0.065579894719
blast_1e-06	128	0.0847682119205
blast_1e-06	130	0.000237731363559
blast_1e-06	135	0.158057395143
blast_1e-06	138	0.00658855493293
blast_1e-06	139	0.221158091357
blast_1e-06	142	0.0142299201902
blast_1e-06	152	0.00152827305145
blast_1e-06	157	0.0997452878248
blast_1e-06	161	0.105620648667
blast_1e-06	168	0.0572664133141
blast_1e-06	173	0.00026208884812
blast_1e-06	179	0.0114008648932
blast_1e-06	182	0.0653911676058
blast_1e-06	188	0.00013104442406
blast_1e-06	197	0.0603459572795
blast_1e-06	199	0.02194994103
blast_1e-06	202	6.55222120299e-05
blast_1e-06	203	0.00026208884812
blast_1e-06	205	0.00111387760451
blast_1e-06	207	0.0473725592976
blast_1e-06	209	0.0778403878915
blast_1e-06	211	0.00026208884812
blast_1e-06	216	0.168064473857
blast_1e-06	219	0.00445551041803
blast_1e-06	220	0.217140610667
blast_1e-06	223	0.0107456427729
blast_1e-06	233	0.00170357751278
blast_1e-06	238	0.131568601756
blast_1e-06	242	0.12265758092
blast_1.0	6	0.056860570622
blast_1.0	11	0.000134422152771
blast_1.0	17	0.017273246631
blast_1.0	20	0.0646906610209
blast_1.0	26	3.36055381927e-05
blast_1.0	35	0.080048391975
blast_1.0	37	0.0206674059885
blast_1.0	40	6.72110763854e-05
blast_1.0	41	0.000168027690963
blast_1.0	43	0.000772927378432
blast_1.0	45	0.0656988271667
blast_1.0	47	0.0913398528077
blast_1.0	49	0.000168027690963
blast_1.0	54	0.15804684612
