Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
No blast hit;Other	8.67860437627e-07	1.14013125191e-06	2.69209801929e-06	2.76552878985e-06
k__Archaea;p__Euryarchaeota	0.0458091453397	0.0444024116056	0.00379989635423	0.00335596918648
k__Bacteria;p__Acidobacteria	0.0	1.14013125191e-06	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria	5.98823701963e-05	9.23506314047e-05	0.0141119778171	0.012520931596
k__Bacteria;p__Bacteroidetes	0.00035842636074	0.000359141344352	0.0450643747939	0.0438322485547
k__Bacteria;p__Chloroflexi	8.67860437627e-07	1.14013125191e-06	0.0	2.76552878985e-06
k__Bacteria;p__Firmicutes	0.791832391849	0.803987495041	0.622353835903	0.616964583255
k__Bacteria;p__Lentisphaerae	0.0	0.0	2.69209801929e-06	0.0
k__Bacteria;p__NKB19	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	0.0	2.76552878985e-06
k__Bacteria;p__Proteobacteria	0.161320501727	0.150459700921	0.238130876345	0.256975700681
k__Bacteria;p__Verrucomicrobia	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__[Thermi]	0.000616180910715	0.000693199801161	0.0765309624923	0.0663408873752
