Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	uclust_consensus0.5_similarity0.75_accepts1	uclust_consensus0.5_similarity0.99_accepts5	uclust_consensus0.75_similarity0.95_accepts3	uclust_consensus1.0_similarity0.8_accepts10	uclust_consensus0.5_similarity0.75_accepts10	uclust_consensus0.5_similarity0.9_accepts1	uclust_consensus0.75_similarity0.95_accepts5	uclust_consensus1.0_similarity0.8_accepts3	uclust_consensus0.5_similarity0.75_accepts3	uclust_consensus0.5_similarity0.9_accepts10	uclust_consensus0.75_similarity0.97_accepts1	uclust_consensus1.0_similarity0.8_accepts5	uclust_consensus0.5_similarity0.75_accepts5	uclust_consensus0.5_similarity0.9_accepts3	uclust_consensus0.75_similarity0.97_accepts10	uclust_consensus1.0_similarity0.93_accepts1	uclust_consensus0.5_similarity0.7_accepts1	uclust_consensus0.5_similarity0.9_accepts5	uclust_consensus0.75_similarity0.97_accepts3	uclust_consensus1.0_similarity0.93_accepts10	uclust_consensus0.5_similarity0.7_accepts10	uclust_consensus0.5_similarity1.0_accepts1	uclust_consensus0.75_similarity0.97_accepts5	uclust_consensus1.0_similarity0.93_accepts3	uclust_consensus0.5_similarity0.7_accepts3	uclust_consensus0.5_similarity1.0_accepts10	uclust_consensus0.75_similarity0.99_accepts1	uclust_consensus1.0_similarity0.93_accepts5	uclust_consensus0.5_similarity0.7_accepts5	uclust_consensus0.5_similarity1.0_accepts3	uclust_consensus0.75_similarity0.99_accepts10	uclust_consensus1.0_similarity0.95_accepts1	uclust_consensus0.5_similarity0.8_accepts1	uclust_consensus0.5_similarity1.0_accepts5	uclust_consensus0.75_similarity0.99_accepts3	uclust_consensus1.0_similarity0.95_accepts10	uclust_consensus0.5_similarity0.8_accepts10	uclust_consensus0.75_similarity0.75_accepts1	uclust_consensus0.75_similarity0.99_accepts5	uclust_consensus1.0_similarity0.95_accepts3	uclust_consensus0.5_similarity0.8_accepts3	uclust_consensus0.75_similarity0.75_accepts10	uclust_consensus0.75_similarity0.9_accepts1	uclust_consensus1.0_similarity0.95_accepts5	uclust_consensus0.5_similarity0.8_accepts5	uclust_consensus0.75_similarity0.75_accepts3	uclust_consensus0.75_similarity0.9_accepts10	uclust_consensus1.0_similarity0.97_accepts1	uclust_consensus0.5_similarity0.93_accepts1	uclust_consensus0.75_similarity0.75_accepts5	uclust_consensus0.75_similarity0.9_accepts3	uclust_consensus1.0_similarity0.97_accepts10	uclust_consensus0.5_similarity0.93_accepts10	uclust_consensus0.75_similarity0.7_accepts1	uclust_consensus0.75_similarity0.9_accepts5	uclust_consensus1.0_similarity0.97_accepts3	uclust_consensus0.5_similarity0.93_accepts3	uclust_consensus0.75_similarity0.7_accepts10	uclust_consensus0.75_similarity1.0_accepts1	uclust_consensus1.0_similarity0.97_accepts5	uclust_consensus0.5_similarity0.93_accepts5	uclust_consensus0.75_similarity0.7_accepts3	uclust_consensus0.75_similarity1.0_accepts10	uclust_consensus1.0_similarity0.99_accepts1	uclust_consensus0.5_similarity0.95_accepts1	uclust_consensus0.75_similarity0.7_accepts5	uclust_consensus0.75_similarity1.0_accepts3	uclust_consensus1.0_similarity0.99_accepts10	uclust_consensus0.5_similarity0.95_accepts10	uclust_consensus0.75_similarity0.8_accepts1	uclust_consensus0.75_similarity1.0_accepts5	uclust_consensus1.0_similarity0.99_accepts3	uclust_consensus0.5_similarity0.95_accepts3	uclust_consensus0.75_similarity0.8_accepts10	uclust_consensus1.0_similarity0.75_accepts1	uclust_consensus1.0_similarity0.99_accepts5	uclust_consensus0.5_similarity0.95_accepts5	uclust_consensus0.75_similarity0.8_accepts3	uclust_consensus1.0_similarity0.75_accepts10	uclust_consensus1.0_similarity0.9_accepts1	uclust_consensus0.5_similarity0.97_accepts1	uclust_consensus0.75_similarity0.8_accepts5	uclust_consensus1.0_similarity0.75_accepts3	uclust_consensus1.0_similarity0.9_accepts10	uclust_consensus0.5_similarity0.97_accepts10	uclust_consensus0.75_similarity0.93_accepts1	uclust_consensus1.0_similarity0.75_accepts5	uclust_consensus1.0_similarity0.9_accepts3	uclust_consensus0.5_similarity0.97_accepts3	uclust_consensus0.75_similarity0.93_accepts10	uclust_consensus1.0_similarity0.7_accepts1	uclust_consensus1.0_similarity0.9_accepts5	uclust_consensus0.5_similarity0.97_accepts5	uclust_consensus0.75_similarity0.93_accepts3	uclust_consensus1.0_similarity0.7_accepts10	uclust_consensus1.0_similarity1.0_accepts1	uclust_consensus0.5_similarity0.99_accepts1	uclust_consensus0.75_similarity0.93_accepts5	uclust_consensus1.0_similarity0.7_accepts3	uclust_consensus1.0_similarity1.0_accepts10	uclust_consensus0.5_similarity0.99_accepts10	uclust_consensus0.75_similarity0.95_accepts1	uclust_consensus1.0_similarity0.7_accepts5	uclust_consensus1.0_similarity1.0_accepts3	uclust_consensus0.5_similarity0.99_accepts3	uclust_consensus0.75_similarity0.95_accepts10	uclust_consensus1.0_similarity0.8_accepts1	uclust_consensus1.0_similarity1.0_accepts5	Expected
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	
Even3;k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other	0	0	0	0	0	0	0	0	7.80122479229e-06	0.0	7.80122479229e-06	3.12048991692e-05	0.000117018371884	5.4608573546e-05	0.0001014159223	6.24097983383e-05	0.0186059211296	0	0	0.0	0.0	0	0.0001014159223	3.90061239615e-05	0.000382260014822	7.02110231306e-05	0.0002028318446	0.0293872137926	0	0	0	0	0.000608495533799	0	0	0	4.68073487538e-05	0	0	0	0.000179428170223	0	0.0	0	0	0	0.0	0	8.58134727152e-05	0	0	0	0	0	0	0	8.58134727152e-05	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	4.68073487538e-05	1.56024495846e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58134727152e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68073487538e-05	0.000585091859422	0	0	0	4.68073487538e-05	0.000842532277568	0	0	0.000156024495846	0	0	0	0	8.58134727152e-05	0	0	0.000631899208176	0	0	0	8.58134727152e-05	0	0	0	0.000195030619807	0	0	0	0	0	0	
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__	0.0259702773335	0.0259702773335	0.0259702773335	0.0259702773335	0.0259702773335	0.0259312712096	1.56024495846e-05	1.56024495846e-05	1.56024495846e-05	1.56024495846e-05	1.56024495846e-05	0	0	0	0	0	0	1.56024495846e-05	1.56024495846e-05	1.56024495846e-05	1.56024495846e-05	1.56024495846e-05	0	0	0	0	0	0	9.36146975075e-05	0.0258220540625	0	5.4608573546e-05	0.0	0.0001014159223	0.00047587471233	9.36146975075e-05	0.0	8.58134727152e-05	0.000140422046261	0.0288021219331	0.0	9.36146975075e-05	0.000156024495846	0.0	0.000530483285876	0.0258220540625	0.000117018371884	0	0.000163825720638	0.0001014159223	0.0252447634279	3.12048991692e-05	0.000179428170223	8.58134727152e-05	0	0	0.00017162694543	9.36146975075e-05	0	0	0.0267894059367	0.0258220540625	0	0	4.68073487538e-05	0.0001014159223	0.0258220540625	0	5.4608573546e-05	8.58134727152e-05	3.12048991692e-05	0.00047587471233	5.4608573546e-05	9.36146975075e-05	0.0	8.58134727152e-05	0.0288021219331	0.000530483285876	2.34036743769e-05	3.12048991692e-05	0	0.000304247766899	0.0258220540625	4.68073487538e-05	0	0.000296446542107	3.12048991692e-05	0.0252447634279	0	0.00027304286773	0.0	0	0	0.0267894059367	2.34036743769e-05	0	0	9.36146975075e-05	0.0258220540625	0	0	0.000109217147092	3.12048991692e-05	0.0258220540625	0	9.36146975075e-05	0.0	0.0	0.00047587471233	0.0288021219331	2.34036743769e-05	0.0	1.56024495846e-05	3.90061239615e-05	0.000530483285876	0.0	3.12048991692e-05	6.24097983383e-05	0.000187229395015	0.0258220540625	1.56024495846e-05	3.90061239615e-05	0.000179428170223	0.0	0.0252447634279	0	0.000234036743769	0.0	0	0	0.0267894059367	0.0	0	0	8.58134727152e-05	0.0258220540625	0	0	
Even3;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	7.80122479229e-06	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	7.80122479229e-06	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0	0	0.0	7.80122479229e-06	0	0	0	0.0	7.80122479229e-06	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.80122479229e-06	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	7.80122479229e-06	0	0	0.0	0	7.80122479229e-06	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	7.80122479229e-06	0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	7.80122479229e-06	0	0	
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Methylonatrum	0	0	0	0	0	0	3.90061239615e-05	3.90061239615e-05	3.12048991692e-05	0	0	0	0	0	0	0	0	3.90061239615e-05	3.90061239615e-05	2.34036743769e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Even3;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	
Even3;k__Bacteria;p__Actinobacteria;Other;Other;Other;Other	0	0	0	0	0	0	0	7.80122479229e-05	0.000132620821469	1.56024495846e-05	7.80122479229e-06	1.56024495846e-05	0.0	7.02110231306e-05	8.58134727152e-05	0.000499278386707	2.34036743769e-05	0	0.000140422046261	6.24097983383e-05	3.12048991692e-05	1.56024495846e-05	9.36146975075e-05	2.34036743769e-05	2.34036743769e-05	4.68073487538e-05	0.000241837968561	3.90061239615e-05	0	0	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	0	0	0	0	0	0	4.68073487538e-05	0	0	0	2.34036743769e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	7.80122479229e-06	0	0	7.80122479229e-06	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	0	0	0	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	7.80122479229e-06	0	0	7.80122479229e-06	7.80122479229e-06	7.80122479229e-06	0	0	7.80122479229e-06	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	0	0	0	0	
Even3;k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;Other;Other	0	0	0	0	0	0	0	2.34036743769e-05	0	0	0	0	0	0	0	0	0	0	2.34036743769e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Even3;k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80122479229e-06	0	0	0	0	0	0	0	7.80122479229e-06	7.80122479229e-06	0	0	0	7.80122479229e-06	0	0	7.80122479229e-06	0	0	0	0	0	0	0	7.80122479229e-06	0	0	0	0	0	0	0	7.80122479229e-06	0	0	0	0	0	0	0	7.80122479229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
