Taxon	Mock.even.phasedmiseq
k__Bacteria;Other;Other	0.000184484277179
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0338677426266
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.316938037087
k__Bacteria;p__Firmicutes;Other	2.38044228618e-05
k__Bacteria;p__Firmicutes;c__Bacilli	0.0971101430646
k__Bacteria;p__Firmicutes;c__Clostridia	0.42538503654
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00255897545764
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000434430717227
k__Bacteria;p__Proteobacteria;Other	1.78533171463e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.121378752172
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.00210074031755
