#Sample	OTU	Abundance
blast_100.0	1	0.000337394512361
blast_100.0	10	2.35069947137e-05
blast_100.0	15	4.14829318477e-06
blast_100.0	16	6.91382197462e-06
blast_100.0	20	0.00335596918648
blast_100.0	22	1.38276439492e-06
blast_100.0	27	0.0663339735532
blast_100.0	33	0.164594594221
blast_100.0	39	1.38276439492e-06
blast_100.0	46	2.76552878985e-06
blast_100.0	48	2.76552878985e-06
blast_100.0	50	1.38276439492e-06
blast_100.0	52	1.38276439492e-06
blast_100.0	54	2.76552878985e-06
blast_100.0	57	3.45691098731e-05
blast_100.0	58	2.76552878985e-06
blast_100.0	60	0.0248814625222
blast_100.0	63	2.76552878985e-06
blast_100.0	65	0.466056591016
blast_100.0	66	4.14829318477e-06
blast_100.0	67	2.76552878985e-06
blast_100.0	68	2.76552878985e-06
blast_100.0	76	1.38276439492e-06
blast_100.0	77	6.91382197462e-06
blast_100.0	80	2.76552878985e-06
blast_100.0	93	0.0735049897053
blast_100.0	95	0.0438322485547
blast_100.0	117	4.14829318477e-06
blast_100.0	118	0.0232733075309
blast_100.0	132	0.0030517610196
blast_100.0	138	2.76552878985e-06
blast_100.0	139	1.38276439492e-06
blast_100.0	140	4.14829318477e-06
blast_100.0	147	1.38276439492e-06
blast_100.0	151	4.14829318477e-06
blast_100.0	154	1.38276439492e-06
blast_100.0	156	0.0239093791526
blast_100.0	158	4.14829318477e-06
blast_100.0	161	4.14829318477e-06
blast_100.0	162	1.38276439492e-06
blast_100.0	166	1.24448795543e-05
blast_100.0	169	4.14829318477e-06
blast_100.0	176	4.42484606375e-05
blast_100.0	177	0.0111713535466
blast_100.0	181	1.10621151594e-05
blast_100.0	192	1.38276439492e-06
blast_100.0	195	4.14829318477e-06
blast_100.0	202	8.29658636954e-06
blast_100.0	204	1.38276439492e-06
blast_100.0	206	0.0101882080618
blast_100.0	209	0.00100526971511
blast_100.0	212	1.38276439492e-06
blast_100.0	215	1.38276439492e-06
blast_100.0	224	8.29658636954e-06
blast_100.0	227	1.38276439492e-06
blast_100.0	234	2.76552878985e-06
blast_100.0	235	2.76552878985e-06
blast_100.0	238	0.000165931727391
blast_100.0	239	2.76552878985e-06
blast_100.0	243	0.000562785108734
blast_100.0	245	4.14829318477e-06
blast_100.0	246	1.38276439492e-06
blast_100.0	252	0.0194624088585
blast_100.0	254	1.38276439492e-06
blast_100.0	255	2.35069947137e-05
blast_100.0	256	2.76552878985e-06
blast_100.0	268	1.38276439492e-06
blast_100.0	273	1.7975937134e-05
blast_100.0	275	0.0123895689785
blast_100.0	278	6.91382197462e-06
blast_100.0	283	1.38276439492e-06
blast_100.0	285	0.000222625067583
blast_100.0	288	0.00809470276788
blast_100.0	290	1.38276439492e-06
blast_100.0	292	4.14829318477e-06
blast_100.0	295	0.000124448795543
blast_100.0	302	2.76552878985e-06
blast_100.0	306	1.38276439492e-06
blast_100.0	311	0.0144526534557
blast_100.0	312	2.76552878985e-06
blast_100.0	315	4.14829318477e-05
blast_100.0	318	0.000106472858409
blast_100.0	319	1.38276439492e-06
blast_100.0	320	1.38276439492e-06
blast_100.0	328	0.028536108818
blast_100.0	331	1.38276439492e-06
blast_100.0	341	1.24448795543e-05
blast_100.0	343	1.38276439492e-06
blast_100.0	345	6.91382197462e-06
blast_100.0	357	3.87644625649e-05
blast_100.0	365	3.42039375573e-06
blast_100.0	366	1.14013125191e-05
blast_100.0	367	1.14013125191e-06
blast_100.0	376	0.0444012714744
blast_100.0	378	4.78855125802e-05
blast_100.0	383	0.000693199801161
blast_100.0	387	2.28026250382e-06
blast_100.0	389	0.00798661941963
blast_100.0	395	2.28026250382e-06
blast_100.0	397	2.28026250382e-06
blast_100.0	402	2.28026250382e-06
blast_100.0	404	1.14013125191e-06
blast_100.0	411	2.28026250382e-06
blast_100.0	413	1.14013125191e-05
blast_100.0	414	1.14013125191e-06
blast_100.0	416	0.00164634952776
blast_100.0	421	0.67072211353
blast_100.0	424	2.28026250382e-06
blast_100.0	432	3.42039375573e-06
blast_100.0	433	1.2541443771e-05
blast_100.0	436	1.14013125191e-06
blast_100.0	437	1.14013125191e-06
blast_100.0	449	0.101719089902
blast_100.0	451	0.000356861081848
blast_100.0	460	1.14013125191e-06
blast_100.0	473	2.05223625344e-05
blast_100.0	474	0.00132597264597
blast_100.0	475	1.14013125191e-06
blast_100.0	476	1.14013125191e-06
blast_100.0	477	7.98091876337e-06
blast_100.0	480	2.28026250382e-06
blast_100.0	488	0.000189261787817
blast_100.0	493	2.28026250382e-06
blast_100.0	496	1.14013125191e-06
blast_100.0	499	1.14013125191e-06
blast_100.0	501	1.14013125191e-06
blast_100.0	503	1.14013125191e-06
blast_100.0	505	1.14013125191e-06
blast_100.0	506	1.14013125191e-06
blast_100.0	507	4.56052500764e-06
blast_100.0	510	3.42039375573e-06
blast_100.0	512	0.0179969718114
blast_100.0	514	2.28026250382e-06
blast_100.0	515	1.14013125191e-06
blast_100.0	517	1.14013125191e-06
blast_100.0	522	3.42039375573e-06
blast_100.0	523	1.14013125191e-06
blast_100.0	525	1.48217062748e-05
blast_100.0	526	5.70065625955e-06
blast_100.0	532	1.02611812672e-05
blast_100.0	533	0.0716447077388
blast_100.0	535	1.14013125191e-06
blast_100.0	537	1.14013125191e-06
blast_100.0	551	1.14013125191e-06
blast_100.0	558	1.48217062748e-05
blast_100.0	559	1.14013125191e-06
blast_100.0	562	0.000165319031527
blast_100.0	563	1.14013125191e-06
blast_100.0	565	0.0013727180273
blast_100.0	574	1.14013125191e-06
blast_100.0	575	1.14013125191e-06
blast_100.0	580	4.33249875726e-05
blast_100.0	582	1.14013125191e-06
blast_100.0	594	5.58664313436e-05
blast_100.0	599	0.000370542656871
blast_100.0	602	1.14013125191e-06
blast_100.0	608	0.00138753973357
blast_100.0	611	3.64842000611e-05
blast_100.0	613	6.84078751146e-06
blast_100.0	629	3.42039375573e-06
blast_100.0	631	8.66499751451e-05
blast_100.0	634	3.42039375573e-06
blast_100.0	641	0.000215484806611
blast_100.0	644	0.0498180350522
blast_100.0	646	3.42039375573e-06
