#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	4.0	blast	4.0	blast_1.0
rtax_single	sample	4.0	rtax	4.0	rtax_single
rdp_0.6	sample	4.0	rdp	4.0	rdp_0.6
rdp_0.7	sample	4.0	rdp	4.0	rdp_0.7
rdp_0.4	sample	4.0	rdp	4.0	rdp_0.4
rdp_0.5	sample	4.0	rdp	4.0	rdp_0.5
rdp_0.2	sample	4.0	rdp	4.0	rdp_0.2
rdp_0.3	sample	4.0	rdp	4.0	rdp_0.3
rdp_0.0	sample	4.0	rdp	4.0	rdp_0.0
rdp_0.1	sample	4.0	rdp	4.0	rdp_0.1
Expected	sample	3.53251613	Expected	3.53251613	Expected
blast_1e-06	sample	4.0	blast	4.0	blast_1e-06
rdp_0.8	sample	4.0	rdp	4.0	rdp_0.8
rdp_0.9	sample	4.0	rdp	4.0	rdp_0.9
mothur_1.0	sample	4.0	mothur	4.0	mothur_1.0
rtax_paired	sample	4.0	rtax	4.0	rtax_paired
blast_1e-30	sample	4.0	blast	4.0	blast_1e-30
blast_100.0	sample	4.0	blast	4.0	blast_100.0
blast_1e-10	sample	4.0	blast	4.0	blast_1e-10
blast_0.0001	sample	4.0	blast	4.0	blast_0.0001
rdp_1.0	sample	4.0	rdp	4.0	rdp_1.0
mothur_0.8	sample	4.0	mothur	4.0	mothur_0.8
mothur_0.9	sample	4.0	mothur	4.0	mothur_0.9
mothur_0.4	sample	4.0	mothur	4.0	mothur_0.4
mothur_0.5	sample	4.0	mothur	4.0	mothur_0.5
mothur_0.6	sample	4.0	mothur	4.0	mothur_0.6
mothur_0.7	sample	4.0	mothur	4.0	mothur_0.7
mothur_0.0	sample	4.0	mothur	4.0	mothur_0.0
mothur_0.1	sample	4.0	mothur	4.0	mothur_0.1
mothur_0.2	sample	4.0	mothur	4.0	mothur_0.2
mothur_0.3	sample	4.0	mothur	4.0	mothur_0.3
344	otu	0.0	p__Firmicutes	0.0	f__Peptostreptococcaceae_g__
345	otu	0.000221242303188	p__Proteobacteria	0.000221242303188	f__Moraxellaceae_g__Alkanindiges
346	otu	0.0	p__Proteobacteria	0.0	f__Caulobacteraceae_g__
347	otu	0.0	p__Euryarchaeota	0.0	f__Methanobacteriaceae_g__Methanothermobacter
340	otu	0.0	p__Proteobacteria	0.0	f__Nautiliaceae_g__Nautilia
341	otu	0.000983145484791	p__Firmicutes	0.000983145484791	f__Streptococcaceae_g__
342	otu	5.53105757969e-06	p__Euryarchaeota	5.53105757969e-06	Other_Other
343	otu	9.67935076445e-06	p__Proteobacteria	9.67935076445e-06	f__Rhizobiaceae_g__Sinorhizobium
348	otu	0.0	p__WS2	0.0	f___g__
349	otu	2.76552878985e-06	p__Proteobacteria	2.76552878985e-06	f___g__
298	otu	0.0	p__Fusobacteria	0.0	f__Leptotrichiaceae_g__Streptobacillus
299	otu	0.0	p__Proteobacteria	0.0	f__Rhodobacteraceae_g__Phaeobacter
296	otu	6.91382197462e-06	p__Firmicutes	6.91382197462e-06	f__Listeriaceae_Other
297	otu	0.000311121988857	p__Actinobacteria	0.000311121988857	Other_Other
294	otu	0.0	p__Proteobacteria	0.0	f__Rhizobiaceae_Other
295	otu	0.0058738613375	p__Actinobacteria	0.0058738613375	f__Propionibacteriaceae_g__Propionibacterium
292	otu	0.000116152209174	p__Proteobacteria	0.000116152209174	f__Hyphomicrobiaceae_g__Devosia
293	otu	8.29658636953e-06	p__Proteobacteria	8.29658636953e-06	f__Pseudomonadaceae_g__Azomonas
290	otu	1.10621151594e-05	p__Firmicutes	1.10621151594e-05	f___g__
291	otu	4.28656962426e-05	p__Proteobacteria	4.28656962426e-05	f__Pelobacteraceae_g__Pelobacter
270	otu	1.7975937134e-05	p__Proteobacteria	1.7975937134e-05	f__Desulfobacteraceae_g__Desulfofaba
271	otu	0.000785410176316	p__Firmicutes	0.000785410176316	f__Bacillaceae_Other
272	otu	1.38276439492e-06	p__Proteobacteria	1.38276439492e-06	f__Rhizobiaceae_g__Agrobacterium
273	otu	0.000118917737963	p__Firmicutes	0.000118917737963	f__Enterococcaceae_g__Vagococcus
274	otu	1.10621151594e-05	p__Proteobacteria	1.10621151594e-05	f__Phyllobacteriaceae_g__
275	otu	0.371111826886	p__Actinobacteria	0.371111826886	f__Actinomycetaceae_g__Actinomyces
276	otu	1.38276439492e-06	p__Firmicutes	1.38276439492e-06	f__Gemellaceae_g__
277	otu	1.38276439492e-06	p__Proteobacteria	1.38276439492e-06	f___g__
278	otu	8.15830993005e-05	p__Proteobacteria	8.15830993005e-05	f___g__
279	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Yersinia
108	otu	0.0	p__Euryarchaeota	0.0	Other_Other
109	otu	5.5310575797e-06	p__Firmicutes	5.5310575797e-06	f__Ruminococcaceae_Other
