Taxon	Even3	Even2	Even1
No blast hit;Other;Other;Other	0.00315044137372	0.0030960290818	0.000433778772826
None;Other;Other;Other	0.140787298419	0.126737168003	0.138095571259
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	7.79812221217e-06	0.0	6.99643181977e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.0	0.0	2.09892954593e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	3.11924888487e-05	0.0	6.99643181977e-06
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;p__Acidobacteria;c__;o__	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	0.0	4.34835545197e-05	0.000202896522773
k__Bacteria;p__Acidobacteria;c__Acidobacteria-2;o__	0.0	2.60901327118e-05	0.00030084656825
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	5.45868554852e-05	9.56638199433e-05	4.89750227384e-05
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__	7.79812221217e-05	3.47868436157e-05	6.99643181977e-06
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	3.11924888487e-05	3.47868436157e-05	4.89750227384e-05
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.000233943666365	0.000156540796271	0.000258867977332
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0841027480583	0.080844624563	0.0876023228154
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	0.0	3.47868436157e-05	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	3.89906110609e-05	8.69671090394e-06	0.0
k__Bacteria;p__Armatimonadetes;c__S1a-1H;o__	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadetes];o__[Fimbriimonadales]	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.21721669422	0.23254135286	0.229993703211
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__	7.79812221217e-06	1.73934218079e-05	6.99643181977e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.000163760566456	0.000156540796271	0.000118939340936
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.000296328644063	0.000356565147061	0.000405793045547
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208	1.55962444243e-05	8.69671090394e-06	2.09892954593e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12	0.0	0.0	1.39928636395e-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Roseiflexales	3.11924888487e-05	5.21802654236e-05	0.0
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	0.0	8.69671090394e-06	5.59714545582e-05
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales	2.33943666365e-05	3.47868436157e-05	6.99643181977e-06
k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	7.79812221217e-06	0.0	6.99643181977e-06
