Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered1	HMPMockV1.2.Staggered2
Archaea;Euryarchaeota;Methanobacteria	0.00422088115254	0.00429032372443	0.0847392081984	0.0822078893917
Bacteria;Actinobacteria;Actinobacteria	0.00240694875641	0.00400666595752	9.66790738145e-05	0.0
Bacteria;Bacteroidetes;Bacteroidia	0.00809292915199	0.00836790412367	9.66790738145e-05	0.000142536435876
Bacteria;Deinococcus-Thermus;Deinococci	0.0198137230962	0.0248200546041	0.000241697684536	0.000213804653815
Bacteria;Firmicutes;Bacilli	0.203788328043	0.228344502358	0.477014550201	0.454121084702
Bacteria;Firmicutes;Clostridia	0.00558133044965	0.00826153246109	0.00836273988495	0.00776823575526
Bacteria;Proteobacteria;Alphaproteobacteria	0.00362786479227	0.0045030670496	0.0416203412771	0.0440081245768
Bacteria;Proteobacteria;Betaproteobacteria	0.00662782990895	0.00932524908698	0.00106346981196	0.000748316288351
Bacteria;Proteobacteria;Epsilonproteobacteria	0.00641853001709	0.00663050030139	0.000435055832165	0.000677048070413
Bacteria;Proteobacteria;Gammaproteobacteria	0.739421634632	0.701450200333	0.386329578963	0.410112960125
