Taxon	MockHiSeq.even
NOHIT;Other;Other	2.78971154383e-05
Unclassified;Other;Other	0.143878104822
k__Bacteria; p__Actinobacteria; c__Actinobacteria	0.0402808985914
k__Bacteria; p__Bacteroidetes; c__Bacteroidia	0.344184465872
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia	1.52166084209e-05
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia	3.55054196487e-05
k__Bacteria; p__Firmicutes; c__Bacilli	0.00426572256065
k__Bacteria; p__Firmicutes; c__Clostridia	0.324273533753
k__Bacteria; p__Firmicutes; c__Erysipelotrichi	3.29693182452e-05
k__Bacteria; p__Fusobacteria; c__Fusobacteria	5.07220280696e-06
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]	0.000172454895437
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	7.10108392974e-05
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	9.63718533322e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.123705954259
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae	0.0189294608756
k__Bacteria;Other;Other	2.53610140348e-05
