#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	3.0	blast	3.0	blast_1.0
rtax_single	sample	3.0	rtax	3.0	rtax_single
rdp_0.6	sample	3.0	rdp	3.0	rdp_0.6
rdp_0.7	sample	3.0	rdp	3.0	rdp_0.7
rdp_0.4	sample	3.0	rdp	3.0	rdp_0.4
rdp_0.5	sample	3.0	rdp	3.0	rdp_0.5
rdp_0.2	sample	3.0	rdp	3.0	rdp_0.2
rdp_0.3	sample	3.0	rdp	3.0	rdp_0.3
rdp_0.0	sample	3.0	rdp	3.0	rdp_0.0
rdp_0.1	sample	3.0	rdp	3.0	rdp_0.1
Expected	sample	3.0	Expected	3.0	Expected
blast_1e-06	sample	3.0	blast	3.0	blast_1e-06
rdp_0.8	sample	3.0	rdp	3.0	rdp_0.8
rdp_0.9	sample	3.0	rdp	3.0	rdp_0.9
mothur_1.0	sample	3.0	mothur	3.0	mothur_1.0
blast_1e-30	sample	3.0	blast	3.0	blast_1e-30
blast_100.0	sample	3.0	blast	3.0	blast_100.0
blast_1e-10	sample	3.0	blast	3.0	blast_1e-10
blast_0.0001	sample	3.0	blast	3.0	blast_0.0001
rdp_1.0	sample	3.0	rdp	3.0	rdp_1.0
mothur_0.8	sample	3.0	mothur	3.0	mothur_0.8
mothur_0.9	sample	3.0	mothur	3.0	mothur_0.9
mothur_0.4	sample	3.0	mothur	3.0	mothur_0.4
mothur_0.5	sample	3.0	mothur	3.0	mothur_0.5
mothur_0.6	sample	3.0	mothur	3.0	mothur_0.6
mothur_0.7	sample	3.0	mothur	3.0	mothur_0.7
mothur_0.0	sample	3.0	mothur	3.0	mothur_0.0
mothur_0.1	sample	3.0	mothur	3.0	mothur_0.1
mothur_0.2	sample	3.0	mothur	3.0	mothur_0.2
mothur_0.3	sample	3.0	mothur	3.0	mothur_0.3
66	otu	0.0	Eurotiomycetes	0.0	Trichocomaceae_Penicillium
210	otu	0.18265739467	Saccharomycetes	0.18265739467	Pichiaceae_Pichia
133	otu	0.0	Saccharomycetes	0.0	Saccharomycetaceae_Debaryomyces
132	otu	0.000356097174962	Sordariomycetes	0.000356097174962	Nectriaceae_Fusarium
131	otu	0.019229247448	Sordariomycetes	0.019229247448	Nectriaceae_Fusarium
130	otu	0.00130568964153	Sordariomycetes	0.00130568964153	Microascaceae_Scopulariopsis
137	otu	0.0967792988842	Saccharomycetes	0.0967792988842	Pichiaceae_Other
136	otu	0.000395663527736	Eurotiomycetes	0.000395663527736	Trichocomaceae_Penicillium
135	otu	1.01489673182	Saccharomycetes	1.01489673182	Other_Other
134	otu	0.809685843159	Sordariomycetes	0.809685843159	Nectriaceae_Fusarium
139	otu	0.580675793305	Saccharomycetes	0.580675793305	Pichiaceae_Issatchenkia
138	otu	0.434517686159	Saccharomycetes	0.434517686159	Dipodascaceae_Geotrichum
93	otu	3.95663527736e-05	Eurotiomycetes	3.95663527736e-05	Other_Other
24	otu	5.2030489867e-05	Sordariomycetes	5.2030489867e-05	Other_Other
25	otu	0.503577096179	Saccharomycetes	0.503577096179	Dipodascaceae_Other
26	otu	0.000156091469601	Sordariomycetes	0.000156091469601	Magnaporthaceae_Gaeumannomyces
27	otu	0.000130076224668	Saccharomycetes	0.000130076224668	Incertae_sedis_Candida
20	otu	0.0574416608132	Saccharomycetes	0.0574416608132	Dipodascaceae_Geotrichum
21	otu	0.181456333411	Eurotiomycetes	0.181456333411	Trichocomaceae_Other
22	otu	0.000156091469601	Eurotiomycetes	0.000156091469601	Trichocomaceae_Penicillium
23	otu	2.60152449335e-05	Eurotiomycetes	2.60152449335e-05	Other_Other
95	otu	0.419284640342	Saccharomycetes	0.419284640342	Dipodascaceae_Other
28	otu	0.058326179141	Eurotiomycetes	0.058326179141	Trichocomaceae_Penicillium
29	otu	1.75615910924	Other	1.75615910924	Other_Other
94	otu	3.95663527736e-05	Sordariomycetes	3.95663527736e-05	Other_Other
4	otu	0.0625	Eurotiomycetes	0.0625	Trichocomaceae_Penicillium
8	otu	1.12913967585	Sordariomycetes	1.12913967585	Nectriaceae_Fusarium
96	otu	0.000118699058321	Sordariomycetes	0.000118699058321	Magnaporthaceae_Gaeumannomyces
68	otu	0.26592783371	Saccharomycetes	0.26592783371	Dipodascaceae_Geotrichum
120	otu	0.0626978317639	Sordariomycetes	0.0626978317639	Nectriaceae_Fusarium
121	otu	0.0919324206694	Saccharomycetes	0.0919324206694	Saccharomycetaceae_Zygosaccharomyces
122	otu	5.09652211759	Saccharomycetes	5.09652211759	Dipodascaceae_Galactomyces
123	otu	0.217733639314	Sordariomycetes	0.217733639314	Microascaceae_Scopulariopsis
124	otu	0.190848302603	Sordariomycetes	0.190848302603	Other_Other
125	otu	0.000237398116642	Sordariomycetes	0.000237398116642	Amphisphaeriaceae_Bartalinia
126	otu	0.154610469257	Sordariomycetes	0.154610469257	Microascaceae_Scopulariopsis
127	otu	0.000237398116642	Eurotiomycetes	0.000237398116642	Trichocomaceae_Penicillium
128	otu	0.0914180580834	Sordariomycetes	0.0914180580834	Other_Other
129	otu	0.290397246182	Saccharomycetes	0.290397246182	Pichiaceae_Issatchenkia
69	otu	0.64590650121	Saccharomycetes	0.64590650121	Pichiaceae_Issatchenkia
91	otu	0.199216586215	Eurotiomycetes	0.199216586215	Trichocomaceae_Other
59	otu	0.323187387809	Saccharomycetes	0.323187387809	Pichiaceae_Issatchenkia
58	otu	0.0800228934155	Sordariomycetes	0.0800228934155	Other_Other
55	otu	0.000156091469601	Sordariomycetes	0.000156091469601	Amphisphaeriaceae_Bartalinia
54	otu	0.164624469939	Sordariomycetes	0.164624469939	Other_Other
57	otu	0.0	Eurotiomycetes	0.0	Trichocomaceae_Penicillium
56	otu	0.151966427327	Sordariomycetes	0.151966427327	Microascaceae_Scopulariopsis
51	otu	0.101147272302	Saccharomycetes	0.101147272302	Saccharomycetaceae_Zygosaccharomyces
50	otu	0.0626821067145	Sordariomycetes	0.0626821067145	Nectriaceae_Fusarium
53	otu	0.212154322433	Sordariomycetes	0.212154322433	Microascaceae_Scopulariopsis
52	otu	5.40002991753	Saccharomycetes	5.40002991753	Dipodascaceae_Galactomyces
90	otu	0.040713777004	Saccharomycetes	0.040713777004	Dipodascaceae_Geotrichum
146	otu	1.51748896318	Saccharomycetes	1.51748896318	Pichiaceae_Pichia
199	otu	0.359848363671	Saccharomycetes	0.359848363671	Pichiaceae_Issatchenkia
198	otu	0.0973799545731	Sordariomycetes	0.0973799545731	Other_Other
147	otu	0.0232413065037	Sordariomycetes	0.0232413065037	Nectriaceae_Fusarium
195	otu	9.59723599602e-05	Sordariomycetes	9.59723599602e-05	Amphisphaeriaceae_Bartalinia
194	otu	0.20218177165	Sordariomycetes	0.20218177165	Other_Other
197	otu	0.0	Eurotiomycetes	0.0	Trichocomaceae_Penicillium
67	otu	0.107703114025	Saccharomycetes	0.107703114025	Pichiaceae_Other
191	otu	0.0868549857641	Saccharomycetes	0.0868549857641	Saccharomycetaceae_Zygosaccharomyces
190	otu	0.0627399308999	Sordariomycetes	0.0627399308999	Nectriaceae_Fusarium
193	otu	0.237611567869	Sordariomycetes	0.237611567869	Microascaceae_Scopulariopsis
192	otu	5.54413928788	Saccharomycetes	5.54413928788	Dipodascaceae_Galactomyces
115	otu	0.000474796233284	Sordariomycetes	0.000474796233284	Microascaceae_Other
114	otu	3.16321615097	Saccharomycetes	3.16321615097	Incertae_sedis_Candida
88	otu	1.05709424705	Eurotiomycetes	1.05709424705	Trichocomaceae_Penicillium
89	otu	0.0625	Saccharomycetes	0.0625	Saccharomycetaceae_Zygosaccharomyces
111	otu	1.97831763868e-05	Saccharomycetes	1.97831763868e-05	Saccharomycetaceae_Other
110	otu	4.62107303949	Saccharomycetes	4.62107303949	Dipodascaceae_Galactomyces
113	otu	0.0	Saccharomycetes	0.0	Dipodascaceae_Galactomyces
112	otu	0.00320487457466	Eurotiomycetes	0.00320487457466	Trichocomaceae_Aspergillus
82	otu	0.000316530822189	Eurotiomycetes	0.000316530822189	Trichocomaceae_Penicillium
83	otu	7.91327055472e-05	Eurotiomycetes	7.91327055472e-05	Trichocomaceae_Penicillium
80	otu	0.00320487457466	Sordariomycetes	0.00320487457466	Nectriaceae_Fusarium
81	otu	9.8915881934e-05	Sordariomycetes	9.8915881934e-05	Incertae_sedis_Other
119	otu	0.180363219118	Sordariomycetes	0.180363219118	Nectriaceae_Other
118	otu	0.000158265411094	Sordariomycetes	0.000158265411094	Nectriaceae_Cylindrocladiella
84	otu	0.692134209068	Saccharomycetes	0.692134209068	Dipodascaceae_Geotrichum
85	otu	0.000178048587481	Saccharomycetes	0.000178048587481	Incertae_sedis_Candida
140	otu	0.159694745588	Saccharomycetes	0.159694745588	Pichiaceae_Pichia
141	otu	0.0	Sordariomycetes	0.0	Nectriaceae_Nectria
3	otu	1.7234839616	Saccharomycetes	1.7234839616	Pichiaceae_Issatchenkia
7	otu	0.0247665131767	Sordariomycetes	0.0247665131767	Nectriaceae_Fusarium
92	otu	0.000870459761022	Eurotiomycetes	0.000870459761022	Trichocomaceae_Penicillium
108	otu	1.41531316768	Saccharomycetes	1.41531316768	Saccharomycetaceae_Kluyveromyces
109	otu	0.717427000079	Eurotiomycetes	0.717427000079	Trichocomaceae_Penicillium
102	otu	0.58489455567	Saccharomycetes	0.58489455567	Pichiaceae_Pichia
103	otu	0.00049457940967	Sordariomycetes	0.00049457940967	Nectriaceae_Gibberella
100	otu	0.522513254729	Saccharomycetes	0.522513254729	Dipodascaceae_Galactomyces
101	otu	0.628852773601	Saccharomycetes	0.628852773601	Saccharomycetaceae_Debaryomyces
106	otu	0.0	Saccharomycetes	0.0	Incertae_sedis_Candida
107	otu	0.00383793621904	Other	0.00383793621904	Other_Other
104	otu	0.000593495291604	Sordariomycetes	0.000593495291604	Nectriaceae_Fusarium
105	otu	0.00142438869985	Sordariomycetes	0.00142438869985	Niessliaceae_Rosasphaeria_moravica
39	otu	0.662500975572	Eurotiomycetes	0.662500975572	Trichocomaceae_Penicillium
38	otu	1.56233090091	Saccharomycetes	1.56233090091	Saccharomycetaceae_Kluyveromyces
33	otu	0.000156091469601	Sordariomycetes	0.000156091469601	Nectriaceae_Gibberella
32	otu	0.623024467339	Saccharomycetes	0.623024467339	Pichiaceae_Pichia
31	otu	0.704972488878	Saccharomycetes	0.704972488878	Saccharomycetaceae_Debaryomyces
30	otu	0.551523192591	Saccharomycetes	0.551523192591	Dipodascaceae_Galactomyces
37	otu	0.00421446967923	Other	0.00421446967923	Other_Other
36	otu	5.2030489867e-05	Saccharomycetes	5.2030489867e-05	Incertae_sedis_Candida
35	otu	0.000780457348008	Sordariomycetes	0.000780457348008	Niessliaceae_Rosasphaeria_moravica
34	otu	0.000624365878404	Sordariomycetes	0.000624365878404	Nectriaceae_Fusarium
60	otu	0.00153489945108	Sordariomycetes	0.00153489945108	Microascaceae_Scopulariopsis
61	otu	0.0181066104737	Sordariomycetes	0.0181066104737	Nectriaceae_Fusarium
62	otu	0.0	Sordariomycetes	0.0	Nectriaceae_Fusarium
63	otu	2.60152449335e-05	Saccharomycetes	2.60152449335e-05	Saccharomycetaceae_Debaryomyces
64	otu	0.704154634616	Sordariomycetes	0.704154634616	Nectriaceae_Fusarium
65	otu	1.16282941804	Saccharomycetes	1.16282941804	Other_Other
179	otu	0.702753606961	Eurotiomycetes	0.702753606961	Trichocomaceae_Penicillium
178	otu	1.27690225215	Saccharomycetes	1.27690225215	Saccharomycetaceae_Kluyveromyces
177	otu	0.00363095428517	Other	0.00363095428517	Other_Other
176	otu	3.19907866534e-05	Saccharomycetes	3.19907866534e-05	Incertae_sedis_Candida
175	otu	0.00124764067948	Sordariomycetes	0.00124764067948	Niessliaceae_Rosasphaeria_moravica
174	otu	0.000671806519722	Sordariomycetes	0.000671806519722	Nectriaceae_Fusarium
173	otu	0.000431875619821	Sordariomycetes	0.000431875619821	Nectriaceae_Gibberella
172	otu	0.643804584281	Saccharomycetes	0.643804584281	Pichiaceae_Pichia
171	otu	0.687743929748	Saccharomycetes	0.687743929748	Saccharomycetaceae_Debaryomyces
170	otu	0.549457756166	Saccharomycetes	0.549457756166	Dipodascaceae_Galactomyces
145	otu	0.000319907866534	Eurotiomycetes	0.000319907866534	Trichocomaceae_Aspergillus
182	otu	0.0014395853994	Eurotiomycetes	0.0014395853994	Trichocomaceae_Aspergillus
183	otu	0.000511852586455	Saccharomycetes	0.000511852586455	Dipodascaceae_Galactomyces
180	otu	2.48710771298	Saccharomycetes	2.48710771298	Dipodascaceae_Galactomyces
181	otu	4.79861799801e-05	Saccharomycetes	4.79861799801e-05	Saccharomycetaceae_Other
186	otu	0.0	Eurotiomycetes	0.0	Herpotrichiellaceae_Phialophora
187	otu	3.19907866534e-05	Sordariomycetes	3.19907866534e-05	Incertae_sedis_Calcarisporium
184	otu	3.66995705237	Saccharomycetes	3.66995705237	Incertae_sedis_Candida
6	otu	1.52351615547	Saccharomycetes	1.52351615547	Pichiaceae_Pichia
188	otu	0.0	Sordariomycetes	0.0	Nectriaceae_Cylindrocladiella
189	otu	0.191928724527	Sordariomycetes	0.191928724527	Nectriaceae_Other
196	otu	0.162839102338	Sordariomycetes	0.162839102338	Microascaceae_Scopulariopsis
97	otu	1.97831763868e-05	Saccharomycetes	1.97831763868e-05	Incertae_sedis_Candida
185	otu	0.000239930899901	Sordariomycetes	0.000239930899901	Microascaceae_Other
142	otu	4.79861799802e-05	Sordariomycetes	4.79861799802e-05	Incertae_sedis_Stachybotrys
99	otu	1.71340112368	Other	1.71340112368	Other_Other
98	otu	0.0642755400807	Eurotiomycetes	0.0642755400807	Trichocomaceae_Penicillium
168	otu	0.0625579833008	Eurotiomycetes	0.0625579833008	Trichocomaceae_Penicillium
169	otu	1.76625931732	Other	1.76625931732	Other_Other
164	otu	0.000111967753287	Sordariomycetes	0.000111967753287	Other_Other
165	otu	0.486947759046	Saccharomycetes	0.486947759046	Dipodascaceae_Other
166	otu	0.0	Sordariomycetes	0.0	Magnaporthaceae_Gaeumannomyces
167	otu	6.39815733068e-05	Saccharomycetes	6.39815733068e-05	Incertae_sedis_Candida
160	otu	0.0518410697719	Saccharomycetes	0.0518410697719	Dipodascaceae_Geotrichum
161	otu	0.194471992066	Eurotiomycetes	0.194471992066	Trichocomaceae_Other
162	otu	0.000831760452991	Eurotiomycetes	0.000831760452991	Trichocomaceae_Penicillium
163	otu	1.59953933267e-05	Eurotiomycetes	1.59953933267e-05	Other_Other
11	otu	0.000130076224668	Sordariomycetes	0.000130076224668	Incertae_sedis_Other
10	otu	0.00218528057441	Sordariomycetes	0.00218528057441	Nectriaceae_Fusarium
13	otu	0.0	Eurotiomycetes	0.0	Trichocomaceae_Penicillium
12	otu	0.000286167694269	Eurotiomycetes	0.000286167694269	Trichocomaceae_Penicillium
15	otu	0.000234137204401	Saccharomycetes	0.000234137204401	Incertae_sedis_Candida
14	otu	0.976508233824	Saccharomycetes	0.976508233824	Dipodascaceae_Geotrichum
17	otu	0.313275579491	Saccharomycetes	0.313275579491	Saccharomycetaceae_Zygosaccharomyces
16	otu	0.0	Agaricomycetes	0.0	Boletineae_sp_AW_2007a_Boletineae_sp_AW_2007a
19	otu	0.0625	Saccharomycetes	0.0625	Saccharomycetaceae_Zygosaccharomyces
18	otu	0.96493144983	Eurotiomycetes	0.96493144983	Trichocomaceae_Penicillium
143	otu	1.91946319459	Saccharomycetes	1.91946319459	Pichiaceae_Issatchenkia
117	otu	0.0	Sordariomycetes	0.0	Incertae_sedis_Calcarisporium
116	otu	0.000118699058321	Eurotiomycetes	0.000118699058321	Herpotrichiellaceae_Phialophora
151	otu	0.00019194471992	Sordariomycetes	0.00019194471992	Incertae_sedis_Other
150	otu	0.00134361303944	Sordariomycetes	0.00134361303944	Nectriaceae_Fusarium
153	otu	0.0	Eurotiomycetes	0.0	Trichocomaceae_Penicillium
152	otu	0.000191944719921	Eurotiomycetes	0.000191944719921	Trichocomaceae_Penicillium
155	otu	0.0	Saccharomycetes	0.0	Incertae_sedis_Candida
154	otu	0.881298186122	Saccharomycetes	0.881298186122	Dipodascaceae_Geotrichum
