#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29
MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-0.00573999393499	-0.00372920349657	0.00144831045328	0.000282267379756	-0.000101307828154	1.55309535843e-05	2.28429227092e-05	1.85777434109e-05	-1.9528954262e-05	-4.78586200909e-06	7.75921884582e-06	-7.70013526717e-06	-4.00653899824e-08	2.23949491365e-08	1.4709890871e-07	4.68041171061e-08	1.02642603646e-07	8.60267066576e-08	5.77948205561e-08	1.28727224741e-07	4.99452706164e-08	2.15660707337e-08	3.35517146008e-09	2.99012949941e-09	2.51213033234e-11	-2.13716792202e-09	-1.25208166414e-09	-5.22122139221e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	-0.000920541765721	-0.0103100911368	0.00525648035484	0.00311032407712	0.000404783073883	9.64883206979e-05	-6.28587588411e-05	-2.43835833741e-05	4.60239446486e-06	-1.72121615277e-05	8.59045071845e-06	-1.81402706898e-05	1.00591381894e-06	-1.51096056789e-06	-8.25754112687e-07	3.1075871561e-07	2.00701933788e-07	3.57208531072e-07	-3.52020967556e-07	-1.81209773778e-08	4.66956658303e-08	3.94396617459e-08	2.1838709143e-09	2.29435391352e-10	1.81312458279e-11	-2.13716792202e-09	-1.25208166414e-09	-5.22122139221e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.0297677901599	-0.0313526041934	-0.00529055900749	0.00144097911496	-0.000987575934113	0.000121687556032	4.91567206426e-05	4.40869027927e-05	-0.000178658369649	-3.88925137473e-05	3.16172046482e-05	-3.63581400772e-05	-4.06277115646e-06	-2.67818938774e-06	-1.06903916973e-06	1.54129874452e-07	1.09793527811e-06	-9.72193412133e-07	-3.50331027942e-07	1.17013087107e-06	3.19233526253e-07	1.98304735917e-07	3.00872229098e-08	-2.69132261862e-11	2.09655705897e-10	-2.13716792202e-09	-1.25208166414e-09	-5.22122139219e-11	-2.35092039784e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.0380703781469	-0.011320388768	-0.00315993202503	0.00377843730653	-0.00100580475783	-0.00074470400712	-0.0001194419241	2.23148442838e-05	0.000122601149461	-0.000311161081839	3.42058954373e-05	-0.000129425935355	-4.16710909399e-05	-1.0019623677e-05	-1.8183652064e-06	8.7963970834e-06	1.46329512153e-06	6.68865613526e-06	2.75129341302e-06	1.60806653842e-07	3.00225474186e-07	-5.07368056075e-08	1.98088205739e-08	-9.8806787372e-08	1.12546434434e-10	-2.13716792202e-09	-1.25208166414e-09	-5.22122139221e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	-0.0016665988649	0.00290600968928	-0.00197301707919	-0.00116988627042	-0.000158918356687	-2.23850498799e-05	6.35022893623e-05	1.17807934935e-05	-1.78978797556e-05	-2.57613721432e-05	2.44826478922e-06	8.44500613792e-07	1.35380054644e-06	2.34124590041e-07	-2.89873606184e-08	-5.21278127221e-08	-1.48231983436e-07	-6.26488327825e-08	-1.52406129166e-08	7.63777460381e-08	-1.97428750217e-08	-1.79904539871e-08	-1.09941958251e-09	-1.21390184083e-09	-7.40486292109e-12	-2.13716792202e-09	-1.25208166414e-09	-5.22122139222e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	0.201601428834	-0.00763002878207	0.00410830315443	0.00775951907057	0.00529045192096	4.22241687704e-05	0.000927378647457	-0.000289722756136	-1.37887274633e-05	0.00066274589334	-8.17081076486e-05	0.000225970082464	0.000124214550083	2.67470533604e-05	-6.17759543295e-07	-1.32519720707e-05	-3.53571806703e-06	-1.0684648123e-05	-4.71722069994e-06	-1.452024036e-06	-5.70387090378e-07	8.62008273702e-08	-5.46330218133e-08	1.36078505078e-07	-3.40124771069e-10	-2.13716792202e-09	-1.25208166414e-09	-5.22122139227e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.00613702351655	-0.0857181588019	-0.0230450776537	-0.0503428875426	0.0270903994048	4.61755775917e-05	-0.00159909754995	0.000539431321858	-0.00154542467198	-0.000101343980185	0.000446484674937	-3.32600699924e-05	-0.000187595335926	-2.52213004145e-05	-7.27378510418e-07	3.60521200117e-06	4.65060962952e-06	3.89867484462e-06	-1.23120631253e-06	1.41687738988e-07	5.22616537297e-08	3.79162387051e-07	2.02031814018e-08	-1.19364279039e-07	5.8232090561e-11	-2.13716792202e-09	-1.25208166414e-09	-5.22122139223e-11	-2.35092039784e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	-0.0192122594472	-0.0168147522821	0.00781777750616	0.00264512527341	0.000495464253058	-0.0001916137387	-0.000660941630137	-0.000148198067152	0.000396340241403	0.000722506700033	-0.00016798069061	9.69575284132e-05	-1.70070437052e-05	5.51797770777e-06	7.2830042721e-06	-3.43618784247e-06	2.36831760673e-06	-1.39482627681e-06	-4.77949932126e-08	-1.85037641229e-06	-4.54494984889e-08	4.07976487842e-08	-1.33715094611e-08	4.36147530711e-08	-8.52390460763e-11	-2.13716792202e-09	-1.25208166414e-09	-5.22122139223e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.0788065378688	0.0838822295123	0.11890738932	-0.00345275510357	0.00492332544772	-0.000206079269969	0.00114412003726	0.000674510948444	0.000358178217963	-9.79928601759e-06	0.000121230325696	-1.05898945945e-05	3.35043028761e-05	-1.15577884947e-05	-1.01859779615e-05	-6.13878970673e-07	-2.82948324186e-06	7.78859320257e-07	-2.84740911566e-06	-9.71118760012e-07	3.99334496693e-08	-2.17685136709e-07	7.69367855468e-08	8.11300051092e-09	6.18254728441e-10	-2.13716792202e-09	-1.25208166414e-09	-5.22122139208e-11	-2.35092039785e-11	1.21319345424e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	-0.0183966683146	0.0119770010749	-0.0112480373619	-0.00680636859258	-0.0011348245192	-0.00019371698049	0.000258660252556	8.5635476499e-05	-7.84815440253e-05	2.45161627735e-05	1.03527495118e-06	2.7334621721e-05	2.56481930813e-06	3.3583671713e-06	1.67913859581e-06	-6.91765773923e-07	-7.51987100349e-07	-1.16202818139e-06	-6.53303320419e-08	5.52146338411e-07	-4.47263406532e-07	-2.99575591142e-07	-2.91322425555e-08	-2.08300803834e-08	-1.95041953643e-10	-2.13716792202e-09	-1.25208166414e-09	-5.22122139224e-11	-2.35092039785e-11	1.21319345424e-10
MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	-0.0684813406111	-0.0247263399021	-0.0549399976837	0.0630008402385	-0.0021007633228	0.000734287144066	0.00189316841542	0.000302031936078	0.0002703242753	-0.000465984768045	-0.000417783108522	0.000983418894694	1.55382325004e-06	8.13605659801e-05	3.73719021303e-05	-3.21110239721e-05	-1.71104346475e-05	-1.97838124978e-05	-5.03507638871e-06	-1.07908039686e-05	-6.09916824396e-06	-2.85834681588e-06	-3.7732386723e-07	-4.58794445184e-08	-2.7658877181e-09	-2.13716792203e-09	-1.25208166415e-09	-5.2212213926e-11	-2.35092039788e-11	1.21319345425e-10
MockHiSeq.even;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	-0.0180620104323	-0.000650697028184	-0.00192910968743	-0.00270973732736	-0.000616957690112	-0.000337283551232	-0.000568304128419	-6.17473420048e-05	0.000337045087723	0.000744576566332	-0.000164213010637	0.000123768119027	-2.14868004111e-05	8.18731253264e-06	8.43512134609e-06	-4.58031354906e-06	2.47235580226e-06	-1.57434538329e-06	7.41487832333e-07	-1.46822418848e-06	-1.005045765e-07	-5.5465216577e-08	-1.43478277202e-08	4.53802875768e-08	-9.53732685712e-11	-2.13716792202e-09	-1.25208166414e-09	-5.22122139223e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	-0.0678491389955	0.0325469454923	0.00452048129635	0.0238506824724	0.00310851874664	-9.73716222658e-05	0.00129391129555	-0.00145300842902	-0.00144891960794	0.000323208230924	5.32135833402e-05	0.000395537352336	-0.000121597353112	1.63249748674e-05	1.35131158371e-05	-1.39676307666e-05	-5.7273426652e-06	-8.70354633072e-06	-5.05121585712e-06	-3.50492941048e-06	-1.30329619672e-06	-8.02885532014e-07	-1.34085163245e-07	1.50445888706e-07	-1.19886116295e-09	-2.13716792203e-09	-1.25208166415e-09	-5.22122139236e-11	-2.35092039787e-11	1.21319345424e-10
MockHiSeq.even;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	-0.0178889549709	0.0018022886057	-0.00338397272439	-0.00342661528529	-0.000786525489216	-0.000373273775281	-0.00058313314656	-4.43668073602e-05	0.000342529599057	0.000780557630296	-0.000174306016098	0.000130959124769	-2.41838981568e-05	9.01775696557e-06	8.94913103918e-06	-5.55577709969e-06	3.38127144733e-06	-1.25442695379e-06	-5.15973410993e-08	-1.89337376598e-06	-2.53067272518e-07	-1.11797173084e-07	-3.04043481406e-08	4.8457473813e-08	-1.99800864299e-10	-2.13716792202e-09	-1.25208166414e-09	-5.22122139224e-11	-2.35092039785e-11	1.21319345424e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	-0.0290495113643	-0.0138804642238	-0.0414219468724	0.00849395147006	0.00783910888032	0.00104191266365	0.000286636210192	0.000365350001826	0.000113724251419	0.000384384190722	0.000771379811977	-0.000185576327459	-0.000252107498542	-5.01391177986e-05	-1.19447468638e-05	5.08962187949e-06	1.01502511201e-05	3.07034403269e-06	-1.53879005711e-06	1.76317059994e-06	2.51958086571e-06	1.73103063614e-06	1.67307576521e-07	1.66473445528e-07	1.14583589166e-09	-2.13716792202e-09	-1.25208166414e-09	-5.22122139207e-11	-2.35092039783e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.0932368819693	-0.0687275024696	0.015261421475	-0.0421664404884	-0.0558601448934	-0.0011200082255	0.000738889659348	-0.0017231083013	0.000266768747723	0.00108957894963	0.00119679765325	-9.20705639599e-05	-0.000550504865284	-5.01674429121e-05	2.09148392702e-05	-1.02779690081e-05	1.98596824314e-05	-1.6210185919e-06	6.2343973944e-06	4.32895136208e-06	3.37004415086e-06	7.89449426844e-07	2.26805997285e-07	2.66145175862e-07	1.63718576858e-09	-2.13716792202e-09	-1.25208166414e-09	-5.22122139201e-11	-2.35092039782e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	-0.0771209041882	0.062096684436	0.083541332461	0.00933686932929	0.00392583451683	0.000434820543242	0.000656586684293	5.07509045115e-05	-5.30764253109e-05	-3.11280656984e-05	3.62142549644e-05	-2.21222588448e-05	3.69003434976e-05	-8.54211039128e-06	-8.96209737481e-06	1.49704893428e-07	-5.95974456146e-06	2.29232606053e-06	-3.20773788746e-06	-1.66992446627e-06	2.39982647873e-08	3.42569622082e-07	-9.06300354912e-08	2.11764127918e-07	-5.21811479234e-10	-2.13716792203e-09	-1.25208166415e-09	-5.22122139224e-11	-2.35092039786e-11	1.21319345424e-10
MockHiSeq.even;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	-0.03411741386	-0.0198384728093	0.00770193694505	0.000514739007344	-0.000807195340438	8.43991718536e-05	0.000169841917015	0.000129871068964	-0.000153571211727	-1.30534055182e-05	4.55881297066e-05	-3.19627749041e-05	-5.1340709705e-06	-2.89778772954e-06	-4.39713811472e-07	1.17949275909e-06	2.54995908187e-07	-8.94387567908e-08	-3.96389957346e-07	8.70247055211e-07	-6.28025703846e-08	-5.42092147611e-08	-5.18619031168e-09	-8.25128169379e-09	-1.88203144717e-11	-2.13716792202e-09	-1.25208166414e-09	-5.22122139222e-11	-2.35092039785e-11	1.21319345423e-10
MockHiSeq.even;k__Bacteria;Other;Other;Other;Other;Other	0.304915489748	0.014758696166	0.0158860054597	0.0209359357029	-0.013143946291	6.04510841462e-05	-0.00440881369344	0.00228690001492	-0.00148759105023	0.00185760428725	0.000429729126984	7.95057550484e-05	-0.000415103500131	-2.86994036499e-05	3.46576629416e-05	-5.73595732047e-06	2.07063783763e-05	4.72974753153e-06	4.95530079304e-06	5.11306708341e-06	4.12567344416e-06	1.92359725931e-06	2.78329761522e-07	1.26173027761e-07	1.88378717032e-09	-2.13716792202e-09	-1.25208166413e-09	-5.22122139198e-11	-2.35092039782e-11	1.21319345422e-10
