Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
No blast hit;Other;Other;Other	0.000130179065644	0.000109452600183	0.000145373293042	0.000121683266753
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0458065417584	0.0444012714744	0.00379989635423	0.00335596918648
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.90145097587e-05	9.12105001528e-05	0.0141092857191	0.0125181660672
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000357558500302	0.000356861081848	0.0450603366469	0.0438322485547
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.666484705262	0.683474481582	0.508736531097	0.505432189925
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	1.90929296278e-05	1.48217062748e-05	1.07683920772e-05	8.29658636954e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.106937763124	0.102189964109	0.086246744244	0.0873188060106
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0182927623043	0.0182227177993	0.0272830673765	0.0241430663354
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	1.14013125191e-06	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	4.07894405685e-05	3.07835438016e-05	4.03814702893e-06	4.14829318477e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0750595135295	0.0716675103638	0.0102609316005	0.0111755018398
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	1.04143252515e-05	1.14013125191e-06	2.69209801929e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	2.95072548793e-05	1.36815750229e-05	2.69209801929e-05	2.62725235035e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00132782646957	0.00138867986483	0.0210629749029	0.0194665571517
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	6.07502306339e-06	2.28026250382e-06	1.61525881157e-05	9.67935076446e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	6.07502306339e-05	5.81466938474e-05	9.42234306751e-06	1.38276439492e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	4.94680449448e-05	1.93822312825e-05	1.21144410868e-05	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09	8.67860437627e-07	0.0	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0015083414406	0.00164634952776	0.0247726859735	0.0248814625222
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	6.07502306339e-06	2.28026250382e-06	6.73024504822e-06	6.91382197462e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	6.07502306339e-06	4.56052500764e-06	1.07683920772e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	3.47144175051e-06	2.28026250382e-06	4.03814702893e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0557938796746	0.0498180350522	0.0087089370924	0.00809470276788
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	4.33930218814e-06	3.42039375573e-06	6.73024504822e-06	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0273610360171	0.0257316222244	0.173177281385	0.193251003541
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales	8.67860437627e-07	1.14013125191e-06	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	0.0	0.0	2.69209801929e-06	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	2.77715340041e-05	4.90256438321e-05	1.48065391061e-05	4.14829318477e-06
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.000611841608527	0.000690919538657	0.0765013494141	0.0663215286737
