Taxon	Even3	Even2	Even1
No blast hit;Other;Other;Other;Other	0.00315044137372	0.0030960290818	0.000433778772826
None;Other;Other;Other;Other	0.140787298419	0.126737168003	0.138095571259
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	7.79812221217e-06	0.0	6.99643181977e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae	0.0	0.0	2.09892954593e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	3.11924888487e-05	0.0	6.99643181977e-06
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;p__Acidobacteria;c__;o__;f__	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae	0.0	0.0	2.79857272791e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Koribacteraceae	0.0	4.34835545197e-05	0.000174910795494
k__Bacteria;p__Acidobacteria;c__Acidobacteria-2;o__;f__	0.0	2.60901327118e-05	0.00030084656825
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	5.45868554852e-05	9.56638199433e-05	4.89750227384e-05
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__;f__	7.79812221217e-05	3.47868436157e-05	6.99643181977e-06
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	3.11924888487e-05	3.47868436157e-05	4.89750227384e-05
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OCS155	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	2.33943666365e-05	1.73934218079e-05	3.49821590989e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1	7.01830999095e-05	6.95736872315e-05	9.0953613657e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae	7.79812221217e-06	8.69671090394e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	3.89906110609e-05	8.69671090394e-06	2.79857272791e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	7.79812221217e-06	0.0	6.99643181977e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	5.45868554852e-05	8.69671090394e-06	1.39928636395e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.0	8.69671090394e-06	7.69607500175e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0.0	2.60901327118e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0841027480583	0.080844624563	0.0876023228154
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.0	3.47868436157e-05	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	3.89906110609e-05	8.69671090394e-06	0.0
