Taxon	Even3	Even2	Even1
No blast hit;Other	0.00315044137372	0.0030960290818	0.000433778772826
None;Other	0.140787298419	0.126737168003	0.138095571259
k__Archaea;p__Crenarchaeota	3.89906110609e-05	0.0	3.49821590989e-05
k__Archaea;p__Euryarchaeota	0.0	8.69671090394e-06	6.99643181977e-06
k__Bacteria;p__Acidobacteria	0.00017935681088	0.000260901327118	0.00060868956832
k__Bacteria;p__Actinobacteria	0.0844146729468	0.0810533456247	0.0878611907927
k__Bacteria;p__Armatimonadetes	1.55962444243e-05	8.69671090394e-06	6.99643181977e-06
k__Bacteria;p__Bacteroidetes	0.217684581553	0.233071852225	0.23052543203
k__Bacteria;p__Chlorobi	2.33943666365e-05	8.69671090394e-06	0.0
k__Bacteria;p__Chloroflexi	0.000101375588758	0.000104360530847	0.000111942909116
k__Bacteria;p__Cyanobacteria	0.000834399076702	0.000313081592542	0.00153921500035
k__Bacteria;p__Firmicutes	0.392440500328	0.392639103891	0.379598404814
k__Bacteria;p__Fusobacteria	7.79812221217e-06	0.0	2.09892954593e-05
k__Bacteria;p__Gemmatimonadetes	1.55962444243e-05	0.0	0.0
k__Bacteria;p__Nitrospirae	0.0	3.47868436157e-05	0.000258867977332
k__Bacteria;p__Planctomycetes	0.000101375588758	5.21802654236e-05	0.000111942909116
k__Bacteria;p__Proteobacteria	0.160001871549	0.161976240586	0.160309242286
k__Bacteria;p__SAR406	5.45868554852e-05	6.95736872315e-05	2.79857272791e-05
k__Bacteria;p__Synergistetes	1.55962444243e-05	5.21802654236e-05	6.99643181977e-06
k__Bacteria;p__TM6	0.0	1.73934218079e-05	0.0
k__Bacteria;p__Tenericutes	4.6788733273e-05	0.0	3.49821590989e-05
k__Bacteria;p__Verrucomicrobia	8.57793443339e-05	0.000495712521524	0.000363814454628
k__Bacteria;p__WPS-2	0.0	0.0	1.39928636395e-05
k__Bacteria;p__WS2	0.0	0.0	1.39928636395e-05
k__Bacteria;p__[Caldithrix]	0.0	0.0	1.39928636395e-05
