id	taxonomy
d735827e8c9fbe5b6cb8d60976076416	other
d03ca5e8f74dbdfd8c0bb07de9049815	other
638ba109fec2bb27d5564f2ba95523cb	NO-EXPECTED-TAXONOMY
47ac2d324e41fb682b0f47d211b737c7	other
06e9965863cbd2673071e43ea32612d9	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium; s__
0f30c81d2e95cdb37d44661270d73d3a	other
3b7b9fa2c7520ded4f910be5e93836bb	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia; s__
3b7b9fa2c7520ded4f910be5e93836bb	NO-EXPECTED-TAXONOMY
7ff7f9832be57dc8108fd6390e8e905c	NO-EXPECTED-TAXONOMY
d48eeaecb871518ba4e11d1aa1d8bcbb	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_catenulata
805835e9bf3bd3095815b9483ff9ed30	other
bd81f00fac7cfe112949c77cd943bbad	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium; s__
171be7c96c0335f324d4944988c595c5	other
9af25943261b01c1fe84b8c617b23078	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Kluyveromyces;s__Kluyveromyces_lactis
74cbdaeaced6bd3a886efe2a40dbb783	NO-EXPECTED-TAXONOMY
205f6ef616578d01de786903537b64a9	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Cyberlindnera;s__Cyberlindnera_jadinii
65300481deec02196e65f2f7d7e4b9b7	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia; s__
65300481deec02196e65f2f7d7e4b9b7	NO-EXPECTED-TAXONOMY
79c30328522455fabacd8f04fd2479d8	other
ea10825e5788bd2b72e64642e7d0d397	other
2cc5e8a108cbbe4c1dfe3126e6192d98	other
87911359940e653775ec69e92ce60108	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia; s__
87911359940e653775ec69e92ce60108	NO-EXPECTED-TAXONOMY
1836a383f4d66000688d33087c6608ae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scopulariopsis; s__
d374c2f3352092dd2c1ecf3aabe74277	other
