dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	3	0	uclust	0.76:0.8:3	1141411	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	840654	k__Archaea; p__Euryarchaeota	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales	underclassification	2
B1-REF	3	0	uclust	0.76:0.8:3	4471401	Unassigned	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales	underclassification	0
B1-REF	3	0	uclust	0.76:0.8:3	4445049	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__arboriphilus	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales	misclassification	2
B1-REF	3	0	uclust	0.76:0.8:3	1099546	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	179370	k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales	k__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	570232	Unassigned	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales	underclassification	0
B1-REF	3	0	uclust	0.76:0.8:3	4429719	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	838434	k__Bacteria; p__Proteobacteria	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales	underclassification	2
B1-REF	3	0	uclust	0.76:0.8:3	567510	k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae; g__Desulforudis; s__audaxviator	k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	545968	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	match	3
B1-REF	3	0	uclust	0.76:0.8:3	684637	Unassigned	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenscatenales	underclassification	0
B1-REF	3	0	uclust	0.76:0.8:3	343273	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	131456	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	304425	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales	match	3
B1-REF	3	0	uclust	0.76:0.8:3	728797	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales	match	3
B1-REF	3	0	uclust	0.76:0.8:3	273661	Unassigned	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales	underclassification	0
B1-REF	3	0	uclust	0.76:0.8:3	4416718	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTCC2188	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	247460	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	4151	Unassigned	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Borreliales	underclassification	0
B1-REF	3	0	uclust	0.76:0.8:3	240999	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomicrobium; s__buryatense	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales	overclassification	3
B1-REF	3	0	uclust	0.76:0.8:3	591285	Unassigned	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales	underclassification	0
B1-REF	3	0	uclust	0.76:0.8:3	824872	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__xylanilytica	k__Bacteria; p__Thermi; c__Deinococci; o__Deinococcales	misclassification	1
B1-REF	3	0	uclust	0.76:0.8:3	256858	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Cenarchaeales	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales	overclassification	3
