dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__luteus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus;s__gnavus	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__gladioli	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__terrigena	misclassification	4	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__equi	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__tuberum	misclassification	2	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Persicobacter;s__diffluens	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__enterica	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas;s__shigelloides	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__hermannii	misclassification	5	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	Unassigned	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nigrescens	underclassification	0	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__canis	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__schindleri	misclassification	2	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	Unassigned	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__acidaminiphila	underclassification	0	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__pichinotyi	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__socranskii	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	Unassigned	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar	underclassification	0	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ornithinibacillus;s__bavariensis	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__metallolevans	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas;s__ruminantium	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__segnis	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	Unassigned	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paraprevotellaceae;g__Prevotella;s__tannerae	underclassification	0	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	Unassigned	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	underclassification	0	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	Unassigned	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__algae	underclassification	0	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__acidaminiphila	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__muralis	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__columnare	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__marcescens	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter;s__antarcticus	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__lividum	misclassification	2	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
B1-REF	6	2	blast+	0.001:10:0.51:0.99	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter;s__liquefaciens	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__ochracea	misclassification	1	[0, 0.2574626865671642, 0.15671641791044777, 0.063432835820895525, 0.011194029850746268, 0.0, 0.0]	[0, 0.19273743016759776, 0.11731843575418995, 0.047486033519553071, 0.0083798882681564244, 0.0, 0.0]	[0, 0.22044728434504793, 0.13418530351437702, 0.054313099041533551, 0.0095846645367412137, 0.0, 0.0]
