Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	Expected
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;Other;Other	0	0	0	0	0	0	0	0	0	0	0.00010080983904	0.00010080983904	0.00104170167008	0.00104170167008	0.000436842635841	0.000369636076481	0	0	0	0	0	6.72065593602e-05	0.000840081992002	0.000907288551363	0.00127692462784	0.00127692462784	0.000403239356161	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;Other	0	0	0	0	0	0	0	0.000705668873282	0.000705668873282	0.000873685271683	0.0011761147888	0.0011761147888	0.000235222957761	0.000235222957761	0	0	0	0	0.000705668873282	0.000806478712322	0.000840081992002	0.00120971806848	0.000436842635841	0.000369636076481	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Microspora;c__Microsporea;o__Microsporida;f__Incertae_sedis;g__Microsporidium	0	0	0	0	0	0	0.000235222957761	0	0	0	0	0	0	0	0	0	0	0.000235222957761	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Neosartorya	0.00010080983904	0.00010080983904	0.00010080983904	0.00010080983904	0.00010080983904	0.00010080983904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Basidiomycota;Other;Other;Other;Other	0	0	0	0	0	0	0	0.00010080983904	0.0001680163984	0.00013441311872	6.72065593602e-05	0	0	0	0	0	0	0	0.00010080983904	0.0001680163984	0.00010080983904	0.00013441311872	0	0	0	0	0	0	0	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scopulariopsis	0	0	0	0	0	0	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	0	0	0	0	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	3.36032796801e-05	0	0	0	3.36032796801e-05	0.0625	
Mock.2;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;Other	0	0	0	0	0	0	0	0	0.00010080983904	3.36032796801e-05	0.0831681172082	0.0599146476696	0.0599482509493	0.130380725159	0.0640142477906	0.155213548842	0	0	0.0	3.36032796801e-05	0.023320676098	0.0599146476696	0.0599146476696	0.0664336839276	0.0640478510703	0.0640142477906	0.0639806445109	0	0	0	
Mock.2;k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified	0.34977653819	0.34977653819	0.34977653819	0.34977653819	0.34977653819	0.34974293491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246715279411	0	
Mock.2;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;Other	0	0	0	0	0	0	0	0	0	0	0	0.0114251150912	0.0114251150912	0.0114587183709	0.0114587183709	0.0114587183709	3.36032796801e-05	0	0	0	0	0	0.0114251150912	0.0114251150912	0.0114251150912	0.0114587183709	0.0114587183709	0	0	0	
Mock.2;k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Gigasporaceae;g__Gigaspora	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	3.36032796801e-05	0	0	0	0	0	0	0	0	0	0	0	0	
