Taxon	HMPMockV1.1.Even1	HMPMockV1.1.Even2	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1
k__Bacteria;Other;Other;Other	0.000520020800832	0.000847218299915	0.00123915737299	0.000733137829912
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00260010400416	0.00423609149958	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.00884035361414	0.00508330979949	0.042750929368	0.0469208211144
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.199167966719	0.194860208981	0.147459727385	0.179618768328
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.504940197608	0.530358655747	0.592317224287	0.593108504399
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.015600624025	0.0175091781982	0.00123915737299	0.000733137829912
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.068122724909	0.0646709968935	0.0762081784387	0.0505865102639
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0104004160166	0.00818977689918	0.0824039653036	0.0762463343109
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0270410816433	0.0225924879977	0.00309789343247	0.00146627565982
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000520020800832	0.000282406099972	0.00123915737299	0.000733137829912
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.000520020800832	0.000564812199944	0.0092936802974	0.00879765395894
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.15028601144	0.138378988986	0.0421313506815	0.0410557184751
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0114404576183	0.0124258683988	0.000619578686493	0.0
