Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
NOHIT;Other;Other;Other	0.000196136458904	0.000132255225222	0.000162871930167	0.000153486847836
k__Archaea;p__Euryarchaeota;Other;Other	2.60358131288e-06	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0456971913433	0.044331723468	0.0037958582072	0.0033490553645
k__Bacteria;Other;Other;Other	1.73572087525e-06	0.0	0.0	2.76552878985e-06
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.0	2.28026250382e-06	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	5.8146649321e-05	9.00703689009e-05	0.0141052475721	0.0125071039521
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000355822779427	0.000355720950596	0.0450038025885	0.0437727896857
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	0.0	0.0	1.34604900964e-06	5.53105757969e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other	3.21108361922e-05	5.13059063359e-05	0.000193831057389	0.000127214324333
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.666419615729	0.683416334889	0.508996318556	0.505728101506
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	5.90145097587e-05	7.18282688703e-05	9.01852836462e-05	8.43486280903e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.106974213263	0.102216187127	0.0857877415317	0.0869095077497
k__Bacteria;p__Firmicutes;c__Clostridia;o__	8.67860437627e-07	1.14013125191e-06	0.0	2.76552878985e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0182780086769	0.0181862335992	0.0273005660136	0.0241237076338
k__Bacteria;p__Proteobacteria;Other;Other	1.21500461268e-05	2.28026250382e-06	1.34604900964e-06	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	1.73572087525e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	4.33930218814e-06	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	6.33538119468e-05	5.24460375878e-05	1.74986371254e-05	2.07414659238e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.075088152924	0.071659529445	0.0102582395025	0.0111561431382
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	2.28026250382e-06	1.34604900964e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	8.67860437627e-07	1.14013125191e-06	0.0	0.0
