Taxon	HMPMockV1.2.Staggered2	HMPMockV1.2.Staggered1	HMPMockV1.1.Even2	HMPMockV1.1.Even1
NOHIT;Other;Other	0.000196136458904	0.000132255225222	0.000162871930167	0.000153486847836
k__Archaea;p__Euryarchaeota;Other	2.60358131288e-06	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0456971913433	0.044331723468	0.0037958582072	0.0033490553645
k__Bacteria;Other;Other	1.73572087525e-06	0.0	0.0	2.76552878985e-06
k__Bacteria;p__Acidobacteria;c__Sva0725	0.0	2.28026250382e-06	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	5.8146649321e-05	9.00703689009e-05	0.0141052475721	0.0125071039521
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000355822779427	0.000355720950596	0.0450038025885	0.0437727896857
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	2.28026250382e-06	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	8.67860437627e-07	1.14013125191e-06	0.0	0.0
k__Bacteria;p__Firmicutes;Other	0.0	0.0	1.34604900964e-06	5.53105757969e-06
k__Bacteria;p__Firmicutes;c__Bacilli	0.773484954338	0.785755656191	0.595068076429	0.592849172208
k__Bacteria;p__Firmicutes;c__Clostridia	0.0182788765373	0.0181873737305	0.0273005660136	0.0241264731626
k__Bacteria;p__Proteobacteria;Other	1.21500461268e-05	2.28026250382e-06	1.34604900964e-06	2.76552878985e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0751584496194	0.0717165360076	0.0102770841886	0.0111768846042
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00134344795745	0.00139552065234	0.0210979721772	0.0195011262616
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	8.67860437627e-06	1.14013125191e-05	1.74986371254e-05	9.67935076446e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.00150053069666	0.00164178900275	0.0247215361111	0.0248413623548
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0832894340595	0.0756910335518	0.181956213026	0.201395485827
k__Bacteria;p__[Caldithrix];c__KSB1	0.0	0.0	1.34604900964e-06	1.38276439492e-06
k__Bacteria;p__[Thermi];c__Deinococci	0.00061097374809	0.000682938619894	0.076487888924	0.0663035527366
