#SampleID	SH079312.07FU_EF679384_refs	SH080082.07FU_KF533019_reps	SH084067.07FU_AB696986_refs	SH085057.07FU_AB018043_refs	SH085060.07FU_AJ544247_reps	SH085595.07FU_AB035047_reps	SH099056.07FU_AF444550_refs	SH102281.07FU_AY274824_refs	SH102283.07FU_JN942193_reps	SH102286.07FU_JN246566_reps	SH103638.07FU_JQ812705_refs	SH109134.07FU_FN868154_reps	SH112070.07FU_AB360437_reps	SH112907.07FU_AY188365_reps	SH114716.07FU_JN859325_reps	SH114717.07FU_KC609333_reps	SH125913.07FU_AY917103_refs	SH128571.07FU_AF392990_refs	SH128577.07FU_JX101649_refs	SH128583.07FU_FJ357312_reps	SH129886.07FU_HM148081_refs	SH540641.07FU_KP020112_reps	SH546198.07FU_KP674599_reps
bits.2.351	0.24829284238325064	0.014207314628453108	0.0	0.0004037718426758619	0.0011416660885321887	0.022463785743636378	0.00084391095642822	0.0057005702868821685	0.035555595604174324	0.024512516407451924	0.0	0.0	0.0	0.03065159738005034	0.0017818315467414952	0.007701764822695143	0.029696816522225045	0.006457694514198081	0.006366478526958474	0.00832548137459817	0.2197460876682766	0.020713726331852103	0.0
bits.2.357	0.06932819722962073	0.03160087511830773	0.0	0.0005610524729922012	0.0003032531511234805	0.02421808202884072	0.01996938433174823	0.005946813491483694	0.01862644678767578	0.003905768492647767	0.0	0.0	0.0	0.00770553801228724	0.0026913029572970403	0.006008187282585097	0.007324749020689386	0.004478898290939131	0.001008972891890089	0.004205465256333193	0.11546145499871566	0.025365255127788325	0.0
bits.2.366	0.04636542397297216	0.03432038035804404	0.0	0.0	0.0	0.0275029016783335	0.010956006497523693	0.011936603364295454	0.021402611677824288	0.018871027105469004	0.0	0.0	0.0	0.01898232678990138	0.0	0.0	0.02417453029587101	0.0	0.0	0.0	0.2702027635445321	0.0076776451887346575	0.0
bits.2.370	0.03901639168547641	0.01167486602020401	0.0	0.000743659804957883	0.0005004791141004475	0.0365725669303971	0.006841874922318502	0.008195019946342915	0.01084803156194165	0.004898249598639997	0.0	0.0	0.0	0.009233939801900121	0.000691600661678212	0.0007354586335970332	0.10736228180202448	0.001274485128967566	0.0013297215491112112	0.0008571382154201048	0.15078693184187136	0.0059631034352737675	0.0
bits.2.372	0.11724265870203172	0.02630417224439367	0.0	8.207478995593716e-05	0.0004664441562896479	0.01825973746268748	0.014037038464184162	0.0042352238789822305	0.0052550522964787145	0.00805553998855145	0.0	0.0	0.0	0.015036359319707666	0.0007631367642613685	0.0008895669901592525	0.011296653370700675	0.00021405887781990242	0.0015833780089810495	0.000884242469717318	0.18281776986277304	0.020737118364772062	0.0
bits.2.374	0.015254705627107627	0.005752602806655063	0.0	0.0	0.0	0.013215885131569856	0.002778530231554533	0.0017596954816444545	0.002967257730164615	0.0013084795897245936	0.0	0.0	0.0	0.01102119078442772	0.004521144820817414	0.001304761820111005	0.013822808473034813	0.002262957209322417	0.0022580115242365377	0.0016434229851068156	0.3060523093645104	0.003911560145669957	0.0
bits.2.375	0.25927752517686214	0.017515606927404555	0.0003682033163982939	0.0004080536972979913	1.092844718808104e-05	0.027928664619836913	0.005857481632533579	0.007814192834702471	0.014786277388329468	0.003150652263543394	1.557344131618596e-05	0.00022978660600188658	0.00031290903615023325	0.02045119993657322	0.0010954230853847176	0.010172196959145459	0.01876781951990766	0.006163918243950255	0.003951130471599351	0.002871755870627903	0.2049525285749981	0.004103599571192921	0.00019652676254718185
bits.2.376	0.15055792053171782	0.011735348253866136	0.0	0.0	0.0	0.015595965099117825	0.00022425579131037508	0.007828981448264142	0.010618505598572293	0.008146838495246275	0.0	0.0	0.0	0.021864596187772336	0.0009334284351142179	0.0023217260487663855	0.021853437366096844	0.00050927135961832	0.002521230653859065	0.0024427049984914982	0.14895211112794987	0.00637505472661406	0.0
bits.2.584	0.043231701918427484	0.19227233764580676	9.465154889967487e-05	6.88013757688279e-05	8.9192989087135e-05	0.010797832359904313	0.010081469014275363	0.007148906495151661	0.013960305383501627	0.00821392240101873	3.5799428911148386e-05	3.7680897348610225e-05	1.0521663660113465e-05	0.017437955043751997	0.007813868560275604	0.001584229228916109	0.002293077800013065	0.01276365732223993	0.015642770697468403	0.005110563400527946	0.01904388421400553	0.008934448483891978	6.585683213752666e-05
bits.2.585	0.07349737444624677	0.13634623177141492	1.4980926764347218e-05	7.1425403543382e-05	0.00010167258691176573	0.011598770851262501	0.009883065821111902	0.01853681302811733	0.004130093053226687	0.014611112007366596	4.227019142673239e-05	1.07820212981943e-05	1.2063464718324836e-05	0.0006884710275858066	0.003646254371281352	0.002168352172507799	0.020857579299435235	0.0029605762522218653	0.0002101739267149356	0.0018975430693316923	0.10846269827186214	0.009800202335986092	1.2188682359209803e-05
bits.2.586	0.05725150664151283	0.02089943346047119	0.0	0.0007350078449124755	0.001084610314092361	0.00048132061661850493	0.008266174090298858	0.013875837400894327	0.00986511914681144	0.011273035820684962	0.0	0.0	0.0	0.0013576736326886703	0.008678469401172001	0.01399022481044609	0.003198849254202765	0.01583193954840347	0.0024867400559603382	0.01906176316481711	0.014828362925865854	0.003740987902120519	0.0
bits.2.587	0.012305250430345738	0.03083132494773271	1.127639291764766e-05	1.4710038418571724e-05	7.326815109562924e-06	0.004496259228885326	0.011395860594253399	0.003751958988450221	0.00460757645040174	0.012525799432353699	1.6431150307635535e-05	1.9430268215093705e-05	2.462923239066179e-07	0.013179695522065308	0.0007200972756619068	0.004353106640553886	0.008061742158917825	0.00372552061193833	0.006787167688046515	0.006626625503450267	0.00994496674310086	0.010906966817024744	1.0689797463442221e-05
bits.2.588	0.08094171944765347	0.010570588383704416	3.3149658666654805e-05	6.280856448295547e-05	0.00011757695005434116	0.018410428106681084	0.006681009978020301	0.008442665806205616	0.005585929361792001	0.009166940705660613	3.513489992608487e-05	7.77886417346537e-06	4.9366874229938436e-05	0.00802231660152055	0.0033500717424784407	0.0005345410243718891	0.018278213598250635	0.0002849306001614192	0.009327955668618267	0.006316463886218178	0.06573096376149451	0.0011826164397168585	8.133659884557702e-05
bits.2.589	0.026576660915528683	0.00015554447217024108	0.00024431823618412764	5.025732615058255e-06	2.4294014402380308e-06	0.006732886324286665	0.007001397944083477	0.0013798325546052611	0.0010967174820425956	0.00032908220218551114	0.00016673301663090294	0.00017162235761768063	1.3524199033538274e-05	0.013615270657020999	0.0013904213102741432	0.005552155630817626	0.01361287076124168	0.0022386394640803767	0.002963024092614918	0.0016534078576370841	0.00944810772500571	0.009824890319620335	5.3467056196447515e-05
bits.2.695	0.005302555718972085	0.011289798150675512	0.0	0.043128601063508194	0.06687328629272125	0.09963153952135309	0.03559461473699567	0.06667853937877147	0.00231673762499715	0.05639659867357402	0.0	0.0	0.0	0.12170602326165181	0.0	0.0	0.051996435343218884	0.0	0.0	0.0	0.008757341253528877	0.003416521264800326	0.0
bits.2.696	0.09949430754507195	0.0042755074692530145	5.1532247390705456e-05	0.1119622350037004	0.02179549924846349	0.0023050064723360714	0.025114777393566535	0.011888035910831945	0.0026464493038328876	0.010734387734995595	6.018770636577686e-06	8.097132885419268e-05	9.108361662995205e-05	0.002657016423577489	1.746666028790702e-05	6.231500085883948e-05	0.006877604555314478	9.447932818567892e-05	0.00013276136681095234	0.00012984840655852476	0.06020009247457093	0.003473705893651504	7.749613935011979e-05
bits.2.698	0.013564662965775954	0.011031661125187175	0.0	0.18525356844777655	0.09554171329654176	0.0	0.002787987548515999	0.005262467569664244	0.0032155918203670337	0.004501355205078367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004342329450524411	0.002133316101417956	0.0
