Taxon	HMPMockV1.2.Staggered1	HMPMockV1.1.Even1	HMPMockV1.2.Staggered2	HMPMockV1.1.Even2
Unclassified;Other;Other;Other	1.82230092827e-05	2.62650104535e-06	0.0	5.91621456927e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0646409188562	0.00470581437291	0.0650159820181	0.00504283339348
k__Bacteria;Other;Other;Other	0.000132116817299	0.000167220566554	5.04936905838e-05	0.000263271548333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	6.70346412898e-05	0.0113421070142	5.58490820094e-05	0.0122095878173
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.000251217199397	0.0371439777833	0.000266239459442	0.0396364190336
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0	1.7510006969e-06	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	1.95246528029e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other	7.74477894514e-05	5.77830229976e-05	0.000116288499526	9.24408526448e-05
k__Bacteria;p__Firmicutes;c__Bacilli;Other	0.000400255382459	0.000727540789561	0.000521003080115	0.000962863921149
k__Bacteria;p__Firmicutes;c__Bacilli;o__	0.00837282194363	0.0133872758281	0.00886393786522	0.0135104154957
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.684311095405	0.493847859051	0.667988683293	0.502484070592
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0858414376913	0.0622682112827	0.0896056442765	0.0609273962148
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0169168100102	0.0236271279036	0.0174646964947	0.0253169611955
k__Bacteria;p__Proteobacteria;Other;Other	2.60328704038e-05	6.12850243914e-06	2.90721248816e-05	1.55300632443e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	3.57951968052e-05	3.5020013938e-06	4.66684109942e-05	4.43716092695e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	3.12394444846e-05	1.05060041814e-05	2.83070689637e-05	5.17668774811e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0663291505019	0.00995181246082	0.069724901193	0.00898820898436
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	6.50821760095e-07	2.62650104535e-06	7.65055917937e-07	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.00122744983954	0.0183137162889	0.00124321586665	0.0199953261905
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;Other	0.0	8.75500348449e-07	0.0	1.47905364232e-06
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.00141033075413	0.023977328043	0.001407702889	0.0246070154472
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	5.53198496081e-05	2.18875087112e-05	8.87464864807e-05	3.47577605945e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0431468794073	0.00705127980641	0.0489222657284	0.00777760357813
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	4.55575232067e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0261077149062	0.233809372056	0.0279635588565	0.206656333012
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	3.97001273658e-05	4.37750174225e-06	3.21323485534e-05	1.18324291385e-05
k__Bacteria;p__Thermi;c__Deinococci;Other	0.0	9.63050383294e-06	7.65055917937e-07	1.18324291385e-05
k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales	0.000553849317841	0.0595576622039	0.000563081155602	0.0714368118703
