Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other	0.0157383279555
Root;k__Eukaryota;p__Euglenozoa;Other	1.88144984525e-05
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;Other	0.000263402978335
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0161522469215
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.482478998316
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.208351755863
Root;k__Eukaryota;p__Metazoa;Other	0.267024769287
Root;k__Eukaryota;p__Metazoa;c__Arthropoda	0.000112886990715
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00895570126339
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
