Taxon	Even2
Root;Other;Other;Other;Other	0.000192537474022
Root;k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	1.1325733766e-05
Root;k__Bacteria;Other;Other;Other	0.112991182916
Root;k__Bacteria;p__AD3;c__JG37-AG-4;o__	5.66286688299e-06
Root;k__Bacteria;p__Acidobacteria;Other;Other	5.66286688299e-06
Root;k__Bacteria;p__Acidobacteria;c__;o__	2.83143344149e-05
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	5.66286688299e-06
Root;k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__	1.1325733766e-05
Root;k__Bacteria;p__Acidobacteria;c__MVS-40;o__	5.66286688299e-06
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	2.2651467532e-05
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	5.66286688299e-06
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	1.1325733766e-05
Root;k__Bacteria;p__Actinobacteria;Other;Other	0.00011325733766
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.00558358674663
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales	5.66286688299e-06
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00185175747074
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0821568727384
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.00596299882779
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	1.1325733766e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__koll13	1.6988600649e-05
Root;k__Bacteria;p__Bacteroidetes;Other;Other	0.00363556053888
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.208767250508
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;Other	5.66286688299e-06
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	6.22915357129e-05
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales	3.96400681809e-05
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales	5.66286688299e-06
Root;k__Bacteria;p__Chlorobi;Other;Other	5.66286688299e-06
Root;k__Bacteria;p__Chlorobi;c__BSV19;o__	5.66286688299e-06
Root;k__Bacteria;p__Chloroflexi;Other;Other	1.1325733766e-05
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other	2.83143344149e-05
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208	5.66286688299e-06
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__NT-B4	5.66286688299e-06
Root;k__Bacteria;p__Chloroflexi;c__SOGA31;o__	5.66286688299e-06
Root;k__Bacteria;p__Cyanobacteria;Other;Other	3.39772012979e-05
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;Other	5.66286688299e-06
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	5.66286688299e-06
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other	1.6988600649e-05
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__	5.66286688299e-06
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae	5.66286688299e-06
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.000152897405841
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales	5.66286688299e-05
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales	1.1325733766e-05
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	3.39772012979e-05
Root;k__Bacteria;p__Firmicutes;Other;Other	0.000232177542203
Root;k__Bacteria;p__Firmicutes;c__Bacilli;Other	7.92801363618e-05
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.6988600649e-05
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	5.66286688299e-06
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.026909943428
Root;k__Bacteria;p__Firmicutes;c__Clostridia;Other	0.001064618974
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.321027923597
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales	1.1325733766e-05
Root;k__Bacteria;p__GAL15;c__;o__	5.66286688299e-06
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	5.66286688299e-06
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__	1.1325733766e-05
Root;k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales	2.2651467532e-05
Root;k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales	1.1325733766e-05
Root;k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Planctomycetales	5.66286688299e-06
Root;k__Bacteria;p__Proteobacteria;Other;Other	0.00577612422065
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	3.96400681809e-05
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	5.66286688299e-06
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	1.6988600649e-05
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	1.6988600649e-05
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	1.1325733766e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	9.62687370108e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	5.66286688299e-06
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.00022651467532
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	1.1325733766e-05
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	5.09658019469e-05
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	3.39772012979e-05
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	1.1325733766e-05
Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	5.66286688299e-06
Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	1.1325733766e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.183686413083
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.00119486491231
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	0.000118920204543
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	5.66286688299e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.000192537474022
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.00120052777919
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	1.1325733766e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	8.49430032448e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	3.39772012979e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	1.1325733766e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.000130245938309
Root;k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales	5.66286688299e-06
Root;k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7	5.66286688299e-06
Root;k__Bacteria;p__SC4;c__;o__	5.66286688299e-06
Root;k__Bacteria;p__SPAM;c__0319-6G9;o__	1.1325733766e-05
Root;k__Bacteria;p__Tenericutes;Other;Other	5.09658019469e-05
Root;k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.034022504233
Root;k__Bacteria;p__Verrucomicrobia;Other;Other	3.39772012979e-05
Root;k__Bacteria;p__Verrucomicrobia;c__Methylacidiphilae;o__Methylacidiphilales	5.66286688299e-06
