Taxon	Even3
Root;Other;Other;Other;Other;Other	0.0
Root;k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	0.0
Root;k__Bacteria;Other;Other;Other;Other	0.0714285714286
Root;k__Bacteria;p__Acidobacteria;Other;Other;Other	0.0
Root;k__Bacteria;p__Acidobacteria;c__;o__;Other	0.0
Root;k__Bacteria;p__Acidobacteria;c__;o__;f__Koribacteraceae	0.0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae	0.0
Root;k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__;f__	0.0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;Other;Other	0.0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0238095238095
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__koll13;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;Other;Other;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.309523809524
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0238095238095
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0238095238095
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;Other;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Cyclobacteriaceae	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae	0.0
Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;Other	0.0
Root;k__Bacteria;p__Chlorobi;c__BSV19;o__;f__	0.0
Root;k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__	0.0
Root;k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__NT-B4;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;Other;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__mle1-12;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other;Other	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cryptophyta;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Gomphosphaeriaceae	0.0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Microcystaceae	0.0
Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__	0.0
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis	0.0
