Taxon	Even3
Root;Other;Other;Other;Other	4.70987189148e-05
Root;k__Archaea;Other;Other;Other	0.0
Root;k__Archaea;p__Crenarchaeota;Other;Other	0.0
Root;k__Archaea;p__Crenarchaeota;c__;o__	0.0
Root;k__Archaea;p__Crenarchaeota;c__C2;Other	0.0
Root;k__Archaea;p__Crenarchaeota;c__C2;o__B10	0.0
Root;k__Archaea;p__Crenarchaeota;c__C2;o__pGrfC26	0.0
Root;k__Archaea;p__Crenarchaeota;c__Sd-NA;Other	0.0
Root;k__Archaea;p__Crenarchaeota;c__Sd-NA;o__	0.0
Root;k__Archaea;p__Crenarchaeota;c__Sd-NA;o__NRP-J	0.0
Root;k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;Other	0.0
Root;k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.0
Root;k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.0
Root;k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__	0.0
Root;k__Archaea;p__Crenarchaeota;c__pMC2A209;o__	0.0
Root;k__Archaea;p__Euryarchaeota;Other;Other	0.0
Root;k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales	0.0
Root;k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0
Root;k__Archaea;p__Euryarchaeota;c__Thermoplasmata;Other	0.0
Root;k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0
Root;k__Bacteria;Other;Other;Other	0.0432837226827
Root;k__Bacteria;p__ABY1_OD1;c__;o__	0.0
Root;k__Bacteria;p__AC1;c__SHA-114;o__	0.0
Root;k__Bacteria;p__AD3;c__ABS-6;o__	0.0
Root;k__Bacteria;p__AD3;c__JG37-AG-4;o__	0.0
Root;k__Bacteria;p__Acidobacteria;Other;Other	0.0
Root;k__Bacteria;p__Acidobacteria;c__;o__	2.35493594574e-05
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	2.35493594574e-05
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__BPC102;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales	0.0
Root;k__Bacteria;p__Acidobacteria;c__MVS-40;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__OS-K;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__PAUC37f;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__RB25;o__	0.0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	0.0
Root;k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	0.0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;Other	0.0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	0.0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	0.0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	0.0
Root;k__Bacteria;p__Actinobacteria;Other;Other	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.000682931424265
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__0319-7L14	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales	2.35493594574e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	2.35493594574e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0654201205727
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81	0.0
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__koll13	0.0
Root;k__Bacteria;p__Armatimonadetes;Other;Other	0.0
Root;k__Bacteria;p__Armatimonadetes;c__5B-18;o__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales	0.0
Root;k__Bacteria;p__Armatimonadetes;c__CH21;o__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	0.0
Root;k__Bacteria;p__Armatimonadetes;c__S1a-1H;o__	0.0
Root;k__Bacteria;p__Armatimonadetes;c__SJA-176;o__	0.0
Root;k__Bacteria;p__BRC1;c__;o__	0.0
Root;k__Bacteria;p__BRC1;c__PRR-11;o__	0.0
Root;k__Bacteria;p__Bacteroidetes;Other;Other	0.00117746797287
Root;k__Bacteria;p__Bacteroidetes;c__;o__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.281909382065
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;Other	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__	0.0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	4.70987189148e-05
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales	0.0
Root;k__Bacteria;p__CCM11b;c__;o__	0.0
