Taxon	EUK.Mock.1
No blast hit;Other;Other;Other;Other;Other	0.310467446214
Root;k__Eukaryota;p__Environmental_samples;c__Uncultured_eukaryote;g__Environmental_samples;s__Uncultured_eukaryote	0.0117214325359
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota;g__Batrachochytrium;s__Batrachochytrium_dendrobatidis_jel423	0.0158700294447
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Buellia;s__Buellia_elegans	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Candida;s__Candida_sp._bg02-7-14-001k-1-1	0.000620878448933
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Capnobotryella;s__Capnobotryella_sp._ma_3612	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Clavispora;s__Clavispora_lusitaniae_atcc_42720	0.018711018711
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Coccidioides;s__Coccidioides_posadasii_rmscc_1037	0.0379112143818
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Environmental_samples;s__Uncultured_dikarya	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii	0.0614857809428
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Filobasidiella/cryptococcus_neoformans_species_complex;s__Cryptococcus_gattii_wm276	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Paecilomyces;s__Paecilomyces_pascua	7.525799381e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Papiliotrema;s__Papiliotrema_bandonii	0.000329253722919
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Penicillium;s__Penicillium_sp._mi_31	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Petractis;s__Petractis_nodispora	1.88144984525e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Phaeosphaeria;s__Phaeosphaeria_nodorum_sn15	0.042784169481
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Preussia;s__Preussia_lignicola	4.70362461313e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Rhodotorula;s__Rhodotorula_sp._s1000	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_(bakers_yeast)	0.252198944507
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Saccharomyces;s__Saccharomyces_cerevisiae_rm11-1a	0.000178737735299
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Tremella;s__Tremella_globispora	0.00037628996905
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Trichophyton;s__Trichophyton_tonsurans_cbs_112818	0.016547351389
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Unclassified_capnodiales;s__Capnodiales_sp._ccfee_5502	3.7628996905e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Ustilaginoidea;s__Ustilaginoidea_virens	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Dikarya;g__Vanderwaltozyma;s__Vanderwaltozyma_polyspora_dsm_70294	0.0133018504059
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis;g__Rhizopus;s__Rhizopus_oryzae_ra_99-880	0.207279329451
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Homo;s__Homo_sapiens_(human)	0.00667914695064
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Monodelphis;s__Monodelphis_domestica_(gray_short-tailed_opossum)	3.7628996905e-05
Root;k__Eukaryota;p__Metazoa;c__Chordata;g__Sus;s__Sus_scrofa_(pig)	0.00218248182049
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Solanum;s__Solanum_tuberosum_(potato)	1.88144984525e-05
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta;g__Zea;s__Zea_mays	0.000865466928815
