Taxon	MockHiSeq.even
k__Bacteria;Other;Other	0.0440539697276
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0403961229869
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.000720408095966
k__Bacteria;p__Bacteroidetes;Other	0.000487036459245
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.341110696792
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	1.52198893514e-05
k__Bacteria;p__Firmicutes;Other	0.000882753582381
k__Bacteria;p__Firmicutes;c__Bacilli	0.090436582526
k__Bacteria;p__Firmicutes;c__Clostridia	0.336973423537
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00376438596625
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	5.07329645047e-06
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.000167418782865
k__Bacteria;p__Proteobacteria;Other	0.005428427202
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	2.28298340271e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.11697245961
k__Bacteria;p__Verrucomicrobia;Other	1.26832411262e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0185505084711
