dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
B1-REF	1	2	rdp	1.0	299518	k__Bacteria	k__Bacteria; p__Verrucomicrobia	match	1
B1-REF	1	2	rdp	1.0	317426	k__Bacteria	k__Bacteria; p__Fibrobacteres	match	1
B1-REF	1	2	rdp	1.0	746126	k__Bacteria	k__Bacteria; p__Tenericutes	match	1
B1-REF	1	2	rdp	1.0	835202	k__Bacteria	k__Bacteria; p__Fusobacteria	match	1
B1-REF	1	2	rdp	1.0	773133	Unclassified	k__Archaea; p__Euryarchaeota	underclassification	0
B1-REF	1	2	rdp	1.0	89370	k__Bacteria	k__Bacteria; p__Firmicutes	match	1
B1-REF	1	2	rdp	1.0	2884179	Unclassified	k__Bacteria; p__Cyanobacteria	underclassification	0
B1-REF	1	2	rdp	1.0	1875	k__Bacteria	k__Bacteria; p__Chrysiogenetes	match	1
B1-REF	1	2	rdp	1.0	370251	Unclassified	k__Bacteria; p__Proteobacteria	underclassification	0
B1-REF	1	2	rdp	1.0	125020	Unclassified	k__Archaea; p__Nanoarchaeota	underclassification	0
B1-REF	1	2	rdp	1.0	820546	k__Bacteria	k__Bacteria; p__Chlamydiae	match	1
B1-REF	1	2	rdp	1.0	4321924	Unclassified	k__Bacteria; p__Actinobacteria	underclassification	0
