Taxon	Even1
Root;Other;Other;Other;Other	6.58913451718e-05
Root;k__Bacteria;Other;Other;Other	0.0644820025112
Root;k__Bacteria;p__AD3;c__ABS-6;o__	3.66063028732e-05
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	4.39275634479e-05
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.00481738945812
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00356545389985
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0998180666747
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	0.00992396870893
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	0.000223298447527
Root;k__Bacteria;p__Bacteroidetes;Other;Other	0.00142764581206
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.197659392994
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other	7.68732360338e-05
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	0.00135443320631
Root;k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales	4.02669331606e-05
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	9.88370177577e-05
Root;k__Bacteria;p__Firmicutes;Other;Other	0.000611325257983
Root;k__Bacteria;p__Firmicutes;c__Bacilli;Other	6.58913451718e-05
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.00186692144653
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.027850075226
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	0.000135443320631
Root;k__Bacteria;p__Firmicutes;c__Clostridia;Other	0.000435615004191
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.307862667794
Root;k__Bacteria;p__Proteobacteria;Other;Other	0.00468194613749
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.000142764581206
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.000201334665803
Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	5.85700845972e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.194050011531
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.000417311852755
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0.000453918155628
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.00205361359119
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	4.39275634479e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.000530791391662
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	9.51763874704e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	5.12488240225e-05
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.000168388993217
Root;k__Bacteria;p__Tenericutes;Other;Other	0.000142764581206
Root;k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales	0.0532365462685
Root;k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.000431954373904
Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.00015008584178
Unassignable;Other;Other;Other;Other	0.0206276516691
