Taxon	Even1
Root;k__Bacteria;Other;Other;Other;Other	0.0290281962495
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	0.000562126186086
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;Other	0.000292305616765
Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0688941853667
Root;k__Bacteria;p__Bacteroidetes;Other;Other;Other	0.000472185996312
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	0.0227773530602
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.237801861762
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0254081036111
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0112425237217
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.00116922246706
Root;k__Bacteria;p__Firmicutes;Other;Other;Other	0.0291631065342
Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0295453523407
Root;k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	0.00348518235373
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.0766290416873
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.019674416513
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XI. Incertae Sedis	0.027229392454
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.236272878536
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.00661060394837
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.00433961415659
Root;k__Bacteria;p__Proteobacteria;Other;Other;Other	0.000224850474435
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.110963709133
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.0173359715789
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.000359760759095
Root;k__Bacteria;p__Tenericutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.0405180554931
