Taxon	Mock.3	Mock.1	Mock.2
NOHIT;Other;Other;Other	0.000851454021483	0.000882283077132	0.000705668873282
Unclassified;Other;Other;Other	0.00150641865339	0.00142522650921	0.00141133774656
p__Ascomycota;Other;Other;Other	0.132237359183	0.100206997183	0.0870324943715
p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified	0.000261985852764	0.000407207574061	0.0001680163984
p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.0656274561174	0.0714988632122	0.0648207265029
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;Other	0.000130992926382	0.00013573585802	0.0001680163984
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae	0.195310453236	0.201058739693	0.214052891562
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis	0.167998428085	0.157962604771	0.157969017776
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae	0.0572439088289	0.0623366927958	0.0568567492187
p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	0.123395336652	0.159625369032	0.169797372224
p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.000392978779146	0.000237537751536	0.000235222957761
p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae	0.0	3.39339645051e-05	3.36032796801e-05
p__Ascomycota;c__unidentified;o__unidentified;f__unidentified	6.5496463191e-05	0.0	3.36032796801e-05
p__unidentified;c__unidentified;o__unidentified;f__unidentified	0.254977731203	0.244188808579	0.246715279411
