pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
blast_100.0	-0.155190850773	0.180015031293	0.0237999025665	-0.0134646869873	-0.0270938796927	0.00290911205448	-0.00245374266825	-0.00285731782767	0.00341712572852	-0.00229418481721	0.000298656426388	0.00158113650704	0.00117388791369	-0.000851122241295	-0.00071958252459	-0.00110011445754	-0.000282715400171	-0.00164269804537	0.000567007829051	0.000116083170327	0.000253096196726	5.67936749882e-05	-5.1336258613e-05	2.99156987506e-05	1.7018360177e-05	1.26795166023e-06	1.73587064296e-05	0.0	4.16742015964e-09	0.0	0.0
blast_0.0001	-0.155190850773	0.180015031293	0.0237999025665	-0.0134646869873	-0.0270938796927	0.00290911205448	-0.00245374266825	-0.00285731782767	0.00341712572852	-0.00229418481721	0.000298656426387	0.00158113650704	0.00117388791368	-0.000851122241287	-0.000719582524595	-0.00110011445753	-0.000282715400174	-0.00164269804539	0.000567007829054	0.000116083170328	0.000253096196724	5.67936749888e-05	-5.13362586136e-05	2.99156987475e-05	1.70183601811e-05	1.26795167981e-06	1.73587066716e-05	-4.07953575623e-09	-1.16000355171e-09	-2.56365435302e-09	3.26414704673e-10
blast_1e-06	-0.155190850773	0.180015031293	0.0237999025665	-0.0134646869873	-0.0270938796927	0.00290911205448	-0.00245374266825	-0.00285731782767	0.00341712572852	-0.00229418481721	0.000298656426388	0.00158113650704	0.00117388791369	-0.000851122241298	-0.000719582524588	-0.00110011445754	-0.000282715400171	-0.00164269804537	0.000567007829047	0.000116083170326	0.000253096196725	5.67936749894e-05	-5.13362586103e-05	2.99156987587e-05	1.70183601854e-05	1.26795169032e-06	1.73587065352e-05	1.21693389988e-09	-1.16000354962e-09	1.67180614695e-09	2.33152202302e-09
blast_1.0	-0.155190850773	0.180015031293	0.0237999025665	-0.0134646869873	-0.0270938796927	0.00290911205448	-0.00245374266825	-0.00285731782767	0.00341712572852	-0.00229418481721	0.000298656426388	0.00158113650704	0.00117388791369	-0.000851122241296	-0.000719582524588	-0.00110011445754	-0.000282715400171	-0.00164269804537	0.00056700782905	0.000116083170327	0.000253096196725	5.67936749882e-05	-5.13362586125e-05	2.9915698752e-05	1.70183601794e-05	1.26795166877e-06	1.73587065889e-05	-1.50594086342e-09	-1.16000355044e-09	2.14777367729e-09	-2.03747355023e-09
blast_1e-10	-0.155182833264	0.179991737563	0.0238011082102	-0.0134441063862	-0.0270735205632	0.00289904364522	-0.00245578284713	-0.00284269085633	0.00341307196572	-0.00231037306324	0.000274808669431	0.00156862912262	0.00116943308841	-0.000839747879976	-0.000715473937328	-0.00109162122355	-0.00024279905938	-0.00166048877502	0.000557912106944	0.000151049593795	0.000201161999298	8.83928510303e-05	5.0092489498e-05	2.96110843159e-05	4.98059573396e-05	4.30761178897e-05	-6.93190841654e-05	-1.09213572972e-09	1.71852373865e-10	3.13981376113e-10	1.55115799194e-10
blast_1e-30	-0.153587610834	0.178216784677	0.0228637848734	-0.0111325545482	-0.0326536781837	0.00290995844255	0.000232885726481	-0.010732566426	-0.00179847252638	0.00298966678018	0.000525919450745	-0.00545374517373	-0.00402521128049	0.0054288406887	0.00497842164507	0.00511808028817	0.00215601392454	0.00794879418964	-0.00277080411639	-0.00050748772277	-0.00114393944407	-0.000294500846606	0.000137776095509	-0.000148854312765	-0.00011032708946	-4.43610408188e-05	-1.09845980286e-07	-1.09213568998e-09	1.71852376333e-10	3.13981369476e-10	1.55115795342e-10
mothur_0.0	-0.128072708362	-0.0585517203882	0.0142323066357	-0.0518442125095	0.0192805175696	-0.000540509996874	0.0110993411654	0.00332490127698	-0.0152340499363	0.00235659566571	-0.0120359272975	-0.00116172772518	-0.0042993501847	0.000975727549835	-0.00303209691712	0.00276308874924	-0.000567833448702	-0.000338664243043	0.00123244573832	-0.000307460124519	-0.00111397169047	0.000733451556293	0.000366083641848	0.000646959041754	-0.000736075993858	0.000464244995705	1.9254571395e-06	-1.09213568882e-09	1.71852376467e-10	3.13981369285e-10	1.55115795192e-10
mothur_0.1	-0.119335177026	-0.0634091591273	0.00662525358885	-0.0485798298961	0.0163591207831	-0.000873486730621	0.00345278603993	0.00347368209848	-0.0117317807736	0.00439670402481	-0.0106802193829	-0.0032119922553	-0.00255981139218	-0.00265954224556	-0.00198516738496	0.000588047389341	-0.00113987045665	-0.00125682308201	-0.00161376745256	6.41790923123e-05	0.000802297617087	-0.00208276592122	-4.36543923431e-06	-0.00166818764406	0.000211203369165	0.00015384890395	6.2429275779e-07	-1.09213568954e-09	1.71852376382e-10	3.13981369412e-10	1.55115795287e-10
mothur_0.2	-0.0774452314933	-0.0746671880729	-0.00445918654283	-0.0412293877587	0.0244356325221	-0.00384724920102	0.00401651002166	0.0142473726245	0.00106456657724	-0.00731042669813	0.00586351463948	0.00154370880336	0.00726873346245	-0.00261025504481	0.00396194717857	-0.000275978187398	0.00555213172958	0.000630653787663	0.00011342719882	-0.0031937241843	7.98736964677e-05	-0.0017846668281	0.00010464614156	0.000753660758136	0.000673503587736	0.000199512411295	1.27219250742e-06	-1.09213568921e-09	1.71852376422e-10	3.13981369347e-10	1.55115795244e-10
mothur_0.3	-0.0618155628376	-0.0799833391465	-0.00669286805064	-0.0441952014829	0.017557401998	-0.00113101289075	0.00768824642477	0.0067687507143	0.00109430211099	-0.00466833548451	0.0186967287438	0.00983259208151	0.00273792303977	0.00935966200436	-0.00685699242083	-0.000923758052885	-0.00185609877247	-0.00160288147013	-0.00275027442239	-0.000905064286776	-0.00118232653272	-0.000545583037715	-0.00108912814223	4.99102886956e-06	-0.000266721450885	-9.88388727391e-05	-1.21654056726e-06	-1.09213569061e-09	1.71852376287e-10	3.13981369587e-10	1.5511579541e-10
