Taxon	EUK.Mock.1
Root;k__Eukaryota;Other;Other	0.0144965710577
Root;k__Eukaryota;p__Alveolata;Other	1.88144984525e-05
Root;k__Eukaryota;p__Euglenozoa;Other	6.58507445838e-05
Root;k__Eukaryota;p__Euglenozoa;c__Euglenida	0.000188144984525
Root;k__Eukaryota;p__Fungi;Other	0.000159923236846
Root;k__Eukaryota;p__Fungi;c__Chytridiomycota	0.0161710614199
Root;k__Eukaryota;p__Fungi;c__Dikarya	0.482638921553
Root;k__Eukaryota;p__Fungi;c__Fungal_endophyte_sp._sx01	2.82217476788e-05
Root;k__Eukaryota;p__Fungi;c__Fungi_incertae_sedis	0.208464642854
Root;k__Eukaryota;p__Metazoa;Other	0.266159302358
Root;k__Eukaryota;p__Metazoa;c__Arthropoda	0.00176856285454
Root;k__Eukaryota;p__Metazoa;c__Chordata	0.00895570126339
Root;k__Eukaryota;p__Viridiplantae;c__Streptophyta	0.000884281427268
