#Sample	OTU	Abundance
blast_100.0	3	0.0259702773335
blast_100.0	9	1.56024495846e-05
blast_100.0	15	7.80122479229e-06
blast_100.0	20	7.80122479229e-06
blast_100.0	24	3.12048991692e-05
blast_100.0	25	7.80122479229e-06
blast_100.0	38	0.0218668330928
blast_100.0	41	1.56024495846e-05
blast_100.0	44	7.80122479229e-06
blast_100.0	46	0.00351835238132
blast_100.0	47	7.80122479229e-06
blast_100.0	50	1.56024495846e-05
blast_100.0	53	7.80122479229e-06
blast_100.0	56	1.56024495846e-05
blast_100.0	60	4.68073487538e-05
blast_100.0	65	1.56024495846e-05
blast_100.0	70	0.000109217147092
blast_100.0	71	0.000163825720638
blast_100.0	73	6.24097983383e-05
blast_100.0	77	3.90061239615e-05
blast_100.0	78	0.0222568943324
blast_100.0	81	0.0372352459336
blast_100.0	85	0.00574950267192
blast_100.0	86	0.190685337598
blast_100.0	88	7.80122479229e-06
blast_100.0	91	3.90061239615e-05
blast_100.0	94	0.00602254553965
blast_100.0	112	7.80122479229e-06
blast_100.0	116	4.68073487538e-05
blast_100.0	117	3.12048991692e-05
blast_100.0	131	7.80122479229e-06
blast_100.0	138	1.56024495846e-05
blast_100.0	140	7.80122479229e-06
blast_100.0	145	1.56024495846e-05
blast_100.0	148	7.02110231306e-05
blast_100.0	149	4.68073487538e-05
blast_100.0	152	7.80122479229e-06
blast_100.0	154	1.56024495846e-05
blast_100.0	160	0.0449272535788
blast_100.0	161	7.80122479229e-06
blast_100.0	162	1.56024495846e-05
blast_100.0	167	4.68073487538e-05
blast_100.0	172	0.0591410851504
blast_100.0	175	0.000257440418146
blast_100.0	176	0.0848539220658
blast_100.0	180	3.90061239615e-05
blast_100.0	181	4.68073487538e-05
blast_100.0	182	2.34036743769e-05
blast_100.0	187	7.80122479229e-06
blast_100.0	188	2.34036743769e-05
blast_100.0	194	1.56024495846e-05
blast_100.0	202	7.80122479229e-06
blast_100.0	203	0.000912743300698
blast_100.0	204	2.34036743769e-05
blast_100.0	206	1.56024495846e-05
blast_100.0	212	7.80122479229e-06
blast_100.0	217	2.34036743769e-05
blast_100.0	220	1.56024495846e-05
blast_100.0	221	1.56024495846e-05
blast_100.0	229	2.34036743769e-05
blast_100.0	231	1.56024495846e-05
blast_100.0	232	0.0151811834458
blast_100.0	233	1.56024495846e-05
blast_100.0	236	6.24097983383e-05
blast_100.0	242	3.12048991692e-05
blast_100.0	261	8.58134727152e-05
blast_100.0	263	7.80122479229e-06
blast_100.0	264	1.56024495846e-05
blast_100.0	267	1.56024495846e-05
blast_100.0	268	0.00406443811678
blast_100.0	271	2.34036743769e-05
blast_100.0	276	0.000124819596677
blast_100.0	279	7.80122479229e-05
blast_100.0	284	1.56024495846e-05
blast_100.0	286	0.0164449818622
blast_100.0	289	0.0167180247299
blast_100.0	293	1.56024495846e-05
blast_100.0	294	0.000444669813161
blast_100.0	295	0.000124819596677
blast_100.0	297	0.0623707922144
blast_100.0	300	7.80122479229e-06
blast_100.0	303	7.80122479229e-06
blast_100.0	308	7.80122479229e-06
blast_100.0	315	7.80122479229e-06
blast_100.0	317	2.34036743769e-05
blast_100.0	318	3.12048991692e-05
blast_100.0	325	5.4608573546e-05
blast_100.0	326	3.90061239615e-05
blast_100.0	328	0.00780122479229
blast_100.0	333	0.0178960096735
blast_100.0	342	0.000335452666069
blast_100.0	348	7.80122479229e-06
blast_100.0	349	4.68073487538e-05
blast_100.0	350	7.80122479229e-06
blast_100.0	351	2.34036743769e-05
blast_100.0	353	1.56024495846e-05
blast_100.0	359	2.34036743769e-05
blast_100.0	361	5.4608573546e-05
blast_100.0	362	0.000109217147092
blast_100.0	363	1.56024495846e-05
blast_100.0	364	2.34036743769e-05
blast_100.0	365	7.80122479229e-05
blast_100.0	366	7.80122479229e-06
blast_100.0	369	3.90061239615e-05
blast_100.0	370	7.80122479229e-06
blast_100.0	371	1.56024495846e-05
blast_100.0	372	0.000210633069392
blast_100.0	373	7.80122479229e-06
blast_100.0	381	3.12048991692e-05
blast_100.0	383	0.00413464913991
blast_100.0	389	0.00755158559894
blast_100.0	394	7.80122479229e-06
blast_100.0	399	1.56024495846e-05
blast_100.0	402	7.80122479229e-06
blast_100.0	407	7.80122479229e-06
blast_100.0	409	7.80122479229e-06
blast_100.0	410	7.80122479229e-06
blast_100.0	413	0.000241837968561
blast_100.0	414	0.000226235518976
blast_100.0	415	2.34036743769e-05
blast_100.0	416	0.000507079611499
blast_100.0	417	1.56024495846e-05
blast_100.0	421	5.4608573546e-05
blast_100.0	422	7.80122479229e-06
blast_100.0	424	7.80122479229e-05
blast_100.0	427	0.0303623668916
blast_100.0	428	7.80122479229e-06
blast_100.0	439	7.80122479229e-06
blast_100.0	444	8.58134727152e-05
blast_100.0	446	0.0156024495846
blast_100.0	449	0.026516363069
blast_100.0	451	0.000148223271054
blast_100.0	454	7.80122479229e-06
blast_100.0	456	0.000639700432968
blast_100.0	470	7.80122479229e-06
blast_100.0	475	2.34036743769e-05
blast_100.0	476	6.24097983383e-05
blast_100.0	481	6.24097983383e-05
blast_100.0	482	1.56024495846e-05
blast_100.0	483	0.0224441237274
blast_100.0	486	0.00642040800406
blast_100.0	487	7.80122479229e-05
blast_100.0	489	3.90061239615e-05
